temperature,humidity,season
5.48444,23.0373,Spring
3.17965,18.7069,Spring
3.25943,29.8563,Spring
6.21217,27.0018,Spring
7.5536,25.8837,Spring
7.47504,19.3822,Spring
6.63477,17.7914,Spring
5.55443,24.046,Spring
1.18195,18.4653,Spring
1.78926,19.8196,Spring
7.56492,17.0738,Spring
5.27539,21.0908,Spring
0.594582,32.4645,Spring
1.31778,30.8718,Spring
5.72269,21.2507,Spring
0.56217,26.1159,Spring
1.78284,33.8672,Spring
4.8232,21.0199,Spring
5.94523,18.2701,Spring
5.63224,17.3067,Spring
2.28021,28.8266,Spring
6.10421,25.0544,Spring
2.38194,21.1822,Spring
3.07282,18.566,Spring
6.37313,22.9723,Spring
5.61399,23.1537,Spring
7.17829,17.1882,Spring
5.67654,26.6401,Spring
4.97662,17.0246,Spring
1.25667,25.172,Spring
3.40448,28.9603,Spring
2.60103,23.2933,Spring
2.43477,27.1635,Spring
8.14847,18.047,Spring
3.6034,19.7948,Spring
7.51391,23.8766,Spring
5.46905,19.7552,Spring
6.75183,23.5433,Spring
4.46192,19.3754,Spring
5.04398,17.7067,Spring
4.38261,18.578,Spring
2.05272,27.6108,Spring
6.18472,17.5738,Spring
2.72305,30.3102,Spring
0.713076,28.4572,Spring
5.58139,25.8312,Spring
1.9106,21.5969,Spring
7.89335,22.9044,Spring
7.99891,22.2424,Spring
7.69275,22.1443,Spring
3.42362,28.0702,Spring
0.643641,31.0629,Spring
7.7982,18.9965,Spring
3.87839,19.0663,Spring
8.09866,17.1377,Spring
8.07487,25.3464,Spring
7.20796,20.3564,Spring
2.83025,28.2324,Spring
3.5407,22.0423,Spring
7.19329,17.4048,Spring
3.00638,17.6495,Spring
1.8509,28.9096,Spring
4.88643,21.4021,Spring
7.85961,17.7924,Spring
5.97763,21.1558,Spring
4.99036,17.1251,Spring
1.28412,28.0963,Spring
5.34262,19.5395,Spring
8.28204,22.3686,Spring
1.62041,23.3976,Spring
4.58491,20.8413,Spring
7.39891,16.8594,Spring
6.32828,17.4246,Spring
5.98536,18.6952,Spring
6.02822,19.1432,Spring
3.34001,25.3006,Spring
2.82352,21.8269,Spring
6.86587,21.7756,Spring
6.87177,23.7067,Spring
7.31818,22.7369,Spring
7.68002,18.3733,Spring
4.53014,21.0858,Spring
4.45313,18.2302,Spring
6.77914,16.8975,Spring
5.61659,27.8351,Spring
6.02416,17.5896,Spring
6.75952,19.5731,Spring
7.49792,20.9425,Spring
3.17154,27.3767,Spring
3.46613,24.1026,Spring
1.25908,20.2222,Spring
5.05478,18.1402,Spring
0.804198,27.8003,Spring
4.17163,17.0055,Spring
4.77547,19.7457,Spring
2.76827,18.0441,Spring
5.15316,18.188,Spring
0.761545,25.5248,Spring
0.815217,22.3132,Spring
6.96963,20.1919,Spring
3.3455,25.714,Spring
1.51834,31.9348,Spring
4.61558,17.2077,Spring
6.55732,18.5309,Spring
2.21399,20.3327,Spring
5.4044,22.5298,Spring
1.19141,31.5259,Spring
0.927555,19.5116,Spring
4.68699,29.2317,Spring
4.75973,18.5889,Spring
5.51836,21.0037,Spring
6.21324,24.3888,Spring
8.17075,22.4764,Spring
4.569,25.6473,Spring
3.05367,28.9183,Spring
6.75477,16.9722,Spring
2.64515,30.1783,Spring
3.96294,17.9599,Spring
1.1374,30.9388,Spring
0.721186,29.4665,Spring
8.06726,20.5212,Spring
7.0745,19.2411,Spring
5.9772,23.5296,Spring
3.72767,22.8244,Spring
1.88069,28.8809,Spring
1.74857,19.1903,Spring
2.48378,18.7332,Spring
4.82706,18.1139,Spring
6.12315,17.5771,Spring
5.6968,27.3183,Spring
2.71648,22.1915,Spring
8.00626,23.8915,Spring
6.30577,17.4743,Spring
4.86725,18.5259,Spring
5.31686,24.6703,Spring
3.81112,26.5293,Spring
2.46409,26.6962,Spring
3.31244,23.6626,Spring
6.46212,22.3192,Spring
0.635309,23.8016,Spring
1.43222,33.895,Spring
0.883046,33.3048,Spring
0.841712,29.9274,Spring
7.22718,16.8831,Spring
6.03742,22.8891,Spring
4.23884,17.2398,Spring
1.28928,20.1417,Spring
4.37554,18.755,Spring
4.23334,22.1617,Spring
1.87997,31.1242,Spring
3.92281,26.0868,Spring
3.64579,26.788,Spring
5.34922,21.7361,Spring
5.50004,19.4231,Spring
0.87757,25.2399,Spring
3.45852,31.4172,Spring
5.42767,18.1588,Spring
4.46584,28.791,Spring
7.23524,20.1877,Spring
5.68501,19.8545,Spring
1.7995,29.7126,Spring
1.07558,25.4051,Spring
5.55746,25.2275,Spring
0.730282,32.0986,Spring
5.11352,20.6267,Spring
7.89155,17.9736,Spring
5.03277,25.1284,Spring
3.56478,30.1502,Spring
5.56427,17.3617,Spring
4.11406,22.998,Spring
4.79877,23.3802,Spring
7.90123,20.3797,Spring
3.54858,17.9148,Spring
8.05583,20.5105,Spring
7.61818,23.5556,Spring
2.05701,19.3363,Spring
1.06612,24.0778,Spring
1.31234,32.4257,Spring
0.665314,23.339,Spring
1.2627,33.8081,Spring
5.87556,19.5892,Spring
1.08044,21.0978,Spring
3.02247,29.4227,Spring
7.14421,19.1118,Spring
0.704894,29.642,Spring
6.9059,17.2675,Spring
2.73154,26.6192,Spring
1.44861,21.3632,Spring
5.98318,18.7775,Spring
5.45184,30.2951,Spring
7.39969,17.7304,Spring
6.28362,22.4755,Spring
6.81978,17.2508,Spring
2.73295,29.7329,Spring
1.91319,20.8026,Spring
6.40544,26.7996,Spring
6.84607,18.2259,Spring
8.28559,17.0521,Spring
3.75639,17.0721,Spring
3.43819,19.7799,Spring
6.60763,19.5055,Spring
3.19355,22.2514,Spring
7.81732,22.5679,Spring
7.25031,18.7872,Spring
3.88474,19.6575,Spring
6.40746,19.8311,Spring
6.43623,23.9306,Spring
1.33074,21.1568,Spring
7.59626,18.3845,Spring
4.48241,17.4621,Spring
6.99986,23.6924,Spring
3.03089,24.73,Spring
7.54116,20.9138,Spring
3.57287,29.5676,Spring
0.60744,32.2574,Spring
7.61843,19.3614,Spring
1.23796,32.3484,Spring
3.02512,20.7568,Spring
7.96861,17.9436,Spring
7.97289,17.1046,Spring
5.01681,17.1897,Spring
5.47452,21.3668,Spring
4.03719,29.1071,Spring
2.82054,17.9976,Spring
3.0984,20.0495,Spring
5.79336,20.5624,Spring
6.41924,23.2016,Spring
6.7265,17.4271,Spring
6.71113,19.7207,Spring
1.23732,20.3432,Spring
4.39751,17.2206,Spring
0.973617,35.1771,Spring
4.82943,29.475,Spring
3.98299,18.6006,Spring
7.47988,25.1804,Spring
3.2728,25.1519,Spring
1.44001,30.4957,Spring
1.6432,25.0748,Spring
6.49084,20.769,Spring
5.36778,21.9989,Spring
1.31505,29.6038,Spring
1.18169,22.5118,Spring
6.01635,18.1717,Spring
1.09278,23.7264,Spring
6.96383,22.4008,Spring
6.05768,16.8507,Spring
1.16007,30.1351,Spring
1.18742,34.7113,Spring
8.25529,18.5467,Spring
3.45585,26.6285,Spring
3.42741,24.1023,Spring
6.89282,24.381,Spring
7.94657,17.3507,Spring
8.25029,19.9227,Spring
6.4271,23.9083,Spring
3.47144,29.493,Spring
1.17693,29.402,Spring
6.61339,18.7778,Spring
4.89899,23.2717,Spring
3.84734,26.7585,Spring
7.62605,19.3955,Spring
1.39401,19.991,Spring
4.38345,27.9281,Spring
0.611485,31.0175,Spring
4.19563,26.2344,Spring
0.963777,21.6808,Spring
1.45374,28.0969,Spring
1.44361,24.348,Spring
5.61068,22.1823,Spring
6.36963,17.115,Spring
5.09465,23.6811,Spring
8.06353,24.4289,Spring
3.46055,17.7228,Spring
2.76177,32.1557,Spring
7.33015,17.7077,Spring
2.27493,30.7637,Spring
8.07176,21.8535,Spring
0.617761,29.9353,Spring
8.12393,19.6609,Spring
0.860765,29.8819,Spring
7.50683,17.1697,Spring
4.65836,21.4683,Spring
8.30486,20.8187,Spring
1.10088,31.6061,Spring
4.86333,25.1939,Spring
8.11941,22.5081,Spring
4.62228,20.4345,Spring
5.45542,26.0929,Spring
5.97543,17.1336,Spring
4.08497,24.629,Spring
5.44099,16.759,Spring
5.10206,19.5011,Spring
7.58533,18.136,Spring
0.878686,25.8497,Spring
2.72455,25.9407,Spring
7.97135,17.4691,Spring
7.49994,17.2501,Spring
4.09371,18.769,Spring
5.38278,19.5833,Spring
2.69647,20.2367,Spring
1.9969,20.8382,Spring
4.15674,24.3656,Spring
3.29189,26.4478,Spring
5.0969,23.0076,Spring
1.13175,26.6315,Spring
8.15932,17.1541,Spring
8.25193,21.6749,Spring
5.99434,20.055,Spring
4.72416,21.5473,Spring
2.94842,17.4156,Spring
6.90062,17.8316,Spring
5.88908,18.4009,Spring
1.79702,25.4921,Spring
7.6619,19.529,Spring
6.96914,19.7434,Spring
7.96655,20.0648,Spring
6.21033,23.7383,Spring
5.33014,26.1129,Spring
3.80048,26.3767,Spring
7.83276,24.6205,Spring
7.31028,18.1239,Spring
0.876901,20.731,Spring
0.729152,20.4412,Spring
3.47303,27.2614,Spring
6.87521,25.7289,Spring
8.26027,17.6847,Spring
1.70139,33.451,Spring
5.179,17.7632,Spring
3.50774,30.124,Spring
8.1242,17.069,Spring
7.12261,18.4618,Spring
7.0929,19.2979,Spring
4.19588,20.5359,Spring
3.77365,20.2375,Spring
2.66533,21.765,Spring
0.964343,31.5253,Spring
7.29977,19.7589,Spring
6.89361,18.487,Spring
8.35779,18.0466,Spring
8.33364,19.7769,Spring
4.8757,17.5472,Spring
6.54944,17.9478,Spring
7.92711,16.8512,Spring
7.18161,17.7838,Spring
2.4611,29.1391,Spring
4.05364,18.8321,Spring
1.53479,27.0962,Spring
7.99987,21.2372,Spring
5.27339,17.9493,Spring
2.31449,27.3341,Spring
5.78696,17.1654,Spring
5.36708,28.4529,Spring
3.3296,22.7749,Spring
1.41251,29.4906,Spring
5.78596,22.174,Spring
4.60041,18.6054,Spring
6.57555,20.653,Spring
4.59928,27.8756,Spring
7.20147,21.2729,Spring
4.84807,25.3618,Spring
4.91885,28.8637,Spring
7.39328,18.6079,Spring
3.6848,20.0607,Spring
1.57285,27.6666,Spring
0.748085,26.8316,Spring
6.44088,24.104,Spring
5.38418,26.7506,Spring
6.04073,18.3044,Spring
2.19161,20.8878,Spring
1.59132,31.0555,Spring
0.636494,23.997,Spring
3.27023,28.4586,Spring
5.14598,19.5365,Spring
3.59671,23.6123,Spring
3.95121,17.264,Spring
7.60884,22.2521,Spring
3.25195,24.1841,Spring
4.5509,23.5739,Spring
6.66438,18.3593,Spring
3.63041,26.9919,Spring
5.39811,26.8748,Spring
7.28127,16.9341,Spring
7.96436,18.5311,Spring
1.67519,20.1888,Spring
7.78463,20.6691,Spring
4.37946,24.5294,Spring
2.54649,25.7638,Spring
4.12097,19.7838,Spring
8.2035,17.9195,Spring
4.38339,23.5962,Spring
3.0991,23.7458,Spring
5.48678,28.1055,Spring
2.40464,21.5861,Spring
1.11708,28.6174,Spring
1.5326,23.7155,Spring
1.52606,25.6054,Spring
1.71304,29.3463,Spring
1.61055,29.2445,Spring
5.54535,28.2095,Spring
1.94799,20.4167,Spring
3.23167,19.9501,Spring
7.55108,19.9619,Spring
4.23718,23.1181,Spring
5.75449,17.4329,Spring
1.87306,18.4822,Spring
2.02957,19.745,Spring
0.842808,34.552,Spring
1.84653,21.6847,Spring
2.70596,22.5813,Spring
1.90982,20.8814,Spring
1.21771,24.2478,Spring
1.46798,20.0883,Spring
4.13386,22.9,Spring
2.13964,20.7172,Spring
3.37746,28.7407,Spring
4.46804,17.6518,Spring
5.93347,21.2891,Spring
0.830609,33.2692,Spring
6.78788,22.5461,Spring
5.44367,23.1142,Spring
1.16328,23.5102,Spring
7.36918,18.2575,Spring
7.73984,19.2528,Spring
1.0012,33.9627,Spring
2.69253,27.6199,Spring
6.8411,21.0099,Spring
6.38699,23.0715,Spring
1.96868,25.0716,Spring
2.16327,19.5115,Spring
3.42607,23.984,Spring
4.31995,31.1391,Spring
5.36808,17.5506,Spring
3.41386,26.7747,Spring
4.14762,20.5845,Spring
6.3808,20.3965,Spring
0.810005,21.5421,Spring
2.50097,24.1037,Spring
6.11338,23.7056,Spring
7.53869,17.4482,Spring
4.53277,22.6364,Spring
4.69294,27.8089,Spring
1.36246,31.399,Spring
4.02909,19.0588,Spring
4.69689,20.3335,Spring
2.42286,20.8802,Spring
2.6327,30.437,Spring
3.47947,30.3073,Spring
0.679808,30.0948,Spring
3.04679,27.9647,Spring
2.17973,26.0572,Spring
3.08926,25.4733,Spring
1.46114,21.1338,Spring
7.50201,21.9979,Spring
5.17478,17.3935,Spring
5.84496,25.6921,Spring
6.70764,25.1417,Spring
4.42904,25.3082,Spring
1.20374,21.0099,Spring
4.73207,18.1058,Spring
5.12186,17.3282,Spring
6.36489,18.3677,Spring
3.90563,18.797,Spring
1.52241,33.0023,Spring
2.74659,25.2787,Spring
3.36816,21.2114,Spring
5.58488,18.3199,Spring
4.99598,21.5836,Spring
3.31341,26.3027,Spring
8.25431,17.1359,Spring
5.27027,26.8893,Spring
2.38176,25.5149,Spring
1.32022,33.3103,Spring
1.72053,31.1227,Spring
2.4502,23.0663,Spring
1.78184,31.9907,Spring
1.98472,20.0687,Spring
2.75693,28.6857,Spring
1.88132,24.9966,Spring
7.5509,23.4816,Spring
1.15134,31.5793,Spring
4.63335,27.8377,Spring
3.73899,28.9185,Spring
8.22189,17.6513,Spring
1.40061,18.9333,Spring
3.64069,23.1759,Spring
8.12073,17.0832,Spring
7.30591,22.1379,Spring
6.9263,17.4606,Spring
2.54382,32.6722,Spring
1.86183,26.8657,Spring
5.76299,25.982,Spring
7.80648,18.3594,Spring
4.88613,26.1397,Spring
5.00251,27.3598,Spring
2.71684,25.3174,Spring
6.5534,21.2542,Spring
1.98846,30.1462,Spring
3.05933,21.6462,Spring
3.85685,21.864,Spring
4.50089,22.5241,Spring
2.42239,20.3376,Spring
1.42253,23.8808,Spring
5.30824,16.8876,Spring
2.78464,17.8599,Spring
5.07795,17.3489,Spring
1.73231,32.6318,Spring
4.29343,24.8437,Spring
4.69667,27.3984,Spring
0.928667,26.3096,Spring
3.16064,20.3992,Spring
1.57597,26.8305,Spring
1.0192,27.1357,Spring
8.28132,17.0904,Spring
3.04895,23.937,Spring
6.8699,17.0441,Spring
2.51824,27.2294,Spring
5.86378,23.0947,Spring
6.48078,17.5432,Spring
5.19082,18.6096,Spring
4.21848,27.4379,Spring
3.75031,24.0074,Spring
3.25676,17.1308,Spring
7.80769,25.2635,Spring
7.03248,17.0807,Spring
8.0859,20.2569,Spring
1.49668,33.692,Spring
6.25067,18.4625,Spring
7.87675,18.4032,Spring
1.94292,20.5674,Spring
1.04366,23.3058,Spring
6.33103,16.8774,Spring
5.02493,25.0873,Spring
7.12033,18.1692,Spring
1.61797,27.1061,Spring
6.75541,26.8519,Spring
2.10275,28.5048,Spring
1.80516,27.0818,Spring
1.80993,24.4645,Spring
6.90672,19.9978,Spring
5.73598,20.7013,Spring
4.62202,21.6568,Spring
3.33484,19.5196,Spring
7.39756,23.7454,Spring
3.59829,22.3802,Spring
6.9226,17.9964,Spring
3.96422,22.929,Spring
3.4768,23.5292,Spring
4.14875,27.6334,Spring
2.88455,27.1724,Spring
6.38189,22.9133,Spring
4.46257,18.198,Spring
2.34247,24.5669,Spring
7.57292,19.3252,Spring
3.53124,17.5467,Spring
4.78259,17.225,Spring
7.62697,22.8755,Spring
5.41497,17.7074,Spring
1.43869,26.7236,Spring
7.88843,18.5995,Spring
5.44216,16.8982,Spring
3.14732,23.5387,Spring
1.61404,33.667,Spring
6.74567,23.4884,Spring
5.38232,28.2563,Spring
4.7035,22.824,Spring
7.52838,17.2403,Spring
6.70314,21.8212,Spring
1.71125,25.787,Spring
2.96562,29.8664,Spring
2.47004,20.1191,Spring
6.35318,20.1514,Spring
0.785311,23.3045,Spring
4.98901,18.7016,Spring
6.49827,22.5598,Spring
7.39416,17.128,Spring
3.20356,22.8481,Spring
6.95911,18.3381,Spring
1.38958,26.5103,Spring
7.15657,24.4524,Spring
1.5217,32.0259,Spring
3.63624,30.6914,Spring
6.7713,22.3877,Spring
1.69748,23.2525,Spring
2.31926,28.7156,Spring
6.18316,20.0682,Spring
6.16579,17.5315,Spring
5.5475,25.7767,Spring
5.96132,17.6271,Spring
4.7761,27.4165,Spring
2.49598,25.4472,Spring
3.23189,26.642,Spring
1.94577,28.6301,Spring
7.64248,23.8186,Spring
5.09484,23.5705,Spring
3.66418,24.5582,Spring
4.14347,17.4347,Spring
7.94683,18.4167,Spring
1.72439,21.7045,Spring
5.11708,24.4649,Spring
4.48741,20.5889,Spring
5.31477,24.9198,Spring
0.664439,20.6869,Spring
7.35777,18.4738,Spring
7.82797,21.6409,Spring
4.95173,17.825,Spring
5.9825,16.9005,Spring
7.75259,17.5518,Spring
6.06549,27.4268,Spring
1.71802,28.2829,Spring
5.03916,20.7672,Spring
5.27762,18.7414,Spring
3.84662,20.8403,Spring
6.29439,24.0281,Spring
7.8456,18.5041,Spring
7.77665,17.5673,Spring
4.05595,17.4435,Spring
1.41,19.6539,Spring
8.24119,18.1923,Spring
7.09736,23.7092,Spring
1.49954,22.5783,Spring
7.7396,18.553,Spring
7.34031,17.8954,Spring
4.58889,27.3313,Spring
5.15662,17.5881,Spring
3.64968,28.5709,Spring
0.951695,28.8664,Spring
3.14961,22.0735,Spring
6.81486,17.9608,Spring
0.558803,22.8869,Spring
3.1363,26.9695,Spring
3.64315,28.8575,Spring
4.73433,23.8154,Spring
7.73187,17.2259,Spring
3.23699,17.2631,Spring
3.24174,31.027,Spring
6.30267,23.3117,Spring
4.06676,19.1798,Spring
2.28284,32.5694,Spring
4.06849,24.4169,Spring
1.62647,27.5306,Spring
1.90494,28.7532,Spring
4.42846,26.7321,Spring
3.80582,24.7197,Spring
7.69261,18.1001,Spring
3.36277,22.6618,Spring
5.07286,25.9798,Spring
5.47787,18.2021,Spring
0.625128,24.4633,Spring
5.72297,19.1974,Spring
1.91786,24.9982,Spring
8.05489,17.8424,Spring
1.68764,31.6577,Spring
3.77212,18.7964,Spring
1.19143,21.752,Spring
8.3355,17.9597,Spring
4.45845,27.2924,Spring
5.18883,23.733,Spring
1.04821,23.5643,Spring
6.40032,24.0776,Spring
2.16764,32.301,Spring
7.561,24.4599,Spring
2.13028,30.358,Spring
2.01702,23.0736,Spring
0.808958,31.8221,Spring
4.22233,21.1656,Spring
4.94944,27.4454,Spring
1.03749,31.8224,Spring
6.60069,22.4418,Spring
4.07515,24.3563,Spring
4.63241,18.6431,Spring
3.97697,24.0377,Spring
3.66348,30.9595,Spring
4.90868,28.4009,Spring
1.7392,20.072,Spring
1.94836,19.8899,Spring
7.27674,17.2454,Spring
7.93768,22.0789,Spring
3.44831,28.1478,Spring
2.64447,20.8483,Spring
5.56985,19.6183,Spring
3.72595,28.7989,Spring
0.721466,31.3994,Spring
1.74635,26.7086,Spring
6.13393,22.5602,Spring
5.68681,20.6264,Spring
0.734865,25.2045,Spring
2.26221,25.427,Spring
2.33355,28.0273,Spring
5.78846,25.8128,Spring
0.676982,29.764,Spring
1.33845,30.0742,Spring
6.79184,18.3888,Spring
1.92184,26.1663,Spring
5.6384,18.134,Spring
2.38926,20.1875,Spring
1.30187,31.635,Spring
2.42836,33.5204,Spring
6.18327,18.1515,Spring
7.22902,17.9871,Spring
7.02935,22.7807,Spring
3.63542,19.6599,Spring
5.75862,21.7851,Spring
2.12906,28.7318,Spring
2.82005,25.6157,Spring
7.54753,18.6088,Spring
0.624403,24.7748,Spring
1.19267,30.1563,Spring
2.15181,26.3239,Spring
0.730446,19.8569,Spring
1.9445,30.244,Spring
5.09209,18.2604,Spring
3.82542,26.2836,Spring
7.51882,18.3082,Spring
6.92922,26.1037,Spring
3.2015,22.769,Spring
2.55573,22.6893,Spring
3.49834,19.517,Spring
5.14894,19.2533,Spring
2.62345,29.1483,Spring
5.41427,29.0501,Spring
3.73127,22.448,Spring
4.84917,20.51,Spring
3.94064,26.3759,Spring
2.83038,30.8183,Spring
7.956,18.8666,Spring
6.50726,19.187,Spring
1.62064,27.3345,Spring
7.32911,20.626,Spring
4.34275,18.5277,Spring
7.53355,20.3008,Spring
6.79137,17.9588,Spring
3.85512,27.2603,Spring
0.698603,23.1938,Spring
2.62826,24.9577,Spring
4.76755,22.4556,Spring
5.48738,22.539,Spring
2.5437,20.5437,Spring
1.6147,29.3639,Spring
7.06627,19.0995,Spring
8.23776,17.7038,Spring
4.64259,24.5193,Spring
1.86803,28.1392,Spring
2.65671,29.2141,Spring
0.666637,24.3944,Spring
7.68832,20.9021,Spring
1.44538,26.5391,Spring
5.04095,17.0909,Spring
2.6704,18.1917,Spring
4.86587,20.9517,Spring
5.62801,23.7544,Spring
7.0256,22.7199,Spring
2.14033,29.4617,Spring
0.60868,27.6923,Spring
1.59534,26.2727,Spring
7.57639,17.7132,Spring
7.37162,17.8619,Spring
5.20473,21.4572,Spring
5.22905,17.4107,Spring
5.73473,18.3266,Spring
1.89697,26.3312,Spring
7.68921,20.6679,Spring
3.80461,33.2277,Spring
3.52535,31.0711,Spring
4.58952,23.0561,Spring
0.890596,24.9634,Spring
1.82575,28.4466,Spring
6.30684,24.5488,Spring
1.17143,22.0571,Spring
5.24971,19.8985,Spring
2.44542,29.9186,Spring
3.5736,22.3532,Spring
2.78513,25.8595,Spring
3.31009,23.1944,Spring
6.15802,18.1884,Spring
2.85119,21.9126,Spring
4.96169,19.6269,Spring
4.25355,18.8726,Spring
5.72403,18.1138,Spring
7.8649,22.2746,Spring
6.26404,17.695,Spring
2.2071,26.2561,Spring
0.766898,25.0412,Spring
2.57799,31.8607,Spring
5.18642,20.0338,Spring
0.92555,25.2162,Spring
4.41277,28.2828,Spring
5.20026,25.455,Spring
3.14214,20.3508,Spring
6.56452,23.0548,Spring
1.35796,25.7084,Spring
1.1114,26.5097,Spring
6.22967,18.6099,Spring
4.40592,17.484,Spring
5.91786,22.564,Spring
3.93045,23.2077,Spring
2.45367,23.6435,Spring
6.94221,21.1847,Spring
6.78792,22.8886,Spring
5.96718,17.2852,Spring
2.65543,28.7912,Spring
5.14843,16.7941,Spring
3.35163,26.2526,Spring
1.24027,28.5462,Spring
7.71195,25.5143,Spring
1.59481,22.2378,Spring
7.96998,18.14,Spring
4.01807,18.2231,Spring
4.76185,24.3998,Summer
5.98077,17.0752,Summer
6.02557,16.981,Summer
1.86815,32.8693,Summer
4.44213,17.3325,Summer
3.75122,17.8095,Summer
