study_hours,test_score,grade_level
3.6884,28.48,twelfth
0.40405,2.0311,eleventh
2.5632,29.339,tenth
8.1405,8.7292,ninth
2.167,8.4108,eleventh
3.2973,11.549,eleventh
3.842,15.979,tenth
5.9102,26.015,twelfth
7.8346,14.465,twelfth
8.0326,29.649,ninth
5.4891,21.731,ninth
9.3033,15.139,ninth
9.1486,16.464,tenth
9.3696,6.3613,tenth
0.015241,16.214,twelfth
0.066857,13.04,tenth
7.5084,17.387,ninth
7.4125,6.9752,ninth
6.7193,20.801,tenth
2.3965,15.596,ninth
4.3296,2.2124,tenth
1.7707,29.596,ninth
2.3599,26.004,tenth
7.7219,20.62,tenth
0.507,24.558,twelfth
1.4123,4.2918,eleventh
8.7963,10.39,tenth
2.6397,9.2286,twelfth
5.6694,6.7606,twelfth
2.3641,23.134,ninth
5.4686,3.6681,tenth
3.5535,12.334,eleventh
2.6946,6.5464,twelfth
3.9264,9.2488,eleventh
3.3082,8.0756,eleventh
1.0009,1.9281,twelfth
3.6872,9.5246,ninth
8.7443,18.586,tenth
2.4046,17.284,twelfth
4.5747,12.503,eleventh
7.312,5.5409,eleventh
1.3946,20.962,tenth
5.9875,11.255,ninth
1.6201,8.3144,eleventh
4.6006,8.4637,twelfth
5.2547,29.056,ninth
1.5309,27.539,tenth
0.058848,19.642,ninth
6.4673,14.119,tenth
0.81657,29.033,tenth
7.7956,12.157,twelfth
9.4549,14.489,eleventh
5.6643,7.2934,ninth
0.52007,12.926,ninth
5.1215,24.887,tenth
4.8792,5.0883,tenth
5.6086,8.6473,eleventh
1.6473,13.683,twelfth
4.7192,15.639,twelfth
9.8254,15.514,ninth
1.0221,18.948,ninth
1.7241,1.4019,tenth
1.4859,17.261,ninth
6.9693,23.069,tenth
1.9543,9.2032,tenth
2.574,21.478,twelfth
8.3809,2.9001,ninth
0.68854,1.7746,tenth
7.3746,13.282,tenth
6.3236,26.154,ninth
9.788,10.52,eleventh
9.0974,5.0932,tenth
4.5851,7.7217,ninth
3.16,13.024,eleventh
9.2505,28.395,ninth
1.9609,22.713,tenth
3.1858,8.2172,eleventh
5.7947,12.876,ninth
5.2977,19.271,ninth
3.8368,24.578,tenth
9.2472,7.9775,eleventh
3.7365,20.051,tenth
6.142,5.6874,eleventh
4.6447,22.426,twelfth
1.1285,15.813,ninth
1.3774,13.42,eleventh
6.4222,1.7253,eleventh
2.4193,13.915,tenth
6.5862,17.315,tenth
9.3245,6.2687,eleventh
3.9422,15.542,ninth
4.5699,1.1861,tenth
5.5101,0.8547,ninth
7.5816,8.7238,eleventh
3.4133,4.801,eleventh
5.8077,7.2416,twelfth
8.5529,1.4499,eleventh
1.3438,15.36,tenth
1.9801,29.734,twelfth
8.6226,6.5033,eleventh
9.127,9.5135,twelfth
5.1859,12.433,ninth
2.8542,9.6592,eleventh
9.0183,3.1501,tenth
2.8369,17.559,ninth
0.0076041,4.5725,eleventh
3.2585,17.483,twelfth
1.6376,2.7649,twelfth
1.3288,29.874,twelfth
2.1599,22.756,tenth
7.5059,3.3343,ninth
6.6329,7.0046,eleventh
1.0288,3.9337,eleventh
4.6524,24.303,ninth
0.84785,1.6008,eleventh
6.8725,7.2748,ninth
5.2983,9.1109,eleventh
1.9206,7.7789,ninth
3.4378,13.029,twelfth
7.2424,8.6413,twelfth
9.9813,1.7099,twelfth
1.996,9.1651,eleventh
5.3085,1.2592,ninth
0.71434,6.555,eleventh
3.5568,18.32,ninth
9.6301,24.677,tenth
3.9701,0.098382,eleventh
7.6925,6.9443,eleventh
8.8637,1.8551,ninth
3.2091,12.311,twelfth
0.021706,7.2725,eleventh
2.1576,10.311,eleventh
2.3843,1.6138,eleventh
5.9939,28.566,tenth
5.5097,1.8382,twelfth
6.6483,22.415,ninth
6.473,14.494,eleventh
8.6048,6.8377,twelfth
0.79795,4.7924,tenth
5.4525,8.7057,ninth
7.3018,11.846,tenth
0.34225,11.201,ninth
6.4428,5.5383,eleventh
7.3053,26.71,ninth
3.9372,7.5089,eleventh
1.9892,3.2993,eleventh
2.6234,11.768,ninth
3.2356,14.382,ninth
2.5377,12.409,tenth
9.9645,7.8642,ninth
7.2016,29.092,ninth
0.093685,15.678,tenth
4.1341,6.7644,twelfth
7.5074,16.866,tenth
4.8088,3.3189,eleventh
3.517,6.2373,eleventh
5.1918,23.397,tenth
3.9157,4.8577,twelfth
8.9408,28.719,ninth
9.5359,17.174,ninth
8.4443,27.059,tenth
5.471,12.788,eleventh
2.4334,21.618,tenth
4.9819,14.795,ninth
8.2742,1.3146,eleventh
4.5383,1.9517,twelfth
5.255,25.457,twelfth
7.7324,27.34,ninth
4.1683,14.353,tenth
2.9612,24.661,ninth
5.6095,7.6093,tenth
0.34467,5.1356,ninth
7.8858,19.314,twelfth
1.1203,3.8188,twelfth
0.95168,14.718,twelfth
1.8458,4.3369,ninth
6.5999,2.4426,tenth
7.0738,5.6267,eleventh
5.3845,6.6585,twelfth
5.9883,27.474,ninth
5.2518,13.483,tenth
1.8624,25.648,twelfth
3.8758,20.959,twelfth
0.45546,6.9831,ninth
5.2057,10.483,ninth
8.1958,1.6887,eleventh
4.1591,28.783,twelfth
1.1189,20.219,ninth
8.5579,3.6268,eleventh
9.0483,2.3509,ninth
0.24339,2.187,eleventh
7.2521,8.0272,eleventh
7.888,0.51168,eleventh
5.9541,13.034,eleventh
2.4712,2.4093,eleventh
2.9455,24.022,tenth
6.0557,19.316,ninth
2.527,8.9442,twelfth
9.2348,12.843,eleventh
6.8531,17.042,ninth
2.6526,2.8366,ninth
9.8215,21.015,ninth
3.8481,18.155,tenth
5.4186,4.4824,eleventh
5.5684,1.5149,tenth
4.98,17.148,tenth
7.3764,23.904,ninth
4.8242,28.381,ninth
5.3757,8.0065,ninth
9.0263,0.64942,twelfth
3.0437,28.242,twelfth
4.8279,11.31,tenth
9.4723,13.939,eleventh
8.7506,16.088,twelfth
1.0467,19.882,tenth
9.8655,6.0353,tenth
9.5506,8.3347,twelfth
5.338,10.781,twelfth
1.3238,13.814,tenth
8.1871,12.555,ninth
2.4678,1.0466,eleventh
8.0096,28.69,ninth
8.61,16.54,twelfth
0.70826,29.391,ninth
5.7673,23.395,ninth
1.8546,21.242,twelfth
1.2106,22.29,tenth
3.87,4.8882,eleventh
3.8288,2.2576,eleventh
4.9251,16.291,ninth
8.5924,25.303,tenth
9.1688,3.589,ninth
8.9474,0.861,tenth
8.7007,14.243,tenth
1.836,2.1103,ninth
5.7953,18.801,tenth
6.2289,22.85,twelfth
0.13212,1.3195,tenth
1.955,3.9933,ninth
4.5528,26.961,ninth
3.467,15.91,twelfth
1.0326,5.6904,eleventh
7.1657,1.5004,eleventh
9.6061,15.934,ninth
7.3805,4.7553,eleventh
2.1204,26.449,ninth
5.4546,19.422,twelfth
9.8113,12.007,ninth
6.108,11.02,ninth
3.9165,2.3712,twelfth
4.52,22.976,ninth
6.6724,12.295,tenth
2.5515,2.2748,eleventh
0.96316,0.02079,eleventh
3.0414,22.091,tenth
8.0848,22.576,tenth
1.377,12.27,twelfth
5.9742,11.535,eleventh
5,14.819,ninth
7.296,10.109,ninth
2.303,23.923,ninth
2.4186,14.503,ninth
7.4427,20.242,tenth
9.7399,29.258,ninth
9.6468,7.0632,tenth
8.5556,2.8752,ninth
0.90652,7.311,eleventh
7.1398,3.3526,ninth
8.5014,7.8143,twelfth
6.0247,5.0133,eleventh
9.6938,11.334,tenth
8.7029,5.6736,ninth
6.8468,13.527,twelfth
5.5662,2.7661,eleventh
9.1242,10.656,eleventh
6.9883,18.159,ninth
1.6136,1.0947,twelfth
8.8253,8.4145,eleventh
4.0548,25.709,tenth
4.3921,6.4772,twelfth
4.0433,11.281,ninth
3.2262,11.839,ninth
8.6927,15.833,ninth
3.7327,20.94,tenth
2.5748,7.6552,ninth
3.5845,1.8702,twelfth
1.6548,23.134,ninth
2.3712,22.243,ninth
0.1537,6.3508,twelfth
4.8297,10.076,eleventh
8.2415,24.096,tenth
1.2282,15.322,twelfth
3.2358,11.647,eleventh
1.1473,4.0163,eleventh
6.4425,11.578,eleventh
1.18,8.7984,tenth
6.2884,17.059,tenth
5.2376,25.49,twelfth
9.4776,13.64,eleventh
5.1956,18.1,ninth
9.191,15.025,ninth
1.6988,21.016,twelfth
8.1438,0.46318,tenth
5.7739,27.467,tenth
9.5091,28.605,ninth
7.0181,3.5601,twelfth
6.5807,3.6114,twelfth
9.7153,9.8145,twelfth
6.0381,11.685,tenth
1.4324,27.395,twelfth
2.7062,18.05,ninth
7.4757,1.5796,tenth
4.5537,23.871,tenth
9.7423,28.612,twelfth
0.061859,20.456,tenth
1.3294,22.879,tenth
8.7657,16.428,ninth
1.7837,29.186,tenth
9.5378,17.142,ninth
0.10754,12.173,eleventh
4.6062,22.58,twelfth
6.9583,4.3925,eleventh
6.3224,0.39209,eleventh
3.135,7.3559,eleventh
1.1414,11.005,eleventh
2.7242,6.208,tenth
2.3936,15.296,tenth
6.9323,8.9695,tenth
2.6703,8.7204,tenth
7.2336,20.681,ninth
3.6171,14.225,tenth
4.2334,1.6521,eleventh
9.1163,28.994,twelfth
2.1147,17.632,tenth
8.3558,4.7038,eleventh
3.7107,24.593,twelfth
7.3019,1.3532,eleventh
6.2185,10.459,tenth
0.8765,26.032,twelfth
6.1339,13.783,tenth
6.9606,28.777,ninth
9.8086,11.158,eleventh
5.9294,24.153,ninth
1.1746,19.773,tenth
9.8104,25.21,ninth
3.4043,16.918,twelfth
4.9112,2.3267,eleventh
4.7058,3.3093,ninth
5.6897,11.286,eleventh
7.7095,24,tenth
4.6106,0.41595,twelfth
5.3731,5.7329,tenth
1.0356,2.576,tenth
1.8988,22.516,tenth
2.1714,16.52,twelfth
5.1357,26.368,ninth
5.3383,4.7935,ninth
3.4539,27.301,tenth
3.5695,0.1232,ninth
6.7126,9.4695,eleventh
8.5433,2.1516,eleventh
6.5315,0.28479,ninth
5.5351,21.183,tenth
4.8212,14.173,eleventh
2.4585,4.1865,twelfth
8.7554,27.988,twelfth
4.7021,25.548,twelfth
3.1719,28.279,twelfth
3.9598,2.6156,eleventh
3.5099,9.467,eleventh
6.6978,29.47,twelfth
8.5933,27.981,twelfth
9.3212,5.699,ninth
8.1471,16.652,ninth
0.5461,5.7324,eleventh
6.6123,18.105,tenth
6.0687,28.767,tenth
6.1117,11.406,eleventh
4.2099,21.654,tenth
2.6194,2.4065,twelfth
5.7322,14.704,ninth
9.8689,28.183,tenth
3.5436,9.2801,eleventh
0.17796,23.447,tenth
2.0668,24.205,twelfth
9.5614,2.3468,ninth
1.7356,28.377,ninth
8.4912,8.9192,eleventh
1.7312,3.1236,twelfth
3.2597,6.1117,ninth
8.198,22.017,tenth
3.5459,27.067,twelfth
2.1936,6.6469,eleventh
1.6766,8.9175,ninth
4.7324,21.806,twelfth
0.70492,11.969,ninth
0.19535,24.912,ninth
0.42682,19.432,tenth
0.34947,28.736,twelfth
8.7462,1.1865,eleventh
7.7126,18.971,ninth
1.6066,28.773,ninth
8.9282,2.4205,eleventh
6.9308,19.133,ninth
0.71181,26.672,tenth
3.0912,2.8083,eleventh
3.2215,11.635,ninth
3.7021,8.6787,tenth
2.4042,15.899,twelfth
9.5288,7.8599,ninth
2.6704,10.51,eleventh
8.7079,18.352,twelfth
4.4393,8.965,tenth
7.2391,19.217,twelfth
0.38978,10.019,eleventh
5.1355,28.493,tenth
0.30209,4.721,tenth
8.602,17.715,tenth
0.014942,26.302,tenth
9.276,7.8569,eleventh
8.3815,4.2792,ninth
3.384,5.7404,eleventh
5.3328,29.419,ninth
7.1153,5.8206,eleventh
9.1608,23.602,tenth
7.1305,13.884,eleventh
3.0396,7.921,twelfth
8.3034,29.283,twelfth
1.5056,28.361,twelfth
2.3449,27.092,tenth
3.2346,12.249,tenth
4.4237,25.304,ninth
1.004,1.4053,eleventh
2.0536,19.165,twelfth
4.132,24.244,twelfth
0.12053,26.679,twelfth
0.35955,2.3255,twelfth
5.9001,5.5636,eleventh
9.9609,1.2448,twelfth
1.1278,11.245,tenth
0.080712,5.5734,ninth
0.060671,9.1102,eleventh
4.2888,19.376,tenth
9.6297,12.576,tenth
0.13297,5.6196,eleventh
8.0359,26.214,twelfth
0.56523,3.9448,eleventh
8.383,5.5899,tenth
1.6041,6.3678,ninth
1.574,24.477,twelfth
2.7374,9.793,eleventh
1.5164,28.627,twelfth
7.8991,19.359,ninth
8.7194,21.649,tenth
9.4489,13.369,eleventh
7.2561,7.7576,tenth
0.42408,14.819,twelfth
0.96979,17.363,twelfth
9.9213,3.222,eleventh
5.6223,24.876,ninth
4.3766,17.647,tenth
9.8102,13.564,twelfth
7.0756,14.882,twelfth
3.3311,4.9553,twelfth
4.1614,18.653,twelfth
2.2934,12.931,eleventh
9.541,24.1,twelfth
6.7122,16.926,twelfth
1.5953,24.024,tenth
9.8802,19.662,ninth
8.8236,6.4766,twelfth
2.557,3.4559,ninth
8.7024,15.002,tenth
9.6162,0.1435,ninth
8.8077,10.057,eleventh
8.2384,18.057,tenth
3.8998,5.9805,eleventh
0.72467,12.711,eleventh
1.5679,6.6268,tenth
9.3916,5.5338,ninth
5.3493,6.9733,eleventh
3.6762,19.248,ninth
6.4353,8.219,twelfth
0.098566,14.578,tenth
8.4475,14.198,twelfth
3.0096,7.6042,tenth
3.39,1.6952,tenth
0.90627,17.899,tenth
4.3424,20.914,twelfth
9.1617,9.7274,tenth
6.3607,7.2513,eleventh
5.4521,25.537,twelfth
0.66302,5.143,eleventh
8.8519,13.044,eleventh
7.2863,29.774,twelfth
5.8351,6.7428,eleventh
6.4567,10.183,twelfth
2.2221,21.656,twelfth
2.8229,16.936,twelfth
0.027592,6.4319,ninth
5.1438,9.1122,twelfth
6.6218,9.2579,tenth
1.3193,10.884,twelfth
1.8138,12.267,eleventh
1.5733,0.21702,eleventh
3.9973,26.016,twelfth
8.8509,2.3344,ninth
0.70583,29.291,ninth
2.0984,4.4029,eleventh
2.2622,4.5692,twelfth
1.5659,23.527,twelfth
3.856,15.509,tenth
6.5027,16.548,ninth
8.0402,14.7,tenth
2.6406,13.018,tenth
1.6953,12.478,eleventh
8.2317,16.804,ninth
9.9049,12.5,tenth
1.8836,16.67,twelfth
9.2866,4.0209,tenth
2.6749,17.775,tenth
9.2614,25.87,ninth
5.6474,26.763,twelfth
0.87581,5.2695,twelfth
3.9469,4.7819,tenth
0.48244,8.2539,eleventh
4.3199,1.3451,twelfth
5.3808,28.781,tenth
9.2542,13.522,ninth
5.7229,18.398,twelfth
7.3834,7.7114,eleventh
2.4403,28.577,ninth
4.3543,22.839,twelfth
7.9055,21.985,twelfth
6.0163,0.64094,twelfth
0.019753,7.8906,eleventh
9.7761,3.4997,eleventh
5.7953,11.007,tenth
9.1673,28.804,twelfth
7.7985,13.305,ninth
6.6313,24.004,ninth
4.904,15.41,tenth
2.05,6.8934,tenth
3.0119,14.304,eleventh
8.9328,18.692,tenth
6.619,17.225,tenth
2.8507,12.988,eleventh
4.635,7.4041,eleventh
2.8295,3.9072,ninth
2.2848,8.0799,twelfth
7.2465,10.548,tenth
2.2807,26.898,tenth
9.6849,29.435,tenth
4.8405,19.795,tenth
6.9509,24.684,tenth
4.8679,23.697,tenth
3.8418,26.043,tenth
7.7457,1.6325,ninth
5.4099,5.0756,eleventh
0.59642,3.3178,ninth
3.6209,13.636,tenth
7.7331,13.111,twelfth
9.9063,13.807,ninth
1.3918,2.95,eleventh
2.9433,3.5851,tenth
0.76365,23.503,ninth
3.0531,5.299,twelfth
4.5169,6.1593,eleventh
7.8861,22.477,tenth
2.359,26.68,twelfth
1.9241,6.4113,eleventh
0.67345,23.617,tenth
8.7851,7.0916,eleventh
6.0851,5.6754,twelfth
7.7105,27.329,tenth
5.3807,28.425,ninth
3.8918,29.747,twelfth
4.7759,10.536,tenth
6.56,9.6155,eleventh
2.7213,27.867,twelfth
7.9598,5.6195,ninth
6.0645,13.229,twelfth
4.4762,5.3783,ninth
3.4337,15.549,ninth
3.963,10.062,eleventh
2.1236,21.086,twelfth
4.7595,26.262,twelfth
7.7841,12.156,ninth
5.2013,7.4846,eleventh
0.89703,22.375,ninth
0.32379,13.381,tenth
5.012,23.531,ninth
2.1937,20.995,tenth
5.9879,3.9751,twelfth
0.61355,22.184,twelfth
3.4043,21.872,ninth
7.3105,29.011,twelfth
4.7276,8.4342,eleventh
2.604,1.4368,eleventh
5.9805,8.6316,tenth
6.3811,15.639,ninth
2.663,14.071,ninth
1.507,29.193,twelfth
8.8013,13.488,tenth
6.331,10.778,tenth
4.8756,12.769,tenth
7.2807,14.642,twelfth
0.42527,12.571,tenth
4.9136,1.1933,tenth
5.6395,0.87879,ninth
2.3359,3.8628,eleventh
4.7884,5.9018,eleventh
0.0036363,24.615,ninth
3.758,29.198,ninth
7.6809,18.047,ninth
8.7975,0.39382,ninth
5.2314,10.53,ninth
2.8586,3.364,eleventh
8.1223,23.461,tenth
5.9404,20.063,tenth
6.4091,14.419,twelfth
9.7543,28.394,tenth
6.4268,24.671,twelfth
8.6634,25.294,ninth
2.6713,7.2483,tenth
1.963,12.102,eleventh
1.1209,16.559,twelfth
9.1775,1.7281,tenth
6.4337,20.785,twelfth
2.691,11.189,twelfth
0.41818,13.751,tenth
2.3848,28.403,twelfth
1.3807,8.9319,eleventh
5.361,13.769,twelfth
9.9221,2.9029,twelfth
1.9166,20.941,tenth
3.0011,8.972,tenth
6.8083,0.85532,twelfth
3.8189,21.392,tenth
3.747,2.5259,eleventh
3.0725,24.257,ninth
6.6965,7.9802,twelfth
6.4745,12.861,tenth
1.2772,6.563,twelfth
7.6078,14.788,ninth
1.2295,19.966,twelfth
4.9046,28.416,twelfth
1.6276,23.942,tenth
5.6103,13.077,eleventh
1.672,3.8521,tenth
8.4652,18.632,tenth
8.0216,10.494,eleventh
5.9071,26.95,twelfth
6.5574,3.0167,twelfth
6.2886,10.866,tenth
6.5288,26.667,ninth
3.8671,2.6942,twelfth
9.6464,18.74,twelfth
8.397,5.7357,eleventh
1.8646,7.1186,eleventh
2.9089,7.9821,eleventh
1.0935,29.804,tenth
4.5242,12.938,twelfth
8.7791,3.8727,eleventh
2.8607,21.109,twelfth
0.31578,12.823,ninth
7.0273,19.905,twelfth
6.8104,26.895,ninth
0.59153,10.804,ninth
1.1408,8.4406,ninth
3.3868,24.816,tenth
4.3659,10.351,eleventh
8.2931,0.80859,twelfth
7.3295,12.444,ninth
8.1982,9.6327,ninth
0.1562,3.4203,eleventh
1.2732,20.955,twelfth
9.5093,26.055,tenth
0.099396,7.1311,ninth
3.3941,14.018,twelfth
5.3516,25.57,twelfth
2.4202,11.279,ninth
1.5389,21.824,twelfth
2.9208,11.977,eleventh
7.6431,27.483,tenth
0.78655,7.1516,tenth
3.0725,0.29924,tenth
8.9593,12.744,eleventh
2.9493,22.909,twelfth
0.24736,10.948,eleventh
2.7154,10.682,ninth
1.9787,7.9566,twelfth
9.1965,3.5179,eleventh
9.3559,1.0036,twelfth
7.9447,14.461,tenth
3.2723,12.335,tenth
1.6253,24.401,twelfth
4.9618,2.0481,eleventh
5.3658,1.7007,eleventh
0.67497,17.928,ninth
6.1466,11.806,eleventh
6.4003,28.786,tenth
0.92475,1.5445,ninth
8.9363,9.8893,eleventh
8.1721,4.9132,eleventh
9.2513,3.7638,twelfth
5.5477,2.8584,tenth
2.6397,23.763,tenth
3.7638,1.5101,ninth
9.2264,19.805,tenth
1.1969,10.004,twelfth
6.2077,7.4321,ninth
8.9694,23.996,tenth
4.6071,21.803,ninth
6.1539,26.087,twelfth
1.8611,12,tenth
7.9432,19.676,twelfth
9.0437,25.544,twelfth
6.5045,2.5623,tenth
5.1091,5.2346,twelfth
5.7734,6.6254,twelfth
0.76462,10.087,eleventh
2.5661,19.206,ninth
5.6349,8.5438,tenth
9.7339,1.3484,eleventh
1.8235,4.335,ninth
6.8787,19.565,ninth
9.652,10.12,twelfth
8.4503,2.9184,tenth
6.6753,23.574,tenth
2.6776,14.947,tenth
9.193,12.47,tenth
8.8467,0.76342,eleventh
4.449,12.358,eleventh
6.7048,10.435,tenth
0.58372,12.026,eleventh
0.64735,6.4967,tenth
5.9737,3.6282,twelfth
0.5872,6.0063,tenth
9.7231,8.8748,eleventh
5.3781,2.0252,eleventh
9.1761,25.86,twelfth
3.1053,10.062,twelfth
4.8685,10.343,tenth
9.3363,3.0378,eleventh
2.2824,10.49,tenth
6.1941,8.3364,tenth
1.405,8.5157,ninth
4.605,23.259,ninth
3.032,26.329,ninth
2.8082,3.337,eleventh
6.0535,6.9712,tenth
4.1178,8.3945,twelfth
0.47663,13.676,eleventh
6.4378,13.087,eleventh
3.14,5.4872,ninth
7.0585,1.6817,eleventh
6.0133,3.5901,eleventh
8.5763,29.025,twelfth
2.4073,17.449,twelfth
1.8534,13.302,ninth
0.26204,6.4031,eleventh
7.2827,2.7934,ninth
5.9206,1.3075,eleventh
7.6248,4.9987,eleventh
8.843,21.13,twelfth
2.842,28.419,ninth
3.5685,7.6415,eleventh
2.8496,9.3427,ninth
2.2579,3.3313,eleventh
9.2013,5.4687,ninth
3.1144,25.466,ninth
5.4351,16.619,ninth
6.2035,6.1751,eleventh
2.7367,4.0707,twelfth
1.5107,12.414,eleventh
7.0633,1.5987,eleventh
5.8571,4.7559,ninth
4.8904,20.588,ninth
9.0712,3.8483,eleventh
0.69327,28.54,twelfth
3.5007,6.2551,eleventh
1.7134,6.1181,eleventh
4.7905,4.8588,tenth
4.2727,28.224,twelfth
1.9465,22.1,tenth
7.587,6.6145,tenth
5.5603,3.2646,ninth
9.3003,26.773,ninth
1.7421,4.0902,eleventh
8.2805,22.955,ninth
0.95033,11.594,eleventh
5.3059,2.0215,twelfth
5.3675,2.9231,ninth
6.3683,2.2457,twelfth
4.8132,15.637,twelfth
3.1857,9.0577,eleventh
6.9722,8.6369,ninth
8.4822,21.454,tenth
4.3484,3.9292,eleventh
9.2934,1.1458,ninth
9.2902,3.6928,tenth
0.99996,2.4129,ninth
1.1049,15.223,twelfth
9.5651,1.0182,twelfth
7.1841,2.0466,tenth
9.41,24.46,tenth
4.1135,2.5676,ninth
7.2686,3.4058,eleventh
0.52087,19.195,tenth
1.5742,1.6119,ninth
0.79344,15.095,tenth
7.3883,0.99261,ninth
0.53773,9.773,tenth
9.9921,19.809,ninth
1.8945,12.601,tenth
6.0894,8.1643,twelfth
1.9399,17.928,ninth
9.522,7.1505,twelfth
