age,income,region
3.06755,13.1924,North
6.86684,19.26,North
8.35274,16.6069,North
5.87665,12.3564,North
5.6352,13.8531,North
2.91551,20.907,North
1.50982,15.055,North
9.10868,14.8786,North
9.13895,13.2989,North
6.6128,16.8766,North
3.83383,13.3939,North
3.93004,22.3606,North
7.49028,20.065,North
9.10769,19.1657,North
9.01297,13.937,North
7.99982,12.6576,North
6.6972,17.6878,North
1.42512,13.1996,North
2.1574,14.2888,North
9.12133,12.0805,North
6.36076,15.3111,North
0.716912,24.4582,North
1.58891,23.1773,North
6.9001,15.4397,North
0.677832,19.3525,North
2.14963,25.5863,North
5.81554,15.2541,North
7.1684,13.0426,North
6.79103,12.2679,North
2.74934,21.5325,North
7.36009,18.4988,North
2.87201,15.3846,North
3.70502,13.2806,North
7.68434,16.8243,North
6.76903,16.9702,North
8.65516,12.1725,North
6.84444,19.7741,North
6.00052,12.0409,North
1.51523,18.5934,North
4.10491,21.64,North
3.13616,17.0825,North
2.9357,20.195,North
9.82495,12.8632,North
4.34477,14.2688,North
9.05984,17.5515,North
6.59426,14.237,North
8.14097,17.2835,North
5.37992,13.9316,North
6.08174,12.5895,North
5.2843,13.2902,North
2.47505,20.5546,North
7.45717,12.4826,North
3.2833,22.7257,North
0.859786,21.2354,North
6.72971,19.1235,North
2.3037,15.7181,North
9.51733,16.7697,North
9.64463,16.2374,North
9.27547,16.1585,North
4.128,20.9242,North
0.776065,23.331,North
9.40261,13.6268,North
4.67634,13.683,North
9.76489,12.1319,North
9.73621,18.7336,North
8.69094,14.7205,North
3.41255,21.0546,North
4.26917,16.0763,North
8.67324,12.3467,North
3.62491,12.5435,North
2.23171,21.5993,North
5.89177,15.5615,North
9.47666,12.6585,North
7.20748,15.3634,North
6.01708,12.1218,North
1.54831,20.9452,North
6.44182,14.0635,North
9.986,16.3388,North
1.95379,17.1663,North
5.52822,15.1105,North
8.92117,11.9081,North
7.63026,12.3626,North
7.2168,13.3845,North
7.26847,13.7448,North
4.02719,18.6968,North
3.40445,15.9032,North
8.27846,15.8619,North
8.28557,17.415,North
8.82383,16.635,North
9.26012,13.1256,North
5.46218,15.3071,North
5.36933,13.0106,North
8.17388,11.9388,North
6.77216,20.7351,North
7.26359,12.4954,North
8.15024,14.0905,North
9.04055,15.1918,North
3.82405,20.3665,North
4.17926,17.7333,North
1.51813,14.6126,North
6.09475,12.9381,North
0.969654,20.7071,North
5.0299,12.0256,North
5.758,14.2294,North
3.33781,12.8609,North
6.21337,12.9766,North
0.918227,18.8771,North
0.98294,16.2942,North
8.40358,14.5882,North
4.0338,19.0292,North
1.83072,24.0322,North
5.5652,12.1882,North
7.90644,13.2524,North
2.66951,14.7015,North
6.51631,16.4685,North
1.43653,23.7034,North
1.11839,14.041,North
5.6513,21.8583,North
5.739,13.299,North
6.65371,15.2411,North
7.49156,17.9635,North
9.85181,16.4254,North
5.50904,18.9756,North
3.68194,21.6062,North
8.14451,11.9988,North
3.18936,22.6196,North
4.77828,12.7932,North
1.37141,23.2312,North
0.869564,22.0471,North
9.72703,14.8531,North
8.53001,13.8235,North
7.20696,17.2725,North
4.4946,16.7053,North
2.26763,21.5762,North
2.10833,13.7827,North
2.99479,13.4151,North
5.82019,12.917,North
7.38293,12.4853,North
6.86886,20.3194,North
3.27538,16.1963,North
9.65347,17.5635,North
7.60313,12.4026,North
5.86865,13.2484,North
6.41076,18.1899,North
4.59522,19.685,North
2.97106,19.8192,North
3.99394,17.3794,North
7.79165,16.299,North
0.766019,17.4913,North
1.72688,25.6087,North
1.06473,25.134,North
1.01489,22.4178,North
8.7141,11.9271,North
7.27957,16.7574,North
5.11094,12.214,North
1.55453,14.5478,North
5.27578,13.4326,North
5.10431,16.1724,North
2.26675,23.3802,North
4.7299,19.3291,North
4.39586,19.893,North
6.44978,15.8301,North
6.63163,13.9699,North
1.05812,18.6479,North
4.17008,23.6159,North
6.54438,12.9531,North
5.38464,21.5039,North
8.72383,14.5848,North
6.85465,14.3168,North
2.16973,22.2451,North
1.29688,18.7808,North
6.70086,18.638,North
0.880532,24.1639,North
6.16558,14.9379,North
9.51517,12.8041,North
6.06823,18.5582,North
4.29821,22.597,North
6.70907,12.3121,North
4.96049,16.845,North
5.78608,17.1523,North
9.52685,14.7392,North
4.27867,12.7568,North
9.71326,14.8444,North
9.18557,17.2934,North
2.48023,13.9001,North
1.28546,17.7134,North
1.58236,24.427,North
0.802196,17.1192,North
1.52249,25.5388,North
7.08442,14.1035,North
1.30273,15.3168,North
3.64432,22.0119,North
8.61407,13.7195,North
0.849919,22.1883,North
8.32673,12.2363,North
3.29353,19.7573,North
1.74666,15.5302,North
7.21417,13.4507,North
6.5735,22.7135,North
8.92211,12.6086,North
7.57642,16.4248,North
8.22289,12.2228,North
3.29522,22.2614,North
2.30681,15.0793,North
7.72331,19.9023,North
8.25458,13.0071,North
9.99028,12.0631,North
4.52923,12.0792,North
4.14557,14.2569,North
7.9671,14.0362,North
3.8506,16.2446,North
9.42565,16.499,North
8.742,13.4585,North
4.684,14.1584,North
7.72573,14.298,North
7.76044,17.595,North
1.60452,15.3642,North
9.15912,13.1346,North
5.40463,12.3928,North
8.44002,17.4034,North
3.65447,18.2378,North
9.0927,15.1688,North
4.30795,22.1285,North
0.732416,24.2916,North
9.18586,13.9203,North
1.49266,24.3648,North
3.64751,15.0425,North
9.60809,12.78,North
9.61324,12.1053,North
6.04898,12.1737,North
6.60086,15.5331,North
4.86781,21.7582,North
3.40084,12.8234,North
3.73588,14.4736,North
6.9853,14.8861,North
7.73994,17.0086,North
8.11042,12.3647,North
8.09189,14.2092,North
1.4919,14.7099,North
5.30227,12.1985,North
1.17393,26.6398,North
5.82305,22.054,North
4.80246,13.3084,North
9.0188,18.6002,North
3.94615,18.5772,North
1.73628,22.8748,North
1.98127,18.5151,North
7.82628,15.0523,North
6.47216,16.0414,North
1.58561,22.1576,North
1.42481,16.454,North
7.25416,12.9635,North
1.31761,17.4307,North
8.39658,16.3647,North
7.30399,11.9011,North
1.39874,22.5849,North
1.43172,26.2652,North
9.95375,13.2651,North
4.16686,19.7647,North
4.13257,17.733,North
8.31096,17.9572,North
9.5815,12.3032,North
9.94771,14.3717,North
7.74942,17.577,North
4.18565,22.0685,North
1.41908,21.9953,North
7.97404,13.4509,North
5.90692,17.065,North
4.6389,19.8693,North
9.19505,13.9477,North
1.68082,14.4266,North
5.2853,20.8099,North
0.737292,23.2946,North
5.05884,19.4478,North
1.16207,15.7856,North
1.75283,20.9458,North
1.74062,17.9306,North
6.76504,16.189,North
7.68012,12.1136,North
6.14284,17.3943,North
9.72253,17.9957,North
4.17253,12.6024,North
3.32998,24.2098,North
8.83826,12.5903,North
2.74298,23.0904,North
9.73246,15.9244,North
0.744859,22.4242,North
9.79536,14.1612,North
1.03786,22.3812,North
9.0513,12.1576,North
5.61678,15.6147,North
10.0135,15.0923,North
1.32738,23.7678,North
5.86392,18.611,North
9.78991,16.451,North
5.57328,14.7833,North
6.57781,19.334,North
7.20482,12.1286,North
4.92541,18.1566,North
6.56042,11.8274,North
6.15178,14.0326,North
9.14594,12.9348,North
1.05947,19.1384,North
3.28511,19.2116,North
9.61139,12.3984,North
9.043,12.2223,North
4.93596,13.4438,North
6.49025,14.0987,North
3.25126,14.6242,North
2.40774,15.108,North
5.01194,17.9449,North
3.96918,19.6194,North
6.14555,16.8527,North
1.36459,19.7671,North
9.83803,12.1451,North
9.94969,15.7809,North
7.22762,14.4781,North
5.69611,15.6782,North
3.55504,12.3554,North
8.32037,12.6899,North
7.10071,13.1478,North
2.16673,18.8507,North
9.23826,14.0551,North
8.40298,14.2275,North
9.6056,14.486,North
7.48805,17.4404,North
6.42677,19.3501,North
4.58239,19.5622,North
9.44429,18.1498,North
8.8143,12.925,North
1.05732,15.0218,North
0.879168,14.7887,North
4.18758,20.2738,North
8.28973,19.0413,North
9.95976,12.5718,North
2.05144,25.2516,North
6.24454,12.635,North
4.22942,22.5759,North
9.7957,12.0766,North
8.58803,13.1968,North
8.55221,13.8692,North
5.05915,14.8649,North
4.55004,14.6249,North
3.2137,15.8533,North
1.16275,23.7029,North
8.80163,14.24,North
8.31192,13.2171,North
10.0773,12.8629,North
10.0482,14.2545,North
5.87882,12.4612,North
7.89694,12.7834,North
9.55804,11.9015,North
8.65916,12.6515,North
2.96744,21.7838,North
4.88765,13.4946,North
1.85056,20.1409,North
9.64578,15.4289,North
6.35836,12.7846,North
2.79067,20.3322,North
6.97757,12.1542,North
6.47131,21.2319,North
4.01464,16.6655,North
1.70312,22.0666,North
6.97637,16.1822,North
5.5469,13.3123,North
7.92841,14.959,North
5.54555,20.7677,North
8.68312,15.4576,North
5.84552,18.746,North
5.93087,21.5624,North
8.91438,13.3143,North
4.44292,14.4827,North
1.89644,20.5996,North
0.901997,19.9281,North
7.76605,17.7345,North
6.49193,19.8629,North
7.28356,13.0702,North
2.64251,15.1478,North
1.91872,23.325,North
0.767447,17.6484,North
3.94306,21.2366,North
6.20472,14.0611,North
4.3367,17.339,North
4.76414,12.2335,North
9.1743,16.245,North
3.92101,17.7989,North
5.4872,17.3081,North
8.03552,13.1144,North
4.37732,20.057,North
6.50872,19.9629,North
8.77933,11.9682,North
9.60296,13.2525,North
2.01984,14.5857,North
9.38626,14.972,North
5.2805,18.0765,North
3.0704,19.0693,North
4.96883,14.26,North
9.89131,12.7607,North
5.28524,17.3261,North
3.7367,17.4464,North
6.61564,20.9526,North
2.89938,15.7094,North
1.3469,21.3643,North
1.84792,17.422,North
1.84003,18.9419,North
2.06548,21.9506,North
1.94191,21.8686,North
6.68627,21.0362,North
2.34877,14.769,North
3.89656,14.3937,North
9.10465,14.4032,North
5.10894,16.9416,North
6.93842,12.3693,North
2.25842,13.2132,North
2.44714,14.2288,North
1.01621,26.137,North
2.22643,15.7888,North
3.26268,16.5098,North
2.30275,15.1427,North
1.46824,17.8501,North
1.77001,14.5048,North
4.98436,16.7662,North
2.57986,15.0107,North
4.07236,21.4634,North
5.38729,12.5454,North
7.15423,15.4706,North
1.0015,25.1054,North
8.18443,16.4815,North
6.56366,16.9384,North
1.40262,17.2569,North
8.88532,13.0325,North
9.33224,13.8329,North
1.20719,25.6631,North
3.24649,20.5621,North
8.24861,15.2461,North
7.70106,16.9041,North
2.37372,18.5126,North
2.60836,14.041,North
4.13096,17.6379,North
5.20874,23.3923,North
6.47251,12.464,North
4.11623,19.8822,North
5.00095,14.9039,North
7.6936,14.7527,North
0.976656,15.674,North
3.01553,17.7342,North
7.37116,17.414,North
9.0897,12.3817,North
5.46535,16.5542,North
5.65847,20.714,North
1.64278,23.6013,North
4.85804,13.6769,North
5.66323,14.7021,North
2.92135,15.1417,North
3.17435,22.8277,North
4.19533,22.7233,North
0.819673,22.5524,North
3.67364,20.8394,North
2.62818,19.3052,North
3.72485,18.8357,North
1.76176,15.3457,North
9.04548,16.0406,North
6.23945,12.3376,North
7.04752,19.0116,North
8.08766,18.569,North
5.34028,18.703,North
1.4514,15.2461,North
5.70565,12.9105,North
6.17564,12.2851,North
7.67441,13.1211,North
4.70918,13.4664,North
1.83563,24.8908,North
3.31169,18.6791,North
4.06112,15.4081,North
6.73392,13.0827,North
6.02386,15.7074,North
3.99511,19.5027,North
9.95257,12.1304,North
6.35458,19.9745,North
2.87179,18.8692,North
1.59185,25.1385,North
2.07452,23.379,North
2.9543,16.8998,North
2.14844,24.0772,North
2.39306,14.4891,North
3.32414,21.4192,North
2.26838,18.4523,North
9.10444,17.2338,North
1.38821,23.7463,North
5.58664,20.7372,North
4.50826,21.6063,North
9.91348,12.5449,North
1.68877,13.576,North
4.38973,16.988,North
9.7915,12.0881,North
8.80904,16.1532,North
8.35133,12.3916,North
3.06718,24.6253,North
2.24489,19.9555,North
6.94868,19.2447,North
9.41261,13.1144,North
5.89141,19.3717,North
6.03174,20.3528,North
3.27581,18.7103,North
7.90171,15.4426,North
2.39756,22.5938,North
3.68876,15.7578,North
4.65037,15.933,North
5.42692,16.4638,North
2.92078,14.7054,North
1.71521,17.555,North
6.40036,11.9308,North
3.35756,12.7127,North
6.1227,12.3018,North
2.08873,24.5928,North
5.17678,18.3294,North
5.66297,20.3838,North
1.11973,19.5082,North
3.81091,14.7549,North
1.90022,19.9271,North
1.2289,20.1726,North
9.98513,12.0939,North
3.67625,17.6001,North
8.28331,12.0567,North
3.03636,20.2481,North
7.0702,16.9227,North
7.81415,12.458,North
6.25879,13.3156,North
5.08639,20.4157,North
4.5219,17.6568,North
3.92681,12.1263,North
9.41405,18.667,North
8.47936,12.0861,North
9.74951,14.6405,North
1.80461,25.4454,North
7.5367,13.1973,North
9.49732,13.1497,North
2.34265,14.8902,North
1.25839,17.0925,North
7.6336,11.9226,North
6.05878,18.5252,North
8.58528,12.9615,North
1.95085,20.1487,North
8.14528,19.9444,North
2.53538,21.2738,North
2.17655,20.1293,North
2.18231,18.0243,North
8.32774,14.4321,North
6.91612,14.9979,North
5.57297,15.7663,North
4.02095,14.0475,North
8.91954,17.4461,North
4.33861,16.348,North
8.34686,12.8225,North
4.77983,16.7894,North
4.19213,17.2722,North
5.00232,20.5729,North
3.47802,20.2022,North
7.6949,16.7769,North
5.3807,12.9846,North
2.8244,18.1067,North
9.13098,13.8912,North
4.25777,12.4609,North
5.76658,12.2022,North
9.19616,16.7465,North
6.52904,12.5901,North
1.73468,19.8412,North
9.51142,13.3076,North
6.56184,11.9393,North
3.79486,17.2798,North
1.94612,25.4253,North
8.13354,17.2394,North
6.48968,21.0738,North
5.67121,16.705,North
9.07728,12.2144,North
8.08224,15.8986,North
2.06333,19.0879,North
3.57577,22.3687,North
2.97822,14.5297,North
7.6603,14.5556,North
0.946882,17.0914,North
6.01546,13.3896,North
7.83523,16.4926,North
8.91544,12.1241,North
3.86267,16.7243,North
8.39088,13.0973,North
1.67546,19.6697,North
8.62897,18.0146,North
1.83476,24.1055,North
4.38437,23.0322,North
8.16444,16.3542,North
2.04672,17.0497,North
2.79642,21.4433,North
7.45529,14.4887,North
7.43435,12.4486,North
6.68885,19.0797,North
7.18781,12.5255,North
5.75874,20.3985,North
3.0095,18.8146,North
3.89683,19.7755,North
2.3461,21.3745,North
9.21486,17.5049,North
6.14305,17.3054,North
4.41804,18.0997,North
4.99596,12.3708,North
9.58183,13.1605,North
2.07917,15.8047,North
6.16987,18.0247,North
5.41064,14.9074,North
6.40824,18.3905,North
0.801142,14.9863,North
8.87158,13.2065,North
9.43852,15.7535,North
5.9705,12.6846,North
7.21336,11.9411,North
9.34762,12.465,North
7.3134,20.4067,North
2.07149,21.0953,North
6.07592,15.0509,North
6.36346,13.4216,North
4.63804,15.1096,North
7.5894,17.6734,North
9.45977,13.2308,North
9.37662,12.4774,North
4.89043,12.3778,North
1.7001,14.1555,North
9.93674,12.9801,North
8.55758,17.4169,North
1.80806,16.5074,North
9.33196,13.2702,North
8.85052,12.7412,North
5.53302,20.3299,North
6.21755,12.4941,North
4.40058,21.3269,North
1.1475,21.5645,North
3.79762,16.1014,North
8.21696,12.7939,North
0.673772,16.7555,North
3.78157,20.039,North
4.3927,21.5574,North
5.70839,17.5023,North
9.32263,12.2029,North
3.90296,12.2328,North
3.90871,23.3022,North
7.59938,17.0973,North
4.90346,13.7743,North
2.75251,24.5426,North
4.90555,17.9861,North
1.9611,20.4902,North
2.29686,21.4734,North
5.33958,19.848,North
4.58885,18.2296,North
9.27529,12.9059,North
4.05462,16.5746,North
6.11656,19.243,North
6.6049,12.9879,North
0.753743,18.0234,North
6.90043,13.7884,North
2.31244,18.4536,North
9.71212,12.6986,North
2.03486,23.8094,North
4.54819,13.4659,North
1.43656,15.8429,North
10.0505,12.793,North
5.37575,20.2986,North
6.25639,17.4361,North
1.26388,17.3003,North
7.71713,17.7132,North
2.61361,24.3267,North
9.11662,18.0206,North
2.56856,22.7642,North
2.432,16.9058,North
0.975395,23.9416,North
5.09104,15.3713,North
5.96774,20.4217,North
1.25095,23.9418,North
7.95874,16.3976,North
4.91358,17.9374,North
5.58548,13.3426,North
4.79521,17.6811,North
4.41721,23.2478,North
5.9186,21.1902,North
2.09702,14.4918,North
2.34922,14.3453,North
8.77387,12.2185,North
9.57079,16.1058,North
4.15777,20.9866,North
3.18853,15.1161,North
6.7158,14.1269,North
4.49254,21.5102,North
0.869902,23.6017,North
2.10564,19.8291,North
7.39594,16.4929,North
6.85684,14.9376,North
0.886057,18.6195,North
2.72764,18.7985,North
2.81365,20.8897,North
6.97939,19.1087,North
0.816264,22.2864,North
1.61383,22.5358,North
8.18921,13.1381,North
2.31725,19.393,North
6.79846,12.9332,North
2.88083,14.5847,North
1.56972,23.7911,North
2.92798,25.3074,North
7.45542,12.9473,North
8.71633,12.815,North
8.47558,16.6702,North
4.38338,14.1603,North
6.9434,15.8694,North
2.5671,21.4562,North
3.40025,18.9502,North
9.10037,13.315,North
0.752868,18.2739,North
1.43806,22.6019,North
2.59452,19.5197,North
0.880729,14.3188,North
2.34456,22.6724,North
6.13974,13.0348,North
4.61246,19.4874,North
9.06575,13.0733,North
8.35484,19.3426,North
3.86017,16.6607,North
3.08155,16.5966,North
4.2181,14.0454,North
6.20828,13.8334,North
3.1632,21.7913,North
6.5282,21.7123,North
4.49894,16.4026,North
5.84684,14.8441,North
4.7514,19.5615,North
3.4127,23.1342,North
9.59288,13.5224,North
7.84608,13.78,North
1.95407,20.3325,North
8.83703,14.9373,North
5.23622,13.2498,North
9.08352,14.6758,North
8.18863,12.7922,North
4.64827,20.2728,North
0.842335,17.0025,North
3.169,18.421,North
5.74844,16.4087,North
6.61637,16.4758,North
3.06704,14.8711,North
1.94692,21.9646,North
8.5201,13.7096,North
9.9326,12.5872,North
5.59777,18.0684,North
2.25236,20.9797,North
3.2033,21.8442,North
0.803792,17.968,North
9.27012,15.1594,North
1.74275,19.6928,North
6.07808,12.0942,North
3.21982,12.9795,North
5.86698,15.1993,North
6.78593,17.4532,North
8.47106,16.6213,North
2.58068,22.0433,North
0.73391,20.6202,North
1.92356,19.4786,North
9.13518,12.5947,North
8.88826,12.7143,North
6.27556,15.6058,North
6.30488,12.3515,North
6.91459,13.0881,North
2.28726,19.5256,North
9.27119,14.971,North
4.58738,25.072,North
4.25066,23.3376,North
5.53378,16.8917,North
1.07383,18.4256,North
2.20138,21.2269,North
7.60441,18.0922,North
1.41245,16.0882,North
6.32978,14.3522,North
2.94854,22.4106,North
4.30884,16.3264,North
3.35815,19.1463,North
3.9911,17.0029,North
7.42499,12.9769,North
3.4378,15.972,North
5.98253,14.1338,North
5.12868,13.5272,North
6.90169,12.917,North
9.48304,16.2632,North
7.55281,12.5801,North
2.66119,19.4652,North
0.92468,18.4882,North
3.1084,23.9726,North
6.25349,14.461,North
1.11597,18.629,North
5.32066,21.0951,North
6.27017,18.821,North
3.7886,14.716,North
7.91512,16.8906,North
1.63735,19.0247,North
1.34005,19.6691,North
7.51139,13.3159,North
5.31239,12.4104,North
7.1354,16.4959,North
4.73912,17.0136,North
2.9585,17.3641,North
8.37052,15.3866,North
8.18448,16.7569,North
7.19488,12.2505,North
3.20177,21.504,North
6.20768,11.8556,North
4.0412,19.4623,North
1.49545,21.307,North
9.29861,18.8686,North
1.92294,16.2335,North
9.60974,12.938,North
4.84476,13.0048,North
5.74156,17.9724,South
7.21126,12.0816,South
7.26528,12.0059,South
2.25251,24.7838,South
5.35607,12.2885,South
4.523,12.6722,South
8.85648,12.328,South
6.5969,16.6927,South
5.66216,13.372,South
1.72048,14.1597,South
6.35328,12.1079,South
1.73758,19.4566,South
3.8166,12.7959,South
1.97986,21.571,South
7.1701,18.3902,South
2.57909,17.0709,South
4.33307,15.1692,South
9.09413,13.1697,South
2.56079,14.2236,South
5.42875,18.7575,South
4.59211,14.2954,South
0.801272,19.1123,South
8.12156,13.3328,South
1.28249,19.4567,South
5.11171,16.6192,South
5.92841,12.7358,South
6.56863,16.6234,South
7.13756,18.3146,South
3.02342,19.1226,South
0.7243,25.421,South
7.46654,13.0672,South
5.69196,13.635,South
8.53132,12.6635,South
8.39212,11.9859,South
8.59943,12.1936,South
5.21414,12.4297,South
3.78278,12.3491,South
8.11022,12.3634,South
4.89473,12.4269,South
2.36353,21.3538,South
8.7095,13.2809,South
8.97019,11.8841,South
5.03663,16.0326,South
1.34537,20.3756,South
4.29496,19.7154,South
8.22343,11.8127,South
9.15176,13.2993,South
2.55282,21.9479,South
1.2629,22.021,South
8.92096,13.2918,South
4.30987,16.5349,South
5.74964,18.9674,South
9.77822,13.3144,South
1.25904,17.6596,South
6.7566,12.5642,South
1.3303,13.8776,South
4.17818,13.6792,South
8.22605,12.0904,South
4.72631,13.2677,South
10.0534,12.9933,South
5.91311,14.7894,South
3.66498,18.3004,South
2.71006,21.9601,South
3.94242,12.4472,South
4.15044,15.2801,South
1.27934,20.5027,South
4.12248,20.1575,South
5.01706,18.0032,South
7.45987,11.914,South
6.83609,15.9098,South
7.32784,12.2,South
0.709037,23.8654,South
2.68696,23.2325,South
6.88291,13.241,South
5.2037,18.1604,South
0.680213,13.8256,South
8.23248,11.8959,South
7.93306,12.3399,South
5.81256,16.6184,South
1.25808,24.3858,South
7.87357,14.012,South
6.14609,12.3013,South
8.01952,13.3381,South
7.73401,17.7482,South
8.21837,12.6644,South
5.52517,21.0311,South
1.95607,13.1784,South
6.97244,16.8679,South
6.49348,12.3827,South
7.64429,11.9852,South
2.23537,18.1279,South
2.47252,19.9649,South
9.04436,12.2896,South
7.7173,12.0032,South
9.21276,13.1172,South
7.79986,16.8614,South
6.27312,12.7295,South
6.81156,13.1786,South
9.03226,12.87,South
6.09972,13.2782,South
6.6061,18.0888,South
2.1087,22.417,South
5.10856,14.7407,South
7.39996,12.6123,South
3.1904,20.4205,South
2.5413,19.3887,South
3.59567,20.6972,South
2.91218,18.1127,South
2.66093,21.4571,South
4.64484,18.4894,South
9.20908,12.7983,South
5.42171,19.9364,South
2.40584,19.6837,South
1.35738,21.0206,South
7.20868,12.7082,South
4.24745,16.7789,South
8.3963,12.1652,South
6.86238,12.5753,South
8.15448,13.0976,South
3.1999,19.7122,South
7.1728,15.5835,South
3.12539,17.1218,South
9.50419,12.8067,South
6.64374,14.9657,South
3.69664,12.631,South
3.17689,16.5827,South
2.43426,14.4804,South
7.19436,13.0331,South
2.69687,14.8739,South
6.25561,13.0115,South
3.1308,12.1519,South
6.88561,12.5348,South
8.33118,12.8148,South
7.98234,12.1643,South
7.82004,12.7183,South
2.40397,21.4456,South
1.46524,13.9526,South
7.23506,12.56,South
4.11088,12.8542,South
4.71568,13.316,South
0.924359,20.9752,South
3.08299,18.6101,South
0.948242,26.0565,South
8.93831,11.9201,South
2.9301,23.888,South
5.89684,12.0078,South
0.998354,14.9208,South
6.9317,11.9872,South
3.68261,12.9218,South
9.11533,12.4512,South
9.02272,13.2219,South
3.70399,12.1116,South
9.14408,15.7397,South
10.0437,12.7575,South
8.43018,13.0624,South
8.61403,13.0948,South
2.98313,14.855,South
6.07984,12.9402,South
1.26557,14.6768,South
1.52698,19.7655,South
10.0695,13.1711,South
3.71674,14.5968,South
7.70034,17.2691,South
8.25299,12.4073,South
8.73832,15.1366,South
10.0576,12.3422,South
2.91214,15.4497,South
1.01132,19.4896,South
4.51576,12.0033,South
1.85927,13.9611,South
0.841925,22.0776,South
4.03603,17.6948,South
8.03633,11.96,South
5.9804,12.6407,South
3.58576,16.3863,South
6.81353,13.1065,South
2.82257,15.7072,South
