study_hours,test_score,grade_level
8.5607,16.385,tenth
0.7677,4.0349,tenth
2.3553,23.456,twelfth
0.59216,0.85457,eleventh
5.1379,20.519,twelfth
2.9937,5.7328,eleventh
3.0647,14.399,eleventh
0.1671,0.17552,twelfth
6.6485,6.1337,twelfth
7.7783,9.9605,ninth
3.2336,0.8537,twelfth
9.5688,6.0724,tenth
2.8228,2.923,tenth
0.68174,15.03,twelfth
4.713,15.286,tenth
7.4856,13.407,ninth
7.0948,18.107,ninth
0.44113,6.2554,eleventh
5.2557,10.972,eleventh
7.5377,17.222,ninth
1.6601,7.9676,eleventh
4.6118,25.373,ninth
3.8562,0.86078,tenth
3.6914,10.411,tenth
3.6882,3.9788,eleventh
0.23289,23.159,twelfth
7.9538,26.921,ninth
1.6045,23.495,twelfth
3.1095,28.245,twelfth
8.4245,19.215,twelfth
4.51,0.41843,eleventh
7.3443,13.438,eleventh
4.9644,3.0594,tenth
5.0456,0.67404,ninth
9.5545,28.489,twelfth
3.3358,3.0658,tenth
0.10965,17.486,tenth
0.70871,8.9469,ninth
3.8194,6.0603,eleventh
1.9693,14.813,tenth
8.2787,17.853,tenth
3.9646,2.7509,tenth
9.7751,12.114,tenth
4.9101,7.8734,tenth
6.156,26.644,ninth
4.4031,15.211,eleventh
5.8567,28.107,eleventh
6.3496,27.572,eleventh
1.195,6.0156,eleventh
8.3569,8.4463,eleventh
1.9377,6.0246,ninth
4.3492,26.437,ninth
4.8382,23.273,ninth
6.3785,16.266,twelfth
9.6206,9.8442,ninth
9.7907,0.30736,tenth
0.27943,24.419,ninth
7.3827,16.945,ninth
0.7773,3.2282,ninth
3.712,25.985,twelfth
6.9023,1.5823,tenth
8.0487,15.72,twelfth
1.6257,3.2304,twelfth
6.7719,11.079,tenth
5.2145,10.791,twelfth
2.9727,6.2335,ninth
7.9988,11.616,twelfth
2.4546,12.485,ninth
9.1356,8.6637,ninth
3.1609,24.373,twelfth
1.7534,21.654,eleventh
5.2221,13.426,twelfth
9.8214,8.3794,twelfth
6.4738,4.6307,tenth
0.083143,7.3231,tenth
9.2245,13.834,twelfth
1.3862,7.9419,twelfth
0.62096,2.6455,tenth
8.8056,27.228,twelfth
5.3322,21.101,eleventh
9.817,19.508,twelfth
5.7983,12.985,eleventh
0.80896,11.203,ninth
0.10259,5.9459,tenth
9.8432,13.173,twelfth
6.6644,24.936,eleventh
1.5105,4.7522,eleventh
5.8401,7.5099,eleventh
9.3432,8.2478,tenth
9.2913,18.081,ninth
7.1876,24.185,twelfth
4.7567,3.1506,tenth
8.6362,21.22,twelfth
1.5987,15.997,ninth
1.5645,9.073,ninth
2.7912,22.19,twelfth
3.6804,0.012233,tenth
9.6154,0.19821,eleventh
0.81161,9.9729,tenth
5.2088,0.46219,eleventh
0.95476,0.86198,tenth
2.5245,3.0178,ninth
4.7921,27.37,ninth
8.2682,11.441,ninth
4.9804,23.127,twelfth
4.5458,24.143,ninth
4.7591,21.528,ninth
0.63272,12.129,tenth
5.9275,8.8806,tenth
9.9855,10.697,twelfth
0.91078,12.706,eleventh
4.3643,8.9025,tenth
9.0091,25.077,eleventh
1.248,27.162,twelfth
8.5677,18.64,ninth
5.7159,10.924,twelfth
2.9492,16.003,eleventh
3.1928,19.499,twelfth
3.6164,9.9128,eleventh
5.3363,28.931,eleventh
9.6231,28.909,twelfth
9.5798,15.578,eleventh
2.3606,23.969,eleventh
3.0704,7.6284,tenth
4.4396,8.6249,tenth
1.0636,19.827,eleventh
7.7515,25.218,ninth
5.1887,29.01,ninth
7.9055,0.029804,tenth
6.019,8.2705,twelfth
0.059065,14.108,eleventh
6.8028,3.1787,tenth
8.1189,14.405,eleventh
9.1511,16.352,eleventh
7.8592,8.8874,eleventh
0.98504,7.9205,eleventh
6.483,6.891,tenth
4.4529,1.7813,twelfth
5.2982,3.6166,eleventh
7.1193,19.644,twelfth
4.0615,2.7839,tenth
1.4782,16.679,tenth
8.0271,28.246,twelfth
4.2524,23.234,ninth
2.0742,6.315,tenth
0.36189,2.3099,twelfth
0.30598,21.015,eleventh
7.4356,11.759,ninth
0.72392,21.31,eleventh
3.5826,29.211,ninth
0.28536,27.857,twelfth
6.9152,29.997,twelfth
2.9636,27.941,eleventh
2.315,5.0933,eleventh
8.4114,17.037,tenth
3.9795,9.1723,tenth
9.7678,18.613,ninth
4.3771,28.53,eleventh
2.5016,2.7741,tenth
1.0629,19.099,twelfth
9.1086,24.726,twelfth
5.8842,11.852,ninth
4.9881,23.13,ninth
0.52428,19.493,tenth
6.7016,0.25667,ninth
5.9551,26.994,twelfth
9.1846,24.755,eleventh
9.6739,29.789,eleventh
0.65389,22.53,ninth
4.4833,11.976,tenth
6.2177,18.353,twelfth
5.5951,3.6502,eleventh
9.0009,1.6613,ninth
0.97099,18.825,ninth
9.5119,25.903,twelfth
9.705,15.967,ninth
5.233,22.606,twelfth
4.342,13.713,tenth
3.3389,2.2915,tenth
3.5539,26.173,eleventh
1.4315,9.7529,ninth
2.3442,12.542,tenth
4.0366,8.5527,eleventh
7.1936,1.7418,eleventh
3.1074,8.4707,eleventh
8.9838,15.629,tenth
2.3596,7.2867,twelfth
4.6352,7.8235,eleventh
5.7149,4.8412,twelfth
0.17664,16.861,eleventh
7.9066,11.641,eleventh
3.6047,2.8546,ninth
0.68843,13.252,tenth
0.98297,29.741,eleventh
3.4019,12.335,eleventh
0.32026,22.407,twelfth
6.8425,14.302,twelfth
8.1924,3.5988,tenth
9.5415,6.5685,twelfth
3.5495,18.19,ninth
9.8033,17.28,tenth
5.8398,10.838,ninth
0.5956,28.863,ninth
1.7177,3.1181,tenth
9.8696,16.247,tenth
7.8241,1.3083,eleventh
0.73479,22.11,eleventh
7.654,16.981,ninth
7.8026,8.4427,tenth
2.7364,5.1699,tenth
3.3262,27.191,eleventh
5.9252,0.71765,eleventh
0.79567,17.319,tenth
6.8412,16.833,ninth
8.9015,25.034,ninth
7.5062,27.508,eleventh
2.6057,6.6304,eleventh
5.6255,20.513,twelfth
1.662,10.224,eleventh
2.7744,28.951,twelfth
8.0261,5.6881,twelfth
5.8677,13.189,ninth
9.4484,13.734,twelfth
2.8044,6.7442,eleventh
2.7915,7.8851,ninth
4.1528,15.449,ninth
5.0681,11.204,tenth
9.1203,6.8033,ninth
6.5476,2.4491,tenth
7.3345,18.722,ninth
9.0929,3.3174,twelfth
4.2005,25.619,twelfth
8.0736,29.636,eleventh
5.7669,27.867,eleventh
3.4886,8.8725,eleventh
4.2012,19.182,tenth
3.3629,4.7814,ninth
8.443,12.093,tenth
6.6967,14.02,tenth
4.1494,8.6996,twelfth
2.1553,0.23628,tenth
9.0428,11.096,tenth
1.7602,25.08,eleventh
8.1758,1.8667,twelfth
3.3724,24.14,ninth
3.3361,1.1518,twelfth
1.5554,5.4821,twelfth
2.325,20.39,ninth
2.9705,7.9188,eleventh
2.4507,15.698,tenth
4.9872,13.926,eleventh
1.5297,25.746,eleventh
8.4583,19.94,twelfth
5.3371,9.4486,tenth
8.4397,7.1025,eleventh
9.9963,10.167,tenth
0.12179,12.133,tenth
9.608,5.3033,ninth
1.0219,16.375,eleventh
8.2904,18.024,twelfth
2.5085,7.3107,twelfth
2.3256,6.1132,eleventh
7.9902,15.599,tenth
1.0987,1.9021,tenth
9.0566,13.634,tenth
7.5233,23.12,twelfth
3.5027,15.434,ninth
7.8455,6.7818,ninth
8.5354,7.4999,ninth
6.4126,21.974,twelfth
7.5303,15.591,twelfth
5.3157,9.7183,tenth
3.919,1.7725,tenth
0.69779,22.3,twelfth
3.6798,3.2529,tenth
8.8235,9.0494,twelfth
9.876,13.163,ninth
4.1164,5.2643,ninth
2.3796,24.688,ninth
4.7807,28.361,twelfth
6.1201,1.7005,tenth
7.0781,13.242,tenth
7.0089,13.45,eleventh
8.4971,27.874,eleventh
7.3019,18.679,tenth
4.579,7.6812,tenth
4.1625,19.005,ninth
6.0748,7.6534,eleventh
9.9495,18.633,tenth
5.2997,15.911,tenth
7.213,27.403,ninth
3.9812,8.3228,ninth
9.8588,7.9274,ninth
3.0919,13.906,tenth
2.2165,15.018,tenth
3.1464,15.142,ninth
2.8155,10.908,ninth
0.051353,11.486,eleventh
6.5283,26.625,ninth
5.3134,9.3885,twelfth
6.249,17.565,twelfth
9.2178,7.4454,tenth
1.3934,3.1159,ninth
3.0175,26.734,ninth
4.0127,2.2854,ninth
3.8839,12.043,tenth
5.643,23.481,twelfth
1.8167,9.946,tenth
4.9021,4.9412,twelfth
0.71377,8.1915,twelfth
6.5907,1.8938,eleventh
9.4406,14.793,twelfth
3.1095,28.56,twelfth
4.3605,4.4894,ninth
4.4989,4.01,ninth
2.6754,13.553,tenth
8.4746,29.263,twelfth
2.9775,13.983,twelfth
6.1244,10.947,tenth
2.109,19.018,eleventh
5.7506,23.711,eleventh
9.4931,23.968,ninth
5.367,17.459,eleventh
2.5928,23.684,ninth
9.3874,27.575,ninth
5.7408,12.941,ninth
8.2338,8.8067,tenth
7.592,27.156,eleventh
3.0921,20.16,twelfth
1.6471,2.6381,twelfth
0.49792,27.372,ninth
1.7689,10.229,eleventh
7.1392,18.69,tenth
5.0498,8.4054,eleventh
8.9283,11.991,eleventh
2.3396,14.233,eleventh
7.9726,14.587,twelfth
9.4392,16.447,eleventh
4.4776,12.792,ninth
4.7828,3.5371,tenth
4.5271,17.348,twelfth
9.7531,24.288,twelfth
6.6934,10.286,twelfth
5.6338,7.4123,tenth
5.3378,1.3362,tenth
6.1392,20.967,ninth
7.765,17.199,twelfth
7.1651,11.851,tenth
7.4084,9.665,eleventh
9.5314,2.3533,twelfth
6.4162,7.2924,twelfth
4.1719,8.5372,ninth
1.9952,4.6289,twelfth
5.75,18.78,ninth
7.3369,7.2534,eleventh
6.1494,10.408,tenth
5.3121,10.483,ninth
6.8365,4.2527,ninth
0.83108,12.66,eleventh
6.3551,12.505,tenth
8.2022,3.376,eleventh
5.4755,12.156,twelfth
3.8648,26.179,twelfth
5.6677,23.051,eleventh
3.6453,19.459,eleventh
8.8045,8.6954,eleventh
2.3866,1.4229,twelfth
0.89416,5.6124,tenth
7.4945,11.134,tenth
4.2376,16.802,tenth
9.3656,27.058,twelfth
9.8779,21.988,ninth
7.8869,17.198,eleventh
5.9152,8.0846,tenth
3.302,20.788,ninth
8.7299,1.6316,ninth
4.846,3.1485,ninth
5.2982,29.319,twelfth
6.2072,18.886,eleventh
2.7955,10.269,twelfth
8.9081,24.209,ninth
1.8705,1.5713,twelfth
0.27746,16.404,tenth
6.7595,15.5,tenth
9.7176,1.7828,ninth
4.891,15.912,tenth
1.6565,20.481,eleventh
1.6396,0.040767,eleventh
3.2311,16.789,ninth
1.7413,26.227,ninth
6.2527,29.04,ninth
2.7855,1.3137,tenth
0.71584,1.1757,twelfth
9.6964,21.897,twelfth
1.9311,9.9328,tenth
8.8856,18.541,twelfth
4.0249,6.8341,tenth
1.3096,20.733,eleventh
5.8603,8.9098,eleventh
2.4115,4.6531,twelfth
3.0706,13.387,eleventh
1.6807,6.182,eleventh
2.7207,11.081,tenth
0.18998,23.333,ninth
2.9587,22.369,ninth
7.4484,8.2524,eleventh
7.8422,25.972,eleventh
0.764,24.348,eleventh
1.5435,29.97,eleventh
5.0428,21.064,twelfth
7.3388,15.389,tenth
7.4849,18.533,twelfth
9.9411,0.48292,ninth
0.45415,0.5228,tenth
3.8658,12.204,tenth
9.0583,18.707,tenth
3.3284,11.512,ninth
8.5074,18.897,eleventh
2.8105,24.608,twelfth
2.1495,6.4973,eleventh
4.8967,8.2366,tenth
7.5536,17.251,tenth
6.008,3.2,twelfth
5.9133,28.3,eleventh
6.4716,5.6667,eleventh
4.3612,4.1571,ninth
3.3493,29.705,ninth
3.2587,4.5315,tenth
9.4994,5.7928,twelfth
6.0849,4.9879,ninth
0.39798,2.2389,ninth
9.546,5.9613,twelfth
9.5592,7.6275,ninth
1.6809,29.51,ninth
1.4534,18.211,eleventh
5.761,22.73,ninth
5.2109,7.4165,twelfth
0.33021,10.114,tenth
0.25867,13.753,eleventh
3.695,18.106,tenth
2.6905,25.248,ninth
8.0607,28.204,ninth
3.1792,3.0542,eleventh
2.396,18.54,eleventh
1.0533,10.385,twelfth
8.2305,15.722,ninth
1.2801,25.969,ninth
5.1743,24.11,ninth
9.8445,2.827,eleventh
2.2668,6.2128,ninth
3.404,12.009,eleventh
4.3448,7.1943,ninth
6.9352,4.1597,eleventh
9.2905,5.7848,ninth
0.45249,12.417,ninth
6.0194,10.606,tenth
8.8658,10.088,tenth
6.8461,5.5593,ninth
4.5316,1.7027,eleventh
4.9583,5.3034,twelfth
3.9183,19.755,twelfth
2.1403,3.1982,tenth
7.3213,10.744,tenth
0.95222,24.005,twelfth
7.2609,25.652,twelfth
4.122,2.8636,eleventh
0.24138,10.35,tenth
0.30863,3.9467,twelfth
5.5165,9.0873,twelfth
4.772,5.1364,ninth
8.4472,15.746,ninth
7.2675,7.7737,twelfth
3.3627,29.74,twelfth
4.2546,14.264,eleventh
9.7631,7.4412,tenth
2.21,22.631,eleventh
8.8512,3.9749,ninth
0.22846,17.023,twelfth
3.4199,18.861,twelfth
0.040913,1.5123,twelfth
1.7983,17.609,tenth
8.643,1.9095,tenth
5.9636,15.311,ninth
2.5176,20.486,twelfth
0.60465,19.096,tenth
3.6427,25.928,ninth
7.6744,18.655,eleventh
9.5768,9.2831,eleventh
3.9289,29.913,eleventh
4.535,28.941,ninth
9.9527,16.883,ninth
5.9839,9.2878,eleventh
6.4598,1.0164,twelfth
7.0676,12.46,tenth
6.4546,18.067,eleventh
2.3012,4.7415,tenth
6.9659,4.9701,tenth
3.4229,0.98623,ninth
6.0854,6.7115,twelfth
3.3072,25.228,eleventh
0.16167,8.9871,eleventh
9.3163,17.806,twelfth
1.4411,19.33,ninth
3.9226,4.4202,twelfth
5.4209,16.51,tenth
3.7048,19.793,twelfth
9.7134,5.7054,tenth
7.4506,2.6365,tenth
3.8454,19.855,twelfth
6.8888,20.523,ninth
0.31994,7.8233,ninth
3.7244,7.3188,ninth
2.1497,1.9926,ninth
4.4572,22.069,eleventh
5.5053,28.243,eleventh
4.578,14.414,ninth
7.3305,0.30244,ninth
5.4927,18.434,twelfth
6.658,20.482,twelfth
6.7673,2.7662,ninth
8.0199,2.6519,tenth
2.4987,25.131,twelfth
2.8222,3.5797,eleventh
9.6733,4.2585,ninth
6.3955,17.962,eleventh
6.2867,12.982,eleventh
7.5742,23.438,ninth
5.7049,7.5594,eleventh
6.8052,8.3267,ninth
8.8999,20.222,twelfth
9.1175,12.081,tenth
5.419,5.5233,tenth
3.2099,27.933,eleventh
1.4018,8.1762,eleventh
4.3583,8.2112,twelfth
0.18224,6.4712,twelfth
0.095086,26.177,twelfth
4.3053,20.911,twelfth
9.8476,2.6964,ninth
2.7422,21.902,twelfth
4.2291,28.428,twelfth
6.6083,26.261,ninth
7.6903,29.128,ninth
0.23303,9.6936,tenth
9.6575,8.8717,tenth
4.0978,29.921,ninth
3.2612,18.864,eleventh
2.606,20.169,twelfth
5.1482,5.5746,tenth
6.2233,24.146,twelfth
6.4758,13.034,eleventh
1.3742,4.5281,tenth
7.1136,4.0546,ninth
7.6134,5.4927,twelfth
8.5912,2.8714,ninth
6.5016,6.8139,twelfth
6.9819,14.623,ninth
6.9299,22.932,ninth
1.9785,5.3974,ninth
5.2459,3.3525,eleventh
9.3531,2.6223,eleventh
1.4954,4.9637,ninth
2.3329,11.55,eleventh
2.7604,21.34,eleventh
4.1228,11.164,ninth
1.3598,26.631,twelfth
0.46402,15.998,eleventh
7.6598,1.5034,tenth
7.4914,28.304,eleventh
0.86916,28.022,ninth
8.326,18.081,eleventh
4.1894,4.2863,twelfth
1.5355,18.03,eleventh
7.7358,16.864,ninth
7.0063,9.9271,twelfth
5.4547,13.984,twelfth
3.1829,29.965,eleventh
9.0371,18.776,ninth
2.9148,16.832,tenth
1.7099,15.827,twelfth
1.4884,18.091,ninth
4.4714,13.151,tenth
2.5525,8.8646,twelfth
4.3,14.801,ninth
9.7372,21.872,twelfth
6.5417,24.611,ninth
6.5529,21.535,ninth
9.7453,18.378,eleventh
7.8971,11.137,tenth
6.3848,0.72316,twelfth
7.4755,3.5487,tenth
3.5667,4.9109,tenth
4.6877,18.151,ninth
5.5617,11.708,eleventh
1.3753,15.869,ninth
9.3341,7.2669,twelfth
0.99753,2.2774,eleventh
2.0853,9.6161,eleventh
7.3159,4.2543,eleventh
2.1777,12.442,twelfth
6.2042,18.894,twelfth
9.1566,15.255,ninth
0.5435,13.107,twelfth
9.317,18.732,twelfth
7.0282,27.576,twelfth
0.062436,22.6,ninth
9.0997,12.518,tenth
4.2989,4.9871,eleventh
1.2835,0.41297,eleventh
1.0723,21.073,twelfth
4.4317,1.9154,twelfth
6.5197,25.192,eleventh
3.821,23.981,eleventh
2.6603,28.575,twelfth
1.9498,11.955,tenth
3.0206,16.801,ninth
2.0499,9.9366,ninth
5.0614,2.6661,tenth
6.6919,23.67,ninth
1.4953,18.801,twelfth
0.52276,8.6496,eleventh
6.4255,4.4584,twelfth
0.24459,22.395,eleventh
7.1888,5.4288,tenth
0.82616,2.6624,twelfth
6.8833,10.33,twelfth
8.2721,3.9534,eleventh
5.1799,27.328,eleventh
4.9852,2.5938,ninth
8.0586,13.86,tenth
7.9711,11.655,eleventh
0.64378,16.872,twelfth
5.526,25.275,ninth
9.228,4.717,ninth
0.57419,20.39,twelfth
6.232,24.284,twelfth
2.1414,24.404,ninth
0.12332,13.39,eleventh
3.8691,17.011,tenth
9.2952,11.951,eleventh
3.5644,5.7515,eleventh
3.463,28.141,twelfth
2.669,22.398,twelfth
9.0048,7.2312,tenth
7.2557,0.096143,tenth
8.7294,1.8658,ninth
4.8779,20.512,ninth
4.8222,24.091,twelfth
0.11495,4.5852,eleventh
9.3514,1.6079,tenth
8.8428,15.228,ninth
6.8399,10.526,eleventh
1.0939,0.76485,tenth
7.1558,19.039,tenth
8.826,1.8931,tenth
7.0237,9.2358,tenth
1.1539,10.395,twelfth
2.2066,1.962,ninth
2.4788,0.83123,tenth
7.2527,6.4364,twelfth
0.91005,11.935,ninth
9.6912,9.4949,eleventh
8.0329,18.077,tenth
1.8278,0.47286,tenth
5.1721,7.6228,ninth
1.8042,15.836,twelfth
0.59767,12.428,ninth
3.8031,19.308,tenth
2.8819,7.2236,tenth
7.6258,3.8156,tenth
4.166,23.028,eleventh
7.4184,9.9997,eleventh
9.8739,6.1887,ninth
7.6124,20.832,ninth
2.4153,27.251,ninth
3.2673,15.918,eleventh
8.1911,23.504,twelfth
1.14,5.9649,eleventh
3.74,7.7148,twelfth
0.79322,11.959,tenth
2.1585,17.279,tenth
5.791,7.9006,tenth
8.9961,16.882,eleventh
1.4239,6.0666,tenth
1.1334,4.8486,eleventh
0.28303,19.724,ninth
6.2393,11.897,twelfth
8.9404,13.824,twelfth
8.7789,16.072,twelfth
4.6906,9.7196,twelfth
4.5912,8.0509,tenth
7.1204,13.334,twelfth
3.8255,3.9201,twelfth
9.8157,21.204,ninth
8.353,14.748,tenth
1.2371,4.9634,tenth
4.8232,0.27156,tenth
1.9723,27.121,ninth
9.884,10.576,eleventh
3.8753,19.49,tenth
7.0372,2.2685,tenth
6.6001,8.6695,eleventh
0.176,2.1644,twelfth
3.4861,20.038,ninth
2.2413,13.06,tenth
4.8987,10.895,twelfth
6.2497,11.609,ninth
2.2455,3.74,twelfth
5.9669,19.309,twelfth
9.0876,26.933,twelfth
3.7864,11.741,eleventh
6.6245,6.9126,tenth
6.5898,26.216,twelfth
6.1602,8.0791,eleventh
3.8275,12.731,twelfth
4.8397,26.439,eleventh
2.1269,13.422,twelfth
3.9304,8.8728,ninth
8.9677,12.479,ninth
8.8613,2.3592,eleventh
1.5845,28.054,twelfth
5.7205,7.7549,twelfth
3.0861,19.523,twelfth
9.9843,8.814,ninth
0.7759,22.062,ninth
7.3997,18.855,ninth
2.6867,27.171,ninth
4.2829,14.891,eleventh
4.7843,28.993,eleventh
5.9994,15.283,tenth
3.832,19.009,twelfth
5.0914,13.875,ninth
