study_hours,test_score,grade_level
7.4998,24.893,twelfth
8.1912,0.27017,ninth
7.9752,10.32,ninth
1.6435,0.25605,tenth
7.8199,4.0045,eleventh
7.017,5.4808,twelfth
2.8888,18.381,ninth
9.5653,7.4297,eleventh
5.0996,15.845,ninth
5.2395,16.486,twelfth
1.0182,4.7151,eleventh
7.001,4.6383,ninth
6.4686,1.6043,tenth
0.56543,2.5745,twelfth
9.1037,6.1906,twelfth
0.47923,2.4002,twelfth
8.5991,10.816,eleventh
5.8362,1.1368,eleventh
4.7106,20.865,twelfth
7.2797,17.31,tenth
1.0613,5.5751,eleventh
5.5143,9.9275,tenth
9.0702,0.68953,twelfth
7.3417,8.0511,tenth
5.3584,25.12,twelfth
5.8066,3.3544,ninth
7.278,14.911,eleventh
4.2671,3.2858,eleventh
8.5144,6.7949,ninth
5.942,8.4778,eleventh
6.7748,14.219,twelfth
4.355,21.537,tenth
3.7098,19.7,ninth
1.7514,26.647,ninth
3.2279,16.2,ninth
1.6429,22.723,ninth
3.5434,6.3088,tenth
1.0527,25.681,twelfth
0.36872,11.135,twelfth
0.065295,24.213,ninth
4.2437,26.006,ninth
5.1064,25.117,ninth
8.0076,1.9953,ninth
7.934,11.792,eleventh
0.36695,1.4958,ninth
6.6385,7.5291,tenth
0.89086,26.95,tenth
0.0414,10.936,twelfth
0.89461,20.058,tenth
8.2822,29.363,ninth
2.2563,21.39,ninth
9.623,16.454,ninth
2.02,9.9294,twelfth
6.588,2.1475,ninth
0.63388,4.0156,ninth
9.4136,15.431,eleventh
1.0903,28.744,tenth
0.94978,14.25,tenth
3.7314,4.2999,tenth
8.0626,8.0167,twelfth
9.0708,2.7412,eleventh
7.2007,3.0623,tenth
3.6204,24.512,ninth
3.5935,12.526,tenth
4.3924,4.686,tenth
5.5351,26.653,tenth
0.80515,16.152,tenth
2.7181,13.291,twelfth
5.0152,10.146,tenth
9.0233,0.42685,ninth
0.7044,26.631,twelfth
4.8063,2.7697,eleventh
3.9775,27.409,tenth
7.3425,3.0896,ninth
7.6765,19.782,twelfth
6.0792,25.86,twelfth
5.7891,1.793,eleventh
1.0018,10.821,ninth
9.3352,1.7651,eleventh
0.052144,28.756,twelfth
4.0337,5.8649,eleventh
5.8057,9.1394,tenth
5.0592,20.511,twelfth
5.2866,5.9076,twelfth
0.09075,8.2438,tenth
3.3892,6.3162,twelfth
0.86393,14.797,ninth
3.0932,13.113,tenth
1.7404,19.931,ninth
8.2465,21.878,twelfth
6.2545,6.5617,twelfth
8.622,21.083,ninth
5.9269,16.011,ninth
5.8544,5.9704,ninth
7.5259,23.4,ninth
9.8195,9.6919,eleventh
9.7233,12.397,ninth
7.5224,19.106,twelfth
0.2217,7.2203,ninth
8.3346,6.2309,eleventh
4.6878,11.046,eleventh
4.5975,28.182,ninth
5.5947,25.973,tenth
3.3418,0.89201,eleventh
8.2683,8.2074,ninth
0.87202,3.4757,ninth
7.9148,21.718,tenth
6.7398,19.502,tenth
5.2763,16.691,twelfth
3.8078,16.158,ninth
1.9402,0.97155,tenth
4.3866,23.116,ninth
2.4674,28.304,tenth
7.5664,16.131,ninth
6.0517,29.808,tenth
5.8587,5.8195,eleventh
1.2421,4.3762,twelfth
4.807,11.551,twelfth
4.4155,20.633,ninth
5.7189,10.372,eleventh
6.3237,28.808,twelfth
2.3345,4.7355,ninth
6.8898,9.0474,eleventh
2.8362,15.173,eleventh
4.6591,4.1924,ninth
9.5492,25.398,twelfth
2.1111,12.326,ninth
9.1155,22.697,tenth
7.8189,4.3456,eleventh
3.4902,7.8949,eleventh
3.9127,5.1228,ninth
2.7868,10.886,tenth
5.3862,23.166,twelfth
3.2146,8.8387,twelfth
3.4057,0.29895,tenth
5.6645,12.072,eleventh
8.1019,28.041,ninth
2.7695,19.969,tenth
8.734,1.5624,eleventh
8.3917,26.129,twelfth
7.638,7.7382,eleventh
5.9609,4.3185,ninth
7.7269,3.0307,tenth
1.5311,15.841,ninth
9.387,9.3884,eleventh
2.2762,11.761,tenth
3.8746,7.2706,eleventh
2.7198,27.599,tenth
5.2697,6.355,twelfth
6.2723,14.409,twelfth
4.8336,13.44,twelfth
0.35242,11.656,ninth
7.2868,10.143,twelfth
2.1117,26.509,twelfth
4.0892,1.0119,tenth
0.88159,27.511,tenth
7.4597,25.93,tenth
3.7114,15.977,tenth
0.78243,8.3836,tenth
3.557,19.349,tenth
6.0045,12.072,twelfth
4.9913,21.579,ninth
7.7068,5.2568,twelfth
9.491,28.179,ninth
6.3244,7.314,eleventh
8.7174,9.7072,eleventh
1.3039,1.2613,ninth
7.64,1.5329,eleventh
9.9025,18.786,tenth
2.7121,1.4191,ninth
9.3179,4.9575,tenth
6.4528,7.5847,tenth
7.9142,19.653,ninth
3.5258,16.058,tenth
5.6066,5.4351,twelfth
7.0891,15.079,eleventh
1.8418,24.018,ninth
7.456,15.85,ninth
0.4775,0.88043,eleventh
4.0806,18.822,tenth
1.9447,15.85,ninth
4.5557,7.2932,twelfth
1.7355,2.3786,ninth
3.7048,13.96,twelfth
7.3236,13.183,tenth
1.7985,12.504,eleventh
0.25461,5.197,eleventh
6.3701,12.725,eleventh
2.5933,6.1289,tenth
7.9345,15.86,tenth
6.8037,4.8576,eleventh
7.9391,5.8812,twelfth
0.23204,28.27,twelfth
5.2607,0.30469,tenth
9.8339,13.51,ninth
3.8896,20.551,ninth
8.042,9.1602,eleventh
7.2552,24.118,ninth
4.8714,6.3776,eleventh
2.2552,23.304,ninth
7.8411,20.666,tenth
4.4614,17.258,twelfth
3.5361,12.227,ninth
2.9668,3.0345,ninth
4.1879,10.685,tenth
2.9993,12.683,eleventh
6.8561,16.079,eleventh
0.32156,11.161,tenth
8.9032,16.115,tenth
1.2608,16.389,ninth
0.39817,20.741,ninth
9.2494,22.119,tenth
2.7613,25.24,ninth
4.1212,14.133,twelfth
0.069485,12.43,twelfth
1.006,11.625,eleventh
2.6684,17.317,ninth
8.9537,2.8577,ninth
7.1797,19.8,twelfth
6.001,2.3352,tenth
8.8858,28.173,twelfth
3.7956,4.1684,ninth
5.4909,4.8553,tenth
8.3641,6.931,twelfth
4.3285,25.065,twelfth
8.9678,23.325,tenth
3.8816,2.111,eleventh
4.4781,14.042,twelfth
8.2837,20.913,twelfth
3.3005,11.751,eleventh
0.20718,5.1651,tenth
3.1869,12.981,eleventh
3.9608,9.4942,twelfth
8.0636,26.934,tenth
1.5526,23.351,twelfth
7.8817,28.971,tenth
9.7218,4.1442,ninth
5.6348,10.447,twelfth
0.55569,0.80294,twelfth
3.0418,6.4282,eleventh
2.6573,8.67,eleventh
5.8031,27.398,twelfth
9.9992,3.9041,eleventh
8.6501,7.7517,eleventh
1.9262,16.62,ninth
3.3604,15.319,twelfth
8.5733,15.293,eleventh
7.4388,2.5869,ninth
8.9534,0.9597,tenth
3.44,15.357,eleventh
2.9466,6.0103,ninth
5.1664,22.046,ninth
5.6574,12.386,eleventh
2.6742,1.2244,eleventh
8.331,18.788,tenth
1.1414,14.997,tenth
6.8252,2.0179,ninth
6.8244,8.5716,eleventh
4.4026,17.224,ninth
2.0083,25.438,twelfth
4.8811,22.892,tenth
2.6799,29.967,tenth
2.6506,7.6145,tenth
3.0506,12.188,eleventh
9.2499,5.7445,eleventh
6.6221,7.1845,twelfth
7.7628,8.4879,eleventh
2.2397,11.914,tenth
5.412,10.667,eleventh
4.1524,17.631,ninth
4.3221,12.301,eleventh
7.3266,15.782,tenth
2.0156,18.021,tenth
6.5068,0.46584,ninth
3.9672,21.566,tenth
2.7597,24.183,tenth
4.4983,15.691,eleventh
3.4074,18.41,ninth
5.8813,8.128,twelfth
6.2026,12.429,ninth
7.0157,9.9191,eleventh
9.3564,17.639,twelfth
7.6434,21.209,tenth
0.324,13.105,tenth
1.0851,28.514,ninth
1.2625,11.438,eleventh
5.4266,6.2478,tenth
3.0095,14.087,twelfth
1.0669,8.6634,eleventh
1.2455,0.66951,tenth
7.3,6.874,eleventh
5.1772,3.4951,ninth
5.2601,26.521,ninth
2.7032,13.319,eleventh
4.1224,29.067,twelfth
9.3299,18.154,tenth
7.8827,28.815,ninth
2.9048,4.3232,twelfth
7.9948,19.291,tenth
5.5215,16.218,tenth
7.0129,15.523,eleventh
8.8621,9.0758,eleventh
3.7029,8.6041,eleventh
3.2133,14.54,twelfth
7.3748,16.648,ninth
4.8697,15.183,twelfth
0.36174,25.071,twelfth
4.0231,2.2538,eleventh
2.2636,1.3622,eleventh
4.5961,24.425,twelfth
0.29463,24.695,ninth
1.1582,7.2988,eleventh
0.0069538,5.1076,tenth
8.8689,11.54,twelfth
4.4199,8.5787,tenth
3.0197,21.942,ninth
3.5834,12.673,eleventh
6.7341,26.23,twelfth
5.6526,8.5438,tenth
3.5714,23.516,twelfth
2.3568,14.001,twelfth
2.0276,0.50565,eleventh
7.0422,23.738,ninth
2.5476,6.7862,tenth
8.0156,15.709,tenth
2.3377,0.1351,eleventh
7.1726,8.3791,tenth
9.8873,21.586,ninth
2.61,25.314,twelfth
4.0183,24.4,ninth
7.8432,12.031,eleventh
7.5545,4.7672,ninth
1.4333,12.907,tenth
6.9442,5.5561,tenth
9.0617,23.138,twelfth
2.3329,21.444,tenth
9.413,19.473,twelfth
4.6513,25.013,ninth
5.887,20.126,twelfth
2.8708,2.7317,tenth
0.20348,25.012,ninth
9.9884,29.686,tenth
0.57314,4.055,ninth
9.1113,11.328,tenth
2.4872,19.693,twelfth
6.2245,3.7483,eleventh
2.9268,3.6504,twelfth
6.9184,10.836,tenth
8.7522,12.552,ninth
6.5275,26.428,ninth
4.7892,8.7422,ninth
2.8672,13.05,eleventh
5.662,13.919,tenth
8.8853,26.401,tenth
3.6655,1.5394,twelfth
0.32408,20.63,tenth
6.5568,2.5167,ninth
8.5201,4.2085,tenth
7.0493,1.3051,eleventh
8.1605,8.3934,eleventh
0.018139,18.076,twelfth
6.341,15.736,ninth
8.3883,3.1325,ninth
4.3785,14.895,eleventh
0.82087,25.737,ninth
2.4429,14.652,eleventh
7.2984,10.205,twelfth
9.3723,23.467,twelfth
7.7454,10.146,tenth
4.1068,15.66,ninth
1.8774,8.2971,ninth
2.7706,20.097,tenth
6.0109,11.066,twelfth
3.6222,2.5832,ninth
9.7789,17.789,twelfth
1.5382,12.84,twelfth
7.4697,7.9852,eleventh
9.3547,29.566,twelfth
8.6116,8.6326,tenth
7.401,11.939,tenth
0.94618,22.816,twelfth
5.6735,25.499,ninth
7.2106,23.036,ninth
0.028763,17.705,twelfth
5.8334,2.3882,twelfth
5.9099,5.1117,twelfth
0.74086,14.772,twelfth
3.9718,0.44401,twelfth
7.516,8.7187,tenth
5.4873,18.063,tenth
8.7645,0.23496,ninth
0.39533,24.75,tenth
2.9121,28.108,tenth
2.2047,25.728,tenth
2.8245,6.7322,twelfth
1.2182,22.841,ninth
1.6661,13.39,twelfth
9.4396,18.78,twelfth
6.7355,17.149,ninth
5.0695,17.527,twelfth
9.7007,1.6627,twelfth
5.7356,20.043,twelfth
9.0466,3.3976,twelfth
2.5619,11.894,tenth
7.2784,2.4788,twelfth
4.9352,5.0557,twelfth
9.0807,27.372,tenth
6.1605,11.224,tenth
1.1618,2.6141,tenth
3.0841,10.024,tenth
6.5395,28.737,ninth
7.1857,12.293,eleventh
0.66432,9.1184,tenth
0.60663,25.156,twelfth
5.6403,17.589,ninth
0.48153,14.723,twelfth
1.8283,2.2295,ninth
8.9249,21.561,tenth
0.0393,0.74144,twelfth
8.633,27.99,twelfth
3.8938,18.17,tenth
3.81,28.93,tenth
5.7244,15.805,eleventh
2.985,10.665,twelfth
8.8337,3.3617,ninth
6.6544,7.2756,eleventh
9.7881,14.971,eleventh
7.2669,3.6077,ninth
2.3474,22.855,tenth
2.264,26.243,tenth
0.30208,1.468,eleventh
3.5951,20.6,tenth
4.9974,19.043,ninth
4.4222,26.815,twelfth
9.1402,0.40333,twelfth
3.0907,13.985,eleventh
3.6818,13.532,eleventh
8.2581,22.022,ninth
3.4684,27.394,tenth
8.3149,5.2208,tenth
4.5946,3.7834,eleventh
5.5972,16.392,eleventh
5.9982,12.055,eleventh
5.5741,12.073,tenth
3.9157,10.542,ninth
7.4059,18.27,ninth
2.9444,9.6378,tenth
1.5542,26.495,twelfth
3.2469,0.57837,twelfth
1.4055,28.999,tenth
9.1351,9.9848,eleventh
1.4538,16.574,twelfth
1.9348,25.514,twelfth
2.774,1.9886,ninth
6.0946,19.581,twelfth
9.2675,15.655,tenth
9.6702,25.27,tenth
8.0661,26.419,ninth
0.80787,4.3021,ninth
6.179,26.161,tenth
6.6641,14.771,ninth
3.3323,6.0273,ninth
2.8463,27.001,ninth
5.3795,14.396,twelfth
3.0431,3.8386,eleventh
5.5205,29.908,tenth
7.6083,24.899,ninth
4.1498,24.856,ninth
1.4918,1.8542,twelfth
3.3117,29.085,twelfth
3.6874,21.65,tenth
6.8232,19.046,tenth
8.8532,8.6741,tenth
6.5555,6.2832,eleventh
1.874,1.5981,eleventh
9.1933,16.45,eleventh
3.5409,14.674,tenth
0.096625,9.0833,twelfth
5.8996,22.05,tenth
9.8301,12.107,twelfth
3.8777,15.366,eleventh
8.634,17.247,ninth
9.497,11.812,eleventh
0.50443,7.9898,ninth
6.2653,7.4945,eleventh
8.6117,0.25502,tenth
6.8369,18.028,tenth
4.7532,9.9466,ninth
1.4097,11.484,ninth
6.7809,10.545,twelfth
8.1576,29.476,ninth
5.1436,22.039,twelfth
4.1433,8.8103,twelfth
1.6481,27.442,ninth
7.1331,8.264,eleventh
9.1439,20.272,twelfth
5.1667,4.5766,twelfth
1.5616,7.5555,tenth
2.2042,16.33,eleventh
4.1443,19.33,tenth
6.3953,7.8723,eleventh
3.5881,8.5167,ninth
1.8499,3.1446,eleventh
0.085605,1.7169,twelfth
3.4327,13.816,eleventh
5.4401,26.377,tenth
6.3752,6.5432,twelfth
0.2092,8.0117,tenth
2.6374,3.642,eleventh
1.0672,3.1469,eleventh
1.7686,12.537,ninth
6.5028,16.576,ninth
2.6292,11.268,tenth
7.5663,4.9089,eleventh
0.14028,19.363,ninth
2.7329,6.7662,twelfth
1.6205,1.4825,tenth
2.7667,2.2887,tenth
0.73441,14.068,ninth
0.42216,24.468,twelfth
6.3202,16.164,tenth
2.3418,23.161,ninth
7.1073,15.636,eleventh
9.8619,17.175,tenth
4.6643,20.429,tenth
3.5313,14.57,eleventh
7.0107,12.428,eleventh
2.3512,19.546,tenth
5.9884,7.1851,ninth
5.5553,1.9592,ninth
6.4544,10.258,twelfth
9.6474,4.6595,eleventh
2.1765,14.576,tenth
8.2372,23.717,ninth
3.5814,14.439,eleventh
5.8785,4.7563,eleventh
1.5693,14.058,eleventh
5.4045,0.37931,twelfth
0.38226,10.872,eleventh
0.63972,13.432,twelfth
3.2191,1.6808,eleventh
3.6715,11.418,ninth
1.9476,16.751,ninth
8.4631,21.351,ninth
6.3194,2.8896,twelfth
6.5225,14.132,eleventh
1.9176,6.3213,twelfth
3.5436,0.91054,eleventh
0.73381,8.4162,eleventh
8.2779,21.125,twelfth
2.2114,7.3934,ninth
8.848,23.331,twelfth
9.1458,8.4472,eleventh
3.668,21.951,tenth
8.0521,8.6058,eleventh
9.8221,20.092,ninth
0.45698,9.4551,ninth
5.8363,20.769,tenth
2.4234,14.583,eleventh
7.3632,10.024,tenth
8.2049,20.36,ninth
5.0434,1.4825,eleventh
4.1784,7.861,eleventh
8.2541,22.162,tenth
6.3501,10.418,eleventh
9.624,15.657,eleventh
6.0849,13.539,eleventh
0.87661,12.042,twelfth
7.8338,4.1652,eleventh
3.8827,16.83,tenth
6.0159,25.299,twelfth
3.4626,22.506,tenth
3.5216,28.547,twelfth
8.7427,4.6764,ninth
4.0586,27.508,twelfth
7.7556,7.2906,twelfth
6.2257,25.425,tenth
7.334,23.312,tenth
3.0498,3.9519,eleventh
4.6434,1.5997,ninth
4.5355,8.5166,ninth
4.2806,10.881,twelfth
4.0324,0.41919,tenth
1.2695,18.409,ninth
4.961,7.3278,eleventh
8.8281,29.805,twelfth
1.2693,7.8856,eleventh
6.2802,19.305,tenth
2.9909,3.0331,tenth
3.6803,18.067,twelfth
6.2665,6.6361,tenth
2.9139,20.496,twelfth
3.2358,29.881,ninth
9.164,9.5734,eleventh
9.7606,25.141,ninth
1.3364,13.193,tenth
3.4332,12.876,tenth
5.2683,20.104,tenth
3.3946,14.193,twelfth
9.8738,20.42,tenth
3.7561,0.74142,ninth
9.2951,23.242,ninth
0.48272,22.226,ninth
8.8379,10.896,tenth
5.5432,6.3602,tenth
6.7018,0.82066,eleventh
6.319,9.5765,tenth
7.6713,22.782,twelfth
2.8877,4.8053,eleventh
9.6986,26.472,tenth
8.3974,17.026,tenth
4.0673,10.281,tenth
2.2425,13.499,ninth
3.712,8.2496,eleventh
5.4316,14.121,ninth
2.4974,28.585,tenth
0.11328,4.2268,twelfth
9.7388,6.4097,ninth
1.6673,12.773,twelfth
6.0472,11.797,ninth
5.2206,4.2931,eleventh
6.1646,6.3925,twelfth
4.2448,22.527,tenth
7.0725,6.896,ninth
5.8805,13.498,eleventh
4.2697,28.223,ninth
8.5949,14.142,eleventh
7.8929,12.929,eleventh
3.3925,13.402,eleventh
8.3627,11.314,eleventh
0.27692,8.3349,twelfth
2.6157,7.9295,eleventh
0.79894,9.0135,twelfth
1.4791,22.651,twelfth
2.5146,1.1953,ninth
7.8258,12.834,ninth
7.4333,2.2045,ninth
7.5659,7.2257,eleventh
3.2783,28.79,ninth
5.051,22.479,twelfth
5.8615,3.2285,twelfth
8.3138,6.4863,eleventh
3.4049,14.723,eleventh
5.3299,24.528,tenth
8.3154,1.5698,tenth
7.7647,26.629,ninth
7.0018,13.011,eleventh
4.5937,21.367,twelfth
4.8072,27.389,ninth
9.7923,8.1041,eleventh
0.53107,4.3725,ninth
2.86,11.587,ninth
1.8505,25.075,ninth
9.1584,16.328,eleventh
1.7345,9.9799,eleventh
7.3411,18.952,ninth
4.6045,14.54,eleventh
5.2582,5.8812,eleventh
3.1827,2.767,eleventh
0.60594,9.5295,twelfth
5.3146,29.959,tenth
6.3747,10.652,ninth
0.15788,21.728,ninth
2.7552,23.673,ninth
4.2007,8.7357,tenth
1.7327,5.0364,eleventh
9.4549,1.6477,twelfth
6.1949,12.239,tenth
5.0287,3.6487,twelfth
9.4966,17.225,twelfth
0.85242,27.33,twelfth
7.5457,0.10872,eleventh
1.6295,14.045,twelfth
7.4952,0.78026,eleventh
2.8522,7.1554,ninth
2.0574,1.4643,eleventh
8.0101,0.76553,tenth
2.1912,16.088,twelfth
7.1641,25.794,twelfth
4.9056,1.1539,eleventh
6.7524,0.015225,tenth
5.14,13.294,tenth
5.7784,28.624,ninth
9.3409,29.11,tenth
6.5892,1.5952,eleventh
4.9192,26.592,tenth
6.1139,1.1053,twelfth
4.5184,18.569,tenth
8.5122,3.6853,ninth
6.3735,1.665,ninth
4.4801,1.9687,eleventh
2.222,15.621,tenth
0.60086,9.9147,eleventh
8.524,27.382,twelfth
4.3593,4.7381,tenth
4.9412,25.754,ninth
6.7816,5.0132,tenth
9.8244,5.6341,ninth
8.4268,6.8445,ninth
9.7115,29.214,ninth
6.1362,10.114,ninth
8.7204,0.97338,tenth
1.4802,28.755,ninth
4.8494,2.9875,eleventh
6.9592,16.224,twelfth
8.3771,26.879,ninth
5.298,13.345,eleventh
0.27137,26.645,ninth
0.039245,15.267,eleventh
7.3672,5.7981,twelfth
9.8724,16.409,eleventh
3.3286,0.77199,tenth
0.6625,12.486,twelfth
4.5728,8.1828,twelfth
6.5544,0.72942,twelfth
7.506,16.241,tenth
1.4002,9.1998,ninth
8.3884,17.227,tenth
2.8813,23.417,twelfth
1.33,29.664,ninth
4.7263,24.757,tenth
0.92328,11.053,eleventh
4.5306,18.807,tenth
2.2893,13.195,twelfth
1.4192,13.848,eleventh
7.764,13.293,eleventh
1.0633,13.159,eleventh
2.2398,11.673,eleventh
1.5236,20.478,twelfth
1.3944,15.558,eleventh
7.1635,0.39407,eleventh
5.7015,8.8464,eleventh
9.3508,2.9607,eleventh
1.8805,20.289,twelfth
2.0246,10.078,eleventh
9.2338,5.1464,ninth
9.2383,3.0616,eleventh
9.1071,24.19,twelfth
7.9246,11.251,eleventh
7.1699,7.5136,eleventh
6.3782,21.599,twelfth
2.86,6.1212,ninth
4.3292,11.658,twelfth
2.3993,1.2486,tenth
2.8501,12.161,tenth
4.5315,18.977,twelfth
8.1758,6.3208,tenth
8.5939,17.512,ninth
5.6341,3.5605,eleventh
9.0215,25.166,twelfth
6.3155,7.4004,tenth
3.173,14.984,tenth
1.2917,6.1619,eleventh
3.4765,14.121,eleventh
9.7203,3.7233,ninth
3.3782,10.085,eleventh
8.4872,15.073,tenth
1.7935,3.0824,twelfth
2.6764,21.097,tenth
9.9643,8.5428,twelfth
5.0334,3.315,eleventh
2.4694,10.963,twelfth
4.7006,1.7972,ninth
3.839,24.076,twelfth
3.2748,25.988,twelfth
6.9836,6.9805,tenth
6.602,12.692,eleventh
1.799,23.935,ninth
3.8708,16.35,eleventh
6.3592,4.1431,twelfth
7.1916,4.5053,eleventh
8.0502,13.662,eleventh
1.0118,8.5812,eleventh
