study_hours,test_score,grade_level
4.6812,1.3899,tenth
7.1254,21.649,twelfth
9.5974,19.837,twelfth
4.3873,3.437,tenth
8.7162,10.766,tenth
5.9381,19.718,ninth
8.0293,7.1686,eleventh
4.4619,7.3837,tenth
6.22,6.3128,tenth
6.7253,10.34,tenth
9.9294,4.5933,ninth
0.71415,2.1161,ninth
6.5879,7.1075,twelfth
2.6104,5.3738,eleventh
6.5188,1.2742,tenth
2.5445,14.971,ninth
4.0913,11.614,tenth
2.1517,7.838,eleventh
9.5338,15.439,ninth
3.7709,17.342,twelfth
2.6754,1.3544,tenth
2.4787,26.381,eleventh
3.3135,7.5632,twelfth
6.5396,25.9,twelfth
7.0284,13.686,eleventh
7.6182,10.068,tenth
0.73211,14.661,tenth
9.1267,4.1237,tenth
3.1453,14.588,tenth
4.2554,9.3301,tenth
1.9672,15.912,tenth
0.5326,15.233,twelfth
0.20252,25.602,twelfth
0.089813,16.048,ninth
5.0867,25.24,twelfth
3.3245,19.472,tenth
4.1776,15.928,eleventh
0.46767,20.252,twelfth
4.1519,5.6143,twelfth
8.9893,16.272,eleventh
4.5224,12.547,twelfth
9.2985,16.817,twelfth
7.1076,16.061,eleventh
5.9844,7.848,tenth
2.801,25.183,eleventh
3.5985,5.9436,tenth
8.3398,11.478,twelfth
2.0617,3.2799,twelfth
8.8659,26.092,eleventh
2.2119,21.101,ninth
9.3409,5.3592,twelfth
8.5362,14.48,tenth
6.9583,4.2033,eleventh
6.7636,19.779,eleventh
7.0298,23.921,eleventh
4.2838,10.089,tenth
2.5851,18.416,tenth
6.1421,2.5388,tenth
3.3092,21.058,ninth
8.281,21.846,ninth
2.1353,4.0411,ninth
5.5358,28.061,twelfth
4.7656,5.4642,ninth
2.9932,14.09,eleventh
8.9772,8.08,eleventh
0.42072,15.686,eleventh
9.5129,21.59,twelfth
3.1866,5.1534,ninth
8.1512,23.587,twelfth
4.8629,18.355,tenth
7.9176,28.1,ninth
8.4979,8.8896,ninth
4.1719,4.7369,eleventh
2.5158,5.4551,tenth
0.50661,4.6199,twelfth
6.3192,2.7413,tenth
2.6985,24.656,eleventh
5.6451,4.2223,tenth
9.8947,11.53,ninth
9.6799,21.273,ninth
2.5085,19.465,eleventh
4.9568,13.256,eleventh
3.0167,20.681,ninth
8.1838,0.82899,ninth
2.0427,17.855,eleventh
0.90061,3.2113,ninth
7.9799,12.716,ninth
9.7655,25.478,twelfth
6.0986,22.672,twelfth
4.7658,5.0326,tenth
7.76,25.468,twelfth
7.5654,11.211,tenth
1.2336,2.529,ninth
1.3164,28.68,ninth
9.5242,16.282,eleventh
5.5164,14.146,tenth
4.7802,13.78,tenth
1.4473,4.9681,tenth
8.6664,16.644,tenth
8.0006,8.2506,twelfth
7.9252,19.164,ninth
9.6347,27.431,eleventh
7.6367,22.671,twelfth
2.63,20.579,ninth
4.9943,7.1408,twelfth
8.2524,8.1558,ninth
7.7198,8.4215,eleventh
3.8128,13.111,tenth
6.5301,19.875,ninth
8.9794,10.756,twelfth
4.1215,1.3739,ninth
6.6586,1.8251,tenth
6.0463,7.7082,twelfth
3.0782,3.7018,twelfth
9.7543,14.715,ninth
4.5873,9.8742,twelfth
8.6123,25.463,ninth
3.197,29.8,twelfth
4.8616,5.0941,ninth
1.3648,19.762,eleventh
6.5921,7.5754,tenth
9.9074,19.904,twelfth
8.7179,19.145,twelfth
0.28388,1.5929,twelfth
3.2466,8.943,twelfth
5.0465,3.1953,ninth
4.6834,11.67,ninth
9.4107,2.9151,twelfth
5.9892,12.679,tenth
1.7014,15.319,tenth
8.0305,8.5094,eleventh
4.8695,0.88149,tenth
2.8906,2.9211,tenth
6.6714,19.119,twelfth
0.022654,7.7628,tenth
0.77624,9.9615,ninth
1.7376,9.7841,eleventh
0.21198,5.9561,eleventh
5.4148,16.426,ninth
2.2348,22.829,ninth
2.6221,24.274,ninth
1.7141,13.128,eleventh
5.7987,11.923,tenth
5.8842,7.7448,eleventh
6.1133,15.096,eleventh
6.2208,4.1499,ninth
9.2094,3.9064,tenth
1.104,3.1131,tenth
4.2442,9.3863,eleventh
9.9107,13.425,twelfth
9.944,7.5069,eleventh
5.283,4.5238,eleventh
0.037186,15.299,ninth
8.3257,16.301,twelfth
1.1129,16.497,twelfth
1.3599,14.11,twelfth
2.8294,2.5634,ninth
1.0851,12.353,tenth
2.391,26.468,eleventh
6.917,13.398,eleventh
3.2207,13.313,tenth
3.7284,24.126,twelfth
0.13878,22.886,ninth
5.5066,14.439,eleventh
6.478,22.226,eleventh
9.2767,5.9011,tenth
5.7531,22.803,twelfth
6.9893,28.138,eleventh
2.7115,23.698,twelfth
3.1952,22.965,eleventh
6.0959,28.688,eleventh
3.8673,27.488,eleventh
4.4898,15.46,ninth
8.4202,23.602,eleventh
8.6754,3.1852,ninth
4.559,24.15,eleventh
8.6402,8.8467,tenth
1.0926,11.442,tenth
8.1556,22.976,ninth
5.2402,6.3173,tenth
2.1425,5.4755,ninth
8.2026,17.534,twelfth
4.5692,5.5929,twelfth
3.1794,5.4799,eleventh
5.6923,2.8621,tenth
4.1032,14.16,twelfth
1.5597,8.8956,ninth
9.1346,18.294,eleventh
0.67276,4.6367,ninth
8.4178,16.516,ninth
9.7365,27.806,eleventh
3.0755,0.82055,eleventh
3.5837,0.43542,twelfth
2.3197,8.4129,eleventh
6.4353,4.8824,ninth
1.7711,23.646,twelfth
9.5221,19.123,twelfth
9.1265,27.384,twelfth
1.3514,20.207,ninth
7.0479,2.5296,tenth
2.1332,20.801,ninth
7.8146,15.661,tenth
7.6597,7.8847,twelfth
8.9153,16.323,twelfth
8.0307,15.754,ninth
6.5309,13.621,tenth
7.6536,26.387,eleventh
0.92467,24.959,ninth
6.9413,17.03,ninth
4.4083,17.002,twelfth
7.8583,13.902,tenth
5.8391,18.913,tenth
3.3066,20.532,twelfth
9.5202,0.93462,twelfth
8.6414,11.272,eleventh
9.5742,8.0632,twelfth
2.9025,8.9534,eleventh
7.0066,17.862,tenth
3.2206,26.298,ninth
8.7595,16.247,ninth
0.94079,17.779,twelfth
3.0126,5.4437,eleventh
4.0069,17.471,tenth
2.4388,15.991,tenth
8.8376,8.84,ninth
1.9023,16.797,ninth
8.4149,9.4723,ninth
2.3877,18.33,tenth
3.6782,19.406,eleventh
1.136,28.597,eleventh
4.3588,19.205,twelfth
6.1477,16.851,twelfth
1.2776,19.104,tenth
5.3789,5.5716,ninth
3.1014,10.461,tenth
9.1368,23.74,twelfth
1.2255,2.8639,eleventh
1.704,0.93588,tenth
0.03771,16.849,tenth
7.8586,15.948,tenth
3.9863,24.72,eleventh
2.0395,19.677,twelfth
9.0185,15.399,twelfth
2.6312,10.594,twelfth
7.9516,3.6654,eleventh
3.9279,22.247,eleventh
4.3037,16.855,twelfth
7.5439,15.937,twelfth
6.2377,9.6056,eleventh
8.1417,13.505,twelfth
1.4709,17.509,eleventh
6.84,5.2753,tenth
0.91161,7.7901,twelfth
8.1583,18.802,eleventh
7.2336,11.679,eleventh
1.3424,17.862,twelfth
9.2483,9.1662,ninth
5.1969,23.304,ninth
4.5829,25.311,eleventh
1.8954,28.066,ninth
2.6488,11.599,ninth
8.487,1.2105,ninth
5.776,8.4983,tenth
3.7251,3.9444,ninth
6.5419,10.193,tenth
7.6691,4.0054,eleventh
1.5091,23.587,ninth
0.40926,4.2263,ninth
2.2593,8.4975,tenth
7.7508,27.178,ninth
3.4357,1.4181,tenth
7.182,9.1417,tenth
3.987,12.757,twelfth
7.66,19.412,eleventh
3.2717,4.4116,eleventh
5.2146,3.3154,tenth
1.7461,3.2706,twelfth
5.9055,12.514,eleventh
0.44462,10.974,tenth
6.1857,4.5882,ninth
6.3725,4.1599,tenth
5.8509,13.674,twelfth
7.5942,10.122,ninth
1.4328,18.538,ninth
6.0168,11.399,ninth
7.5244,8.1261,ninth
5.7748,24.18,ninth
3.5184,17.282,eleventh
3.6977,8.0793,ninth
1.2834,10.388,twelfth
1.7327,22.485,twelfth
5.6995,8.6207,twelfth
2.9196,7.4689,twelfth
2.6491,29.873,eleventh
6.2235,3.1827,ninth
0.58615,20.595,twelfth
7.0093,7.7318,eleventh
5.4725,4.0208,eleventh
9.379,27.664,twelfth
0.91359,29.258,eleventh
2.9042,9.8056,tenth
6.2673,21.441,eleventh
8.9071,2.9593,eleventh
1.8699,1.1909,tenth
5.3604,27.858,eleventh
3.0199,2.7971,tenth
6.1924,13.591,tenth
7.1569,10.933,ninth
0.57259,8.4248,tenth
4.5203,9.3392,ninth
4.3106,18.325,twelfth
6.7487,13.811,twelfth
3.899,16.956,tenth
9.4368,19.918,ninth
0.95052,18.048,tenth
6.6187,17.951,tenth
6.5299,18.86,tenth
6.8404,5.0164,eleventh
4.8163,6.3526,ninth
1.8555,10.375,ninth
7.972,14.231,twelfth
6.2372,13.737,tenth
0.95304,13.486,twelfth
1.8087,15.889,eleventh
4.1504,6.632,eleventh
8.4222,6.6366,tenth
6.1838,26.4,eleventh
2.6791,11.004,tenth
5.5945,26.48,eleventh
2.4607,16.802,ninth
1.3579,18.773,tenth
5.2092,23.573,twelfth
6.4427,17.394,eleventh
7.4058,18.668,twelfth
4.4858,6.2731,tenth
3.4532,18.288,twelfth
0.835,13.464,eleventh
5.4712,28.364,twelfth
2.0985,19.22,ninth
8.7079,11.479,ninth
8.6307,24.599,ninth
9.5057,23.851,ninth
0.82298,26.668,twelfth
1.1375,2.2754,eleventh
3.6465,2.777,tenth
2.1225,13.777,eleventh
4.9683,2.9355,tenth
3.1707,0.75755,tenth
6.4407,18.262,twelfth
5.9834,16.166,ninth
3.5795,13.879,tenth
1.5049,0.71023,tenth
4.7934,5.4133,twelfth
1.7513,21.738,eleventh
0.69746,2.6917,tenth
6.9492,10.486,tenth
0.10302,7.5612,tenth
0.22457,7.3413,tenth
5.4211,15.951,tenth
9.281,5.6695,ninth
8.6035,18.41,tenth
6.0662,8.0149,twelfth
3.0535,4.5277,eleventh
4.8305,3.3686,eleventh
6.7799,27.58,eleventh
5.2476,8.3838,ninth
9.6663,19.305,tenth
2.6486,25.096,twelfth
6.663,8.0248,tenth
7.1831,4.0778,twelfth
7.1118,7.0577,eleventh
2.8146,13.916,tenth
9.4869,11.984,ninth
8.5909,19.828,eleventh
3.2872,3.4168,tenth
7.9782,3.8878,twelfth
8.3823,14.899,ninth
2.6671,20.558,twelfth
7.6495,22.098,ninth
8.9619,0.62095,tenth
2.5509,6.1653,tenth
5.1904,1.7007,tenth
3.976,23.449,eleventh
7.0944,1.5278,ninth
4.682,21.407,ninth
1.0688,1.2181,tenth
6.0988,29.561,twelfth
9.5455,18.999,tenth
8.1324,4.4782,ninth
2.4897,17.538,ninth
6.5768,0.22018,twelfth
9.0501,6.0298,twelfth
5.7408,11.031,tenth
0.99818,3.9409,ninth
5.8107,9.9212,ninth
8.308,10.555,twelfth
0.81294,14.932,tenth
7.4111,25.85,eleventh
9.9668,19.34,eleventh
4.6235,3.0696,tenth
0.87821,11.189,ninth
5.073,14.513,ninth
7.2124,14.998,twelfth
0.56021,10.512,eleventh
2.9812,5.6549,eleventh
1.9088,14.791,eleventh
8.9471,11.701,ninth
9.8626,29.456,twelfth
8.2394,12.902,ninth
7.1669,6.8337,tenth
8.7519,10.14,tenth
4.1455,16.52,twelfth
3.4934,5.0519,ninth
9.008,14.15,tenth
3.9428,26.095,eleventh
6.4997,17.004,ninth
1.3455,12.093,tenth
5.6867,13.393,eleventh
0.70055,2.9213,tenth
1.0277,4.7845,tenth
6.2648,2.4163,tenth
4.8901,0.51562,tenth
3.2678,25.732,ninth
0.02448,1.2262,ninth
9.9896,16.622,tenth
4.8421,19.846,ninth
6.6373,8.1872,twelfth
5.726,28.253,eleventh
0.89027,16.743,ninth
7.6026,5.9596,twelfth
0.41982,10.348,eleventh
4.828,16.381,eleventh
4.8591,7.8666,twelfth
1.273,16.556,eleventh
9.9469,17.527,tenth
6.9621,23.573,ninth
7.2795,18.714,tenth
2.8046,0.48702,tenth
7.9636,4.4299,tenth
6.486,15.077,ninth
5.7148,20.662,eleventh
2.5368,19.683,twelfth
5.3132,12.016,twelfth
7.1789,23.591,eleventh
1.271,10.346,twelfth
7.2401,4.1469,ninth
8.446,18.953,eleventh
3.7521,14.351,ninth
3.2612,6.4218,eleventh
1.5002,17.665,ninth
3.2939,9.7689,ninth
7.3016,5.9708,ninth
5.0663,13.176,tenth
7.6326,5.4657,tenth
4.6773,0.66717,eleventh
3.9768,20.263,twelfth
8.8467,14.758,twelfth
9.9913,8.0279,eleventh
9.3438,12.871,tenth
4.8862,1.7514,tenth
7.3554,0.052544,ninth
9.1338,14.983,tenth
5.4108,9.2158,twelfth
1.7616,2.3428,twelfth
7.0565,0.47602,eleventh
6.6334,1.3611,eleventh
3.3145,18.253,tenth
7.1041,17.7,ninth
0.57873,6.3733,eleventh
1.197,7.6223,twelfth
6.4944,0.67359,eleventh
4.7934,0.12509,tenth
5.5434,23.562,twelfth
6.1601,17.791,ninth
9.713,24.944,twelfth
0.6897,16.873,eleventh
5.4593,12.147,ninth
3.9311,1.572,eleventh
0.21692,9.6414,ninth
9.2938,23.493,ninth
4.5758,18.278,ninth
9.3031,9.9298,tenth
2.3725,15.318,eleventh
2.6673,9.1613,tenth
9.5621,13.412,ninth
0.93111,20.136,twelfth
3.0324,6.7816,twelfth
7.2656,28.295,twelfth
1.3426,18.848,twelfth
5.9909,28.919,eleventh
0.3063,24.014,twelfth
5.7463,10.885,twelfth
7.8947,4.0661,twelfth
4.1373,1.77,tenth
2.6229,2.0428,ninth
5.2917,9.8815,tenth
3.2906,11.938,twelfth
5.6823,2.7747,twelfth
9.2778,24.575,ninth
9.7354,25.641,ninth
9.5798,7.7041,eleventh
0.75774,5.7803,twelfth
5.1616,3.3493,twelfth
8.6848,7.7377,ninth
6.4095,27.261,ninth
4.2199,13.33,eleventh
8.8857,4.3431,eleventh
2.8674,5.2197,tenth
2.2505,9.7898,ninth
9.3929,21.538,twelfth
3.8999,17.309,ninth
2.3881,2.5815,ninth
4.8006,21.84,eleventh
3.3909,1.2221,tenth
5.4983,3.2444,twelfth
0.6191,11.646,twelfth
8.5188,17.564,ninth
2.0487,6.8603,tenth
8.3718,16.346,ninth
7.8579,26.73,ninth
7.8853,26.907,eleventh
8.9132,7.9052,eleventh
7.685,27.932,eleventh
0.48908,12.781,tenth
3.3378,12.879,ninth
7.135,17.949,ninth
8.9769,26.45,eleventh
3.3256,29.169,ninth
1.5461,0.67416,tenth
7.1083,1.461,eleventh
4.1576,21.799,eleventh
6.8289,19.17,eleventh
3.5988,15.796,eleventh
3.1891,7.9184,eleventh
9.8287,2.9333,ninth
8.4543,4.8716,twelfth
5.1657,10.202,tenth
7.2347,16.772,tenth
4.7019,14.703,tenth
4.9256,2.6316,tenth
3.2278,13.853,eleventh
4.7168,12.147,eleventh
2.1984,15.41,eleventh
7.7706,27.592,twelfth
4.9521,0.49102,eleventh
0.2681,1.7266,twelfth
2.6451,3.1805,tenth
8.45,3.9725,eleventh
1.2855,12.924,eleventh
3.0324,3.7569,twelfth
0.16231,16.109,tenth
2.2396,27.268,twelfth
4.0907,17.083,twelfth
2.6631,10.515,ninth
8.9778,7.8294,eleventh
9.4393,24.018,ninth
9.7794,3.1169,ninth
9.7227,29.789,twelfth
9.4397,15.971,twelfth
1.7526,4.7744,twelfth
7.0014,27.972,twelfth
2.16,4.2531,tenth
4.5526,11.095,tenth
1.2468,13.449,twelfth
5.2733,2.0029,tenth
8.7135,17.258,tenth
3.1334,23.096,twelfth
3.4097,25.34,twelfth
1.8783,28.391,ninth
6.8509,5.419,eleventh
7.6059,13.655,ninth
9.7857,24.044,twelfth
6.1315,1.6771,twelfth
3.2257,23.38,eleventh
6.9696,10.763,twelfth
8.5023,7.5195,eleventh
3.7935,20.218,eleventh
1.5951,4.8407,eleventh
8.2801,27.728,eleventh
0.30824,5.2135,ninth
8.5315,1.3184,twelfth
8.426,12.697,eleventh
3.4113,13.978,twelfth
5.098,15.824,ninth
2.6618,19.472,eleventh
5.5406,6.1166,tenth
3.0028,26.434,eleventh
3.2348,15.783,tenth
2.1132,3.334,eleventh
4.4779,1.0432,tenth
7.752,0.59539,eleventh
2.6212,2.8652,tenth
9.8242,13.727,ninth
6.7738,10.461,twelfth
0.66897,15.697,ninth
6.933,9.5111,eleventh
4.4076,25.909,ninth
0.44081,3.4173,twelfth
5.7631,8.5829,ninth
6.8348,22.131,twelfth
5.4347,24.362,ninth
7.2686,21.704,eleventh
8.8803,29.893,twelfth
4.7886,10.623,twelfth
4.2297,7.0265,twelfth
7.4861,3.3049,ninth
9.1012,12.749,eleventh
2.1513,8.0608,tenth
8.7518,19.757,eleventh
1.4553,9.7424,eleventh
1.2529,5.1063,eleventh
2.5189,7.0625,eleventh
4.7349,24.152,ninth
9.5062,2.35,twelfth
0.86986,13.836,tenth
0.32862,13.984,twelfth
6.1522,11.772,ninth
8.0877,4.6759,tenth
3.5203,5.1199,eleventh
8.1824,9.5457,tenth
5.1064,17.083,twelfth
9.0593,10.644,tenth
9.5952,27.797,ninth
1.2904,10.786,tenth
6.3853,28.694,twelfth
0.31461,6.6188,tenth
8.304,2.5815,ninth
2.2648,3.8602,eleventh
5.7773,21.609,twelfth
1.0379,28.997,ninth
6.0074,13.084,eleventh
0.19277,25.409,twelfth
3.2581,3.8093,eleventh
9.111,3.9911,tenth
2.012,10.01,ninth
5.2063,14.921,tenth
5.8809,0.25118,tenth
2.6703,22.218,eleventh
4.8854,3.1685,tenth
8.6526,17.604,ninth
1.6247,27.755,eleventh
3.9708,6.6031,ninth
7.851,7.5684,ninth
6.4967,16.2,tenth
0.55511,0.027541,eleventh
7.5391,6.7442,tenth
8.7689,16.229,eleventh
5.6705,20.398,ninth
4.4676,22.747,eleventh
1.4115,8.1986,tenth
8.0367,15.856,tenth
0.072719,3.4302,tenth
6.4426,9.3874,tenth
5.0327,4.9748,ninth
0.19638,6.9815,eleventh
2.1864,20.732,twelfth
0.17565,4.392,tenth
1.4688,20.059,ninth
8.2743,24.443,twelfth
4.9695,8.96,twelfth
0.74698,0.79234,eleventh
9.7091,18.651,twelfth
9.1884,14.476,eleventh
2.248,19.212,twelfth
2.4736,3.0609,tenth
3.2105,3.1275,tenth
5.84,11.471,twelfth
3.4071,26.177,twelfth
9.2339,15.084,eleventh
5.414,18.112,ninth
9.7599,8.1758,tenth
6.1472,27.661,twelfth
1.3301,3.7781,tenth
3.055,18.583,tenth
5.0919,17.271,eleventh
8.1264,12.828,eleventh
1.628,3.3613,tenth
7.083,14.371,eleventh
5.5645,2.9215,twelfth
3.2314,21.593,twelfth
9.5236,14.615,tenth
1.8323,19.327,eleventh
7.2028,3.6002,twelfth
0.92543,4.2618,twelfth
5.7502,21.042,eleventh
6.0416,4.768,ninth
3.8341,5.3285,eleventh
4.1026,21.942,eleventh
6.7439,14.577,twelfth
8.9659,22.803,twelfth
5.043,15.738,eleventh
8.7083,29.542,twelfth
5.7192,28.648,twelfth
4.1094,17.26,ninth
9.0822,22.053,eleventh
4.2787,16.387,eleventh
1.8781,0.37952,tenth
9.3652,13.085,ninth
5.9775,3.8696,tenth
4.5513,12.974,ninth
4.4764,14.318,ninth
8.2892,5.4074,tenth
2.8515,24.046,eleventh
1.0131,17.911,ninth
9.5095,19.322,tenth
7.4901,9.0902,tenth
0.49332,7.0692,ninth
3.1381,9.4776,eleventh
5.7356,17.776,eleventh
6.2871,4.9302,twelfth
9.463,18.848,tenth
3.3397,19.487,twelfth
0.15251,3.7855,tenth
5.4643,21.948,ninth
3.3125,16.851,tenth
0.67282,9.1827,ninth
0.83273,9.0541,tenth
8.7283,5.3511,tenth
5.4796,7.0651,ninth
2.0927,17.626,tenth
6.1151,28.421,twelfth
5.6641,15.59,ninth
3.1025,22.601,twelfth
2.4918,27.269,eleventh
1.1539,18.698,eleventh
0.14483,11.624,tenth
5.5794,4.0568,twelfth
2.7182,13.273,tenth
7.3963,25.964,eleventh
8.4175,16.945,tenth
1.5125,0.7351,twelfth
6.1914,10.742,twelfth
8.5882,25.239,ninth
7.4579,13.856,tenth
0.32301,1.8746,tenth
2.5767,6.9125,tenth
2.4478,27.17,eleventh
5.6032,7.0722,tenth
9.3241,25.602,twelfth
5.5975,1.3273,eleventh
7.7716,7.9306,tenth
0.40632,3.9273,twelfth
3.4572,13.583,ninth
5.9946,21.385,twelfth
6.6342,7.1926,eleventh
7.9941,16.146,twelfth
1.159,24.384,eleventh
4.4568,23.618,twelfth
9.4718,9.5408,twelfth
9.7697,29.585,twelfth
8.5406,18.904,tenth
9.104,5.6865,ninth
0.13984,24.117,ninth
4.7949,9.4241,twelfth
9.6486,15.002,tenth
9.4105,8.4358,tenth
7.7678,18.811,ninth
1.022,9.5427,eleventh
5.9273,7.4581,tenth
4.1142,0.64792,tenth
1.1681,13.431,twelfth
8.5126,15.867,tenth
8.0547,15.395,twelfth
7.3563,23.656,eleventh
1.9442,16.924,ninth
0.27447,21.795,ninth
4.7735,21.471,ninth
7.2236,20.474,eleventh
9.4899,12.182,eleventh
2.269,0.66743,tenth
6.9208,6.6724,ninth
5.4344,18.622,eleventh
3.9156,6.7925,ninth
0.91796,1.4463,eleventh
3.1082,11.5,tenth
1.4077,7.5083,twelfth
9.7051,8.8327,twelfth
6.9955,19.943,ninth
8.0018,14.18,eleventh
1.6134,6.6447,twelfth
5.1625,5.5974,ninth
6.5847,8.4766,ninth
4.9372,25.149,ninth
3.8506,3.2889,tenth
9.8656,9.7468,ninth
3.4441,28.768,twelfth
1.0138,17.407,tenth
9.2444,1.4319,tenth
4.797,15.817,tenth
7.8737,8.4396,tenth
3.9015,2.722,tenth
0.092092,3.2193,twelfth
1.1161,23.487,eleventh
4.561,6.1406,twelfth
4.6319,29.651,eleventh
8.7888,3.7161,ninth
8.8887,10.316,eleventh
3.3662,9.5424,ninth
4.6297,2.05,ninth
8.2797,16.997,twelfth
1.7683,15.684,twelfth
4.7822,11.523,twelfth
0.3861,21.567,eleventh
0.51389,6.109,tenth
9.5756,13.095,tenth
2.6434,0.19948,tenth
8.8785,5.6256,ninth
3.9069,23.899,twelfth
3.602,8.2011,ninth
2.0656,13.43,twelfth
7.851,12.424,tenth
5.3817,9.6814,eleventh
8.2375,2.0602,twelfth
5.4471,7.5673,twelfth
8.6543,4.2578,tenth
3.4734,11.537,twelfth
2.5514,26.05,ninth
9.7431,3.6911,ninth
2.0887,4.7665,eleventh
7.9414,8.4503,tenth
2.3805,3.1356,tenth
1.926,7.741,tenth
5.5005,5.4822,tenth
3.9253,23.154,twelfth
9.3445,13.877,eleventh
2.2375,8.8602,twelfth
8.1211,15.394,ninth
6.1539,0.023519,tenth
5.0393,12.072,tenth
7.4289,27.965,ninth
0.10729,19.92,ninth
9.4095,14.305,twelfth
6.0842,10.524,tenth
7.5281,10.863,tenth
2.9414,13.056,ninth
1.1803,7.1905,ninth
0.09948,9.2065,ninth
8.4059,14.534,tenth
9.744,2.0464,tenth
3.1485,10.776,ninth
4.7872,19.662,twelfth
5.0696,7.4715,ninth
5.1849,10.052,twelfth
4.1466,9.306,twelfth
2.0377,13.157,ninth
9.9029,16.125,ninth
8.9783,16.57,tenth
4.7162,3.5283,tenth
9.8634,20.064,ninth
7.3473,6.084,twelfth
6.3906,11.776,tenth
7.493,15.758,ninth
8.955,4.1763,tenth
0.13146,12.661,ninth
5.9475,13.872,twelfth
3.1699,3.7095,eleventh
8.7362,19.392,tenth
4.6625,7.9855,tenth
9.8572,29.032,eleventh
5.3914,28.432,ninth
4.4421,18.604,tenth
9.2935,13.766,tenth
1.434,27.869,twelfth
1.8334,26.495,twelfth
7.9178,21.638,twelfth
9.3227,5.7778,eleventh
4.7605,18.956,ninth
7.0301,23.474,ninth
5.6962,13.045,tenth
9.1088,19.141,ninth
4.6327,11.51,eleventh
9.0627,14.66,twelfth
2.5483,6.4074,eleventh
3.3897,9.7803,eleventh
4.4145,0.6908,eleventh
8.0587,28.561,eleventh
6.7261,16.246,eleventh
