study_hours,test_score,grade_level
7.127,18.573,eleventh
9.9232,15.527,eleventh
5.3154,20.521,tenth
8.348,9.0223,ninth
7.8409,18.882,eleventh
2.1138,7.8486,eleventh
0.20367,2.7391,ninth
9.9741,24.353,tenth
2.422,18.165,twelfth
2.4356,25.838,ninth
9.1661,28.743,ninth
8.0774,20.113,eleventh
1.7312,24.547,tenth
0.63807,22.137,ninth
8.9227,19.452,ninth
2.4641,25,tenth
6.038,13.265,tenth
2.2489,22.497,tenth
2.4125,10.641,tenth
7.3147,6.9769,twelfth
0.82966,26.197,eleventh
8.7211,14.047,ninth
8.0118,29.885,twelfth
5.4708,18.13,eleventh
3.5396,27.106,tenth
3.9316,18.245,eleventh
7.2221,3.5704,twelfth
4.7479,16.817,eleventh
0.68236,19.934,eleventh
1.3498,5.7877,tenth
3.9076,11.442,tenth
2.7046,25.815,tenth
3.9967,4.6393,tenth
6.7351,19.049,eleventh
8.7482,29.675,twelfth
6.1867,22.42,twelfth
9.8114,18.532,eleventh
2.1158,7.1529,ninth
3.579,22.084,twelfth
8.7871,6.8416,ninth
5.9497,3.6309,tenth
8.5234,22.782,ninth
2.9981,29.65,tenth
0.46644,5.6958,ninth
7.2218,17.257,eleventh
4.6917,22.321,eleventh
2.5595,6.3356,tenth
3.9447,6.2554,ninth
8.075,12.908,tenth
0.69642,8.1986,tenth
0.31336,5.3128,tenth
0.11029,15.787,eleventh
3.6994,18.063,eleventh
8.8482,21.796,ninth
9.4949,4.4562,eleventh
7.5157,27.896,eleventh
6.4863,18.008,tenth
4.8804,16.742,eleventh
3.9363,8.0653,twelfth
5.4261,26.066,twelfth
0.41902,27.313,twelfth
4.1944,11.773,tenth
8.3301,26.553,ninth
4.4193,7.6918,twelfth
1.7484,0.2206,twelfth
5.0899,16.178,ninth
6.5652,6.3472,twelfth
3.655,29.487,tenth
7.2034,4.8482,twelfth
6.7294,3.5468,tenth
8.2212,4.5442,ninth
2.6725,21.053,ninth
5.7009,26.573,twelfth
5.974,16.812,eleventh
0.94141,7.0074,ninth
5.6468,20.693,twelfth
4.0332,19.143,tenth
4.3681,17.51,eleventh
7.2879,1.0828,tenth
0.37708,28.437,ninth
9.631,18.748,tenth
1.126,11.107,twelfth
4.5795,27.619,tenth
2.3237,14.805,tenth
3.888,15.723,eleventh
5.4353,14.296,tenth
2.8751,9.3217,tenth
7.6308,1.2608,ninth
5.2667,9.705,tenth
5.4709,24.925,eleventh
2.4377,1.6846,ninth
6.9092,26.854,eleventh
1.4809,5.5837,eleventh
9.68,24.378,ninth
9.7685,10.619,twelfth
6.8415,6.8536,tenth
1.6482,12.377,tenth
9.1726,25.046,ninth
6.0015,27.621,twelfth
2.7089,5.6523,twelfth
2.409,9.3096,ninth
5.047,13.923,ninth
3.4769,29.791,twelfth
9.1934,18.663,ninth
1.5477,11.412,ninth
6.5058,10.198,eleventh
5.7775,18.612,eleventh
1.3502,4.9445,tenth
3.5453,17.389,eleventh
3.337,23.117,twelfth
5.1623,15.19,ninth
1.7646,24.606,twelfth
2.1804,13.357,tenth
3.6676,5.75,ninth
7.4115,8.9729,twelfth
6.3988,24.982,ninth
7.119,19.808,twelfth
9.9233,12.731,tenth
6.8763,11.536,eleventh
5.8982,24.704,tenth
4.9977,15.335,eleventh
4.7853,24.588,tenth
8.6869,0.74299,twelfth
1.7625,8.6385,twelfth
5.7431,22.827,tenth
2.8227,4.5782,eleventh
2.123,2.6284,ninth
7.2168,11.034,ninth
4.9654,10.148,tenth
3.5473,14.635,ninth
2.6211,18.894,ninth
2.6283,8.9035,twelfth
2.738,4.6736,twelfth
5.0149,8.5237,tenth
8.5164,16.155,eleventh
1.1054,24.166,tenth
7.4517,17.599,eleventh
9.2835,26.066,twelfth
6.5112,0.019558,eleventh
8.8247,23.378,tenth
8.8996,0.31995,tenth
5.4523,15.225,twelfth
6.1273,16.122,eleventh
0.67925,17.033,eleventh
2.859,25.818,ninth
1.9581,15.988,twelfth
8.4123,12.616,tenth
5.751,16.175,eleventh
4.9611,28.938,ninth
3.0963,20.349,twelfth
0.56552,15.826,eleventh
6.1106,18.751,eleventh
1.8253,17.935,eleventh
8.1588,0.008628,tenth
9.3999,5.8113,ninth
7.5235,21.793,tenth
4.463,17.838,eleventh
1.9458,16.247,eleventh
4.1173,19.806,tenth
9.4426,20.276,tenth
7.1113,0.92466,tenth
5.0256,3.7123,ninth
6.2098,5.2758,tenth
4.6862,14.773,tenth
0.98784,27.397,tenth
2.1001,3.026,ninth
7.6945,16.599,eleventh
5.7582,15.357,twelfth
6.2387,11.302,twelfth
4.9583,13.482,ninth
9.4884,16.654,eleventh
0.81275,17.803,eleventh
8.0551,22.731,ninth
0.93843,17.393,eleventh
0.75038,27.005,tenth
1.2057,5.9796,eleventh
1.7316,3.7357,twelfth
9.2666,6.9903,twelfth
1.0432,21.678,ninth
2.8973,15.039,eleventh
4.4451,1.7566,twelfth
2.682,11.794,tenth
2.1177,2.3844,ninth
1.6252,11.041,tenth
0.61485,20.425,twelfth
7.527,5.6458,twelfth
1.806,11.428,twelfth
8.6518,1.0062,tenth
2.4055,18.015,eleventh
4.3645,25.966,eleventh
9.1283,10.123,tenth
6.9175,1.1213,tenth
0.049333,12.537,ninth
5.4851,5.6915,twelfth
1.6275,7.5015,tenth
2.3407,9.9012,tenth
8.9956,18.013,eleventh
4.2752,26.036,eleventh
4.4961,3.0077,ninth
4.97,5.9076,twelfth
5.6265,29.039,twelfth
7.817,27.906,ninth
4.0901,16.688,eleventh
5.112,19.246,ninth
4.1327,0.82785,tenth
5.6382,25.165,ninth
3.0625,18.036,ninth
8.1582,3.2263,tenth
8.9158,15.727,eleventh
7.2569,11.261,tenth
2.4003,4.8081,tenth
4.6991,0.34422,twelfth
8.7766,11.467,ninth
0.61196,14.43,ninth
6.0381,1.1883,ninth
3.345,15.903,eleventh
7.8383,0.1631,twelfth
4.1643,0.54183,twelfth
3.5167,25.826,ninth
1.8492,12.703,twelfth
2.2856,10.299,tenth
8.3586,24.645,ninth
2.3891,18.68,ninth
9.457,27.902,tenth
6.1933,26.148,twelfth
6.0537,3.7981,twelfth
1.2605,13.124,twelfth
5.4307,10.285,twelfth
3.4266,4.5385,twelfth
9.9833,6.1402,tenth
2.0562,4.0558,eleventh
5.3903,15.06,twelfth
4.6278,20.011,twelfth
0.54447,13.241,twelfth
5.8836,17.582,eleventh
3.611,10.961,tenth
2.8982,14.067,tenth
1.1461,3.1803,tenth
6.8083,28.377,ninth
7.6499,26.773,twelfth
9.3923,12.007,twelfth
3.888,17.594,eleventh
2.5489,5.4734,twelfth
7.5463,9.5372,ninth
1.2199,20.569,twelfth
6.3517,27.192,twelfth
6.6166,26.2,eleventh
8.1126,12.525,eleventh
4.713,8.1195,ninth
8.362,27.28,ninth
7.3698,17.368,tenth
9.4232,8.898,ninth
4.8721,17.35,eleventh
9.6306,2.712,ninth
3.8221,14.572,twelfth
7.4194,24.668,ninth
6.3937,14.078,tenth
7.3255,10.733,tenth
8.023,18.769,tenth
7.1451,18.423,ninth
1.1915,0.95114,eleventh
1.2563,18.783,eleventh
7.1324,21.328,tenth
3.3962,15.761,twelfth
9.635,18.808,tenth
6.9029,8.8638,twelfth
6.8822,8.2345,tenth
1.8299,25.425,eleventh
6.1722,16.012,twelfth
9.1483,5.1454,twelfth
7.5938,4.9781,tenth
1.3966,3.469,ninth
5.3262,15.535,ninth
2.4244,23.443,twelfth
7.3986,8.6572,eleventh
8.7335,13.132,twelfth
7.7821,16.452,eleventh
4.688,14.244,tenth
9.5866,22.191,tenth
6.4645,27.55,twelfth
1.7988,5.6224,ninth
0.62041,25.159,twelfth
7.423,13.642,twelfth
9.3264,21.489,ninth
5.5015,17.492,eleventh
9.1876,23.459,ninth
0.99938,21.269,tenth
1.7986,17.295,ninth
2.0102,16.322,eleventh
9.5708,21.876,ninth
1.128,19.542,twelfth
5.3319,13.111,twelfth
7.9981,22.717,twelfth
9.6897,17.568,eleventh
0.79387,20.547,twelfth
1.247,23.072,twelfth
8.0167,3.1547,tenth
9.1588,0.86309,ninth
2.6676,10.7,ninth
5.6084,2.6901,tenth
0.61543,16.65,eleventh
8.3926,17.273,eleventh
0.9334,25.077,twelfth
3.7416,23.759,ninth
5.3616,22.765,tenth
6.5393,23.485,tenth
9.2688,1.1875,ninth
8.4229,4.7178,tenth
5.1967,22.524,twelfth
7.0865,18.001,eleventh
2.1607,18.826,tenth
5.2728,20.399,tenth
2.4588,18.212,ninth
6.2639,15.949,ninth
2.6425,11.017,tenth
7.051,17.243,ninth
5.9019,17.059,eleventh
0.44152,16.053,tenth
0.94806,4.4378,tenth
3.7709,12.882,twelfth
9.4108,12.512,tenth
9.3639,10.632,twelfth
9.9203,15.471,eleventh
3.9657,20.558,ninth
4.427,15.316,eleventh
9.2254,6.099,ninth
6.6174,27.64,tenth
3.6219,15.892,eleventh
8.2885,2.1815,tenth
2.6957,11.215,ninth
1.307,12.981,tenth
0.044766,26.106,tenth
5.8972,23.168,twelfth
3.5134,28.276,ninth
4.7468,19.796,ninth
4.8828,8.4262,ninth
8.9616,11.448,twelfth
9.1868,21.624,tenth
9.3145,5.9363,tenth
1.052,18.483,ninth
8.3715,28.838,ninth
9.8399,15.949,eleventh
4.9157,4.0563,ninth
7.9047,12.972,tenth
9.4483,14.172,eleventh
8.7637,16.847,eleventh
6.5035,17.447,eleventh
9.6125,5.95,ninth
2.7265,13.951,ninth
5.3257,5.3515,ninth
1.0107,29.463,tenth
5.1146,1.0172,ninth
1.1196,23.202,eleventh
7.5707,19.755,twelfth
1.7184,20.459,twelfth
7.5612,8.5171,ninth
7.7448,29.474,twelfth
3.6269,16.779,eleventh
9.7094,5.0222,tenth
6.6919,16.791,eleventh
5.1843,16.131,eleventh
3.0375,3.8203,twelfth
7.4344,19.297,ninth
7.5264,28.464,ninth
7.7511,17.345,eleventh
9.3212,20.723,eleventh
4.8947,5.4511,ninth
9.7849,7.2644,ninth
1.6441,8.1666,twelfth
8.9513,10.564,twelfth
1.9104,0.88881,ninth
6.9087,29.662,ninth
6.0243,12.327,ninth
4.3931,29.708,ninth
6.5957,0.22003,tenth
4.7922,16.328,tenth
4.8552,17.834,eleventh
3.6024,0.72552,eleventh
7.374,14.386,ninth
7.4158,2.6536,twelfth
8.9656,24.646,twelfth
8.2393,16.298,eleventh
3.0419,18.445,tenth
4.6156,6.5329,twelfth
5.303,29.86,twelfth
2.6298,26.585,ninth
8.4409,15.928,eleventh
2.5227,26.611,twelfth
4.8836,16.306,eleventh
8.0145,24.025,tenth
8.4123,13.058,twelfth
4.051,0.015616,twelfth
4.1962,10.43,ninth
1.4132,18.661,twelfth
6.8517,13.057,twelfth
2.2917,14.843,ninth
0.01553,1.4318,ninth
2.5798,19.758,ninth
6.5511,18.994,eleventh
8.3816,16.015,twelfth
2.1591,4.0575,tenth
0.56913,23.468,twelfth
1.9195,4.7265,eleventh
1.9573,11.023,tenth
8.6347,15.75,eleventh
1.3795,15.086,ninth
0.67058,24.552,ninth
3.1041,12.975,twelfth
7.1553,2.6978,tenth
0.76364,22.869,tenth
7.1528,7.9035,tenth
6.1199,7.724,ninth
5.7597,21.44,ninth
0.31105,28.538,ninth
0.87983,15.938,ninth
3.9441,16.676,ninth
6.0747,7.8946,tenth
9.5053,15.296,eleventh
9.0682,10.098,ninth
2.5593,15.385,tenth
1.1226,23.138,ninth
9.9472,1.6107,tenth
4.9913,3.3964,eleventh
4.341,27.511,ninth
3.1485,17.457,tenth
3.8777,17.878,eleventh
4.0798,14.029,tenth
8.3845,17.366,eleventh
1.8655,24.873,ninth
4.7839,0.58964,tenth
8.6869,9.8974,ninth
0.39035,6.0338,ninth
7.3833,2.6213,twelfth
8.2486,9.456,twelfth
1.5531,2.718,twelfth
0.85215,19.465,ninth
8.9448,27.102,twelfth
1.3313,18.466,eleventh
7.8016,0.31762,ninth
7.7438,21.54,twelfth
8.8793,18.147,eleventh
1.4005,16.811,eleventh
8.5127,11.311,twelfth
0.26777,4.0148,twelfth
7.0503,25.166,ninth
9.5042,12.572,twelfth
8.0671,1.2399,eleventh
6.1139,9.1407,eleventh
1.0878,5.8404,twelfth
6.9674,16.63,eleventh
0.92155,18.896,eleventh
3.0651,25.948,ninth
5.3643,18.355,eleventh
1.5245,16.77,twelfth
6.8614,24.924,twelfth
6.4723,13.514,twelfth
4.0216,16.985,eleventh
3.9274,8.7883,ninth
3.763,8.2566,twelfth
1.5201,4.9198,twelfth
4.2191,18.557,eleventh
1.5397,28.633,tenth
3.3142,15.249,ninth
4.1605,25.901,twelfth
3.2205,21.596,twelfth
3.2035,16.374,twelfth
5.9502,28.543,tenth
7.1135,28.069,twelfth
1.9501,22.123,tenth
0.06117,13.586,tenth
3.5649,16.328,eleventh
1.0559,25.833,twelfth
6.2891,11.034,tenth
4.8021,7.3757,tenth
0.59973,29.819,ninth
4.5281,27.614,ninth
6.8568,18.727,ninth
3.6194,24.098,twelfth
3.0655,7.4094,twelfth
2.0516,12.838,ninth
5.2405,10.224,eleventh
0.57268,23.512,eleventh
8.8229,19.449,eleventh
9.6155,8.8624,twelfth
7.2553,4.1781,twelfth
8.459,4.3398,twelfth
2.0526,11.264,ninth
7.5564,16.416,eleventh
0.38657,27.3,ninth
8.4169,4.5074,twelfth
4.6892,20.006,eleventh
1.7482,19.196,tenth
3.1274,29.204,twelfth
2.0452,5.8456,tenth
9.9463,16.781,tenth
2.0354,2.5022,eleventh
8.8757,22.194,twelfth
6.2095,17.918,ninth
3.6468,15.882,tenth
5.505,17.764,eleventh
4.9648,0.0028753,twelfth
2.4662,26.33,twelfth
8.9451,9.0417,twelfth
1.6946,18.239,ninth
0.76198,26.877,ninth
3.9455,23.051,ninth
2.3491,25.178,ninth
1.5892,18.956,ninth
5.7864,10.807,tenth
5.2922,17.092,eleventh
8.7576,9.057,tenth
2.6154,7.6627,tenth
6.011,19.231,eleventh
0.84396,13.267,tenth
7.894,16.841,eleventh
6.0682,29.861,ninth
0.81664,17.552,eleventh
1.4393,26.625,ninth
3.6263,25.627,ninth
9.8662,0.044778,ninth
3.4027,18.478,tenth
4.8421,8.5746,twelfth
0.97175,21.978,twelfth
1.5361,11.808,twelfth
0.13995,0.40812,twelfth
1.3131,13.319,twelfth
6.066,23.588,tenth
6.7623,7.2555,tenth
5.222,14.527,ninth
4.1462,16.673,ninth
8.7562,23.271,tenth
8.6071,2.9686,tenth
6.9764,20.918,twelfth
7.5767,12.55,tenth
7.7369,10.031,tenth
1.4987,19.308,eleventh
8.3503,12.45,ninth
8.3315,19.337,eleventh
5.8281,19.215,twelfth
9.4875,6.5338,twelfth
2.4825,11.173,twelfth
8.7069,4.2811,ninth
9.4258,8.272,twelfth
2.1534,27.87,eleventh
6.0091,8.0057,tenth
9.604,24.586,eleventh
1.7248,29.186,twelfth
0.60349,4.9628,twelfth
2.9358,25.777,twelfth
8.8843,17.714,twelfth
0.60946,15.703,eleventh
2.7389,15.676,eleventh
9.4037,29.861,tenth
2.2656,15.361,eleventh
5.0909,17.546,twelfth
6.5305,10.093,ninth
1.7861,16.993,eleventh
4.1583,24.839,tenth
5.6905,19.111,tenth
7.7139,5.8033,tenth
0.87408,17.341,eleventh
4.4439,16.671,eleventh
0.78128,18.786,eleventh
2.9371,17.289,eleventh
8.6821,2.2341,ninth
0.7326,16.576,eleventh
7.7066,3.0823,twelfth
4.3586,19.859,eleventh
2.8824,9.7583,tenth
8.7522,4.6382,eleventh
8.0451,15.652,eleventh
4.6419,29.762,twelfth
6.5871,10.187,eleventh
3.6227,29.198,tenth
8.3507,12.896,twelfth
5.3063,22.677,ninth
6.052,17.795,eleventh
7.1013,2.8881,tenth
5.0059,15.093,twelfth
2.2667,5.3782,twelfth
4.6159,21.862,twelfth
8.9171,7.3683,twelfth
3.4874,13.032,ninth
2.3571,18.753,eleventh
9.5729,8.5596,ninth
3.27,16.483,eleventh
3.9482,0.38132,ninth
5.1558,5.8212,tenth
8.5373,16.918,eleventh
4.9324,6.7002,eleventh
2.4945,6.0373,tenth
4.8811,17.726,ninth
1.0424,21.202,ninth
7.8044,0.78482,tenth
9.2488,17.249,eleventh
8.9478,14.748,ninth
0.39706,27.218,ninth
1.2864,3.0308,ninth
9.1158,26.234,tenth
9.7015,3.2612,twelfth
1.3736,2.3731,twelfth
3.5207,24.195,twelfth
5.4298,9.8051,tenth
6.1848,22.759,twelfth
0.34468,19.038,eleventh
4.7766,18.422,eleventh
4.5817,17.304,eleventh
0.73197,19.783,twelfth
8.206,12.313,ninth
0.2206,16.191,tenth
3.2218,23.224,tenth
8.9721,18.068,eleventh
9.4444,8.3675,tenth
2.8363,17.033,eleventh
0.0066711,3.1968,tenth
8.1362,9.173,twelfth
0.22464,17.027,tenth
6.4062,16.618,tenth
5.5543,6.8188,tenth
3.5098,27.474,tenth
5.0369,0.35432,eleventh
3.1155,1.4423,tenth
1.7191,9.7125,ninth
1.842,13.48,tenth
1.2677,19.492,twelfth
1.7248,19.446,ninth
5.4456,1.1187,twelfth
3.5453,11.899,tenth
9.0421,20.478,eleventh
3.986,24.76,tenth
0.70734,29.445,eleventh
0.8965,15.899,eleventh
5.5424,7.7309,twelfth
8.3611,17.004,eleventh
1.8553,17.402,twelfth
9.1787,23.185,tenth
2.7635,17.126,eleventh
4.742,15.604,twelfth
4.0986,0.34397,tenth
1.2248,16.061,eleventh
2.6387,5.3738,tenth
9.474,17.928,tenth
4.1667,10.491,twelfth
2.1033,18.451,twelfth
9.3123,24.795,ninth
0.65851,29.392,ninth
8.2851,9.9038,ninth
1.0032,28.912,tenth
2.2593,21.639,eleventh
4.9047,27.793,twelfth
7.2058,8.0893,twelfth
8.1404,25.732,tenth
6.3283,3.3362,ninth
9.4278,17.956,eleventh
1.6286,19.61,ninth
4.8848,7.6281,twelfth
7.4999,0.22136,twelfth
9.1827,12.192,ninth
