region_index,income,sector
5.0285,27.304,Manufacturing
7.3412,1.3469,Manufacturing
2.6857,18.617,Tech
0.56088,13.772,Services
5.0869,8.6179,Manufacturing
9.472,19.844,Manufacturing
4.7964,5.0761,Services
5.5533,0.16305,Services
0.718,7.053,Services
8.2878,7.9531,Agriculture
3.0879,8.2289,Tech
6.6878,8.7958,Agriculture
8.1057,1.2826,Services
7.1156,5.9663,Services
4.1273,16.425,Agriculture
6.294,8.5118,Services
6.432,15.903,Tech
2.8733,15.968,Services
5.8125,29.729,Tech
3.4987,7.8081,Manufacturing
0.83043,15.544,Services
5.5296,10.456,Manufacturing
0.94877,6.5036,Manufacturing
3.3917,20.829,Agriculture
2.1312,7.9575,Services
2.9178,7.4825,Tech
7.513,10.856,Agriculture
7.9179,7.5806,Tech
3.0089,28.74,Tech
7.4806,6.7688,Tech
5.1696,26.387,Manufacturing
7.5184,28.375,Tech
3.9564,0.39089,Services
4.8461,5.2502,Agriculture
1.5256,16.219,Tech
5.5477,19.564,Manufacturing
5.5026,19.867,Agriculture
7.9888,29.849,Agriculture
6.5066,12.627,Services
2.9447,23.345,Manufacturing
1.8499,28.769,Agriculture
0.74715,10.278,Agriculture
5.6243,3.5123,Agriculture
7.4215,17.865,Agriculture
8.6141,19.454,Tech
4.9819,6.5163,Services
6.1555,27.923,Tech
7.3117,27.61,Agriculture
9.8077,11.787,Agriculture
7.3352,16.386,Agriculture
6.246,4.3319,Services
7.7346,5.7849,Services
0.19941,21.793,Agriculture
4.7054,25.154,Manufacturing
8.9736,11.814,Agriculture
9.1722,11.046,Manufacturing
1.405,2.1332,Tech
7.2741,9.0527,Tech
0.36779,7.9381,Agriculture
4.9279,18.078,Manufacturing
9.3015,14.636,Agriculture
9.1502,15.963,Tech
9.9007,1.4403,Manufacturing
5.8993,24.153,Manufacturing
4.4052,17.684,Services
2.8117,2.6801,Tech
4.3863,2.0634,Manufacturing
0.14457,22.553,Manufacturing
4.3342,16.165,Services
2.0371,0.35331,Tech
5.964,9.59,Tech
3.2757,5.7669,Agriculture
3.7734,29.019,Manufacturing
6.8065,6.6384,Manufacturing
9.27,7.4519,Services
3.0384,2.7845,Agriculture
9.1318,8.7791,Services
8.3851,12.226,Tech
1.3371,14.11,Manufacturing
0.44565,10.894,Services
1.5645,28.667,Manufacturing
0.46871,15.814,Services
4.2312,3.7019,Agriculture
0.39108,3.0694,Services
8.314,5.9514,Manufacturing
4.6603,28.658,Tech
1.6736,26.443,Manufacturing
6.029,4.7512,Tech
0.016048,17.809,Manufacturing
9.8692,4.2643,Agriculture
5.8993,7.3578,Tech
8.8918,4.0189,Manufacturing
1.0601,6.3926,Services
8.295,23.092,Agriculture
4.6792,28.207,Manufacturing
2.6798,27.397,Agriculture
9.8523,9.9192,Services
0.8324,29.222,Agriculture
8.8655,4.8961,Manufacturing
6.171,3.3358,Services
8.4977,25.158,Manufacturing
0.37353,1.8517,Agriculture
8.0261,6.0197,Agriculture
7.2152,10.97,Manufacturing
6.3522,29.749,Manufacturing
4.1821,8.1708,Tech
8.2857,3.5988,Services
5.2925,20.973,Tech
6.4452,19.927,Tech
9.1027,13.45,Agriculture
9.5816,7.9932,Manufacturing
1.9531,21.829,Agriculture
2.7018,23.547,Manufacturing
7.3471,26.832,Agriculture
7.877,8.3394,Services
3.8462,2.9098,Services
9.1198,27.802,Agriculture
2.0721,19.874,Manufacturing
9.0798,14.063,Manufacturing
7.3534,23.166,Tech
8.637,13.288,Manufacturing
5.7783,3.3444,Services
4.8361,13.891,Services
8.3399,3.1049,Services
0.4335,22.069,Agriculture
1.866,12.558,Services
1.7925,27.424,Manufacturing
9.5085,14.853,Agriculture
7.8673,15.278,Manufacturing
6.3463,17.521,Agriculture
0.53474,26.969,Manufacturing
3.9947,10.172,Services
6.4699,0.51023,Manufacturing
8.2796,22.038,Tech
2.5626,8.4972,Tech
3.8023,7.7721,Services
7.4739,28.712,Tech
6.1972,22.461,Manufacturing
9.4821,27.222,Manufacturing
5.7926,19.881,Tech
9.7598,4.5786,Agriculture
5.4619,16.732,Manufacturing
8.0824,21.496,Manufacturing
0.83355,18.211,Agriculture
7.357,12.963,Services
8.1723,13.212,Manufacturing
8.5883,21.723,Agriculture
9.9541,18.155,Agriculture
9.1743,22.149,Manufacturing
3.2188,8.6165,Services
0.87687,18.467,Agriculture
7.5101,2.5389,Services
7.4414,21.135,Tech
7.8262,19.507,Agriculture
9.95,15.445,Tech
8.8328,24.27,Tech
0.57816,23.694,Tech
4.6867,9.4751,Services
7.4378,0.89419,Tech
1.6884,4.5171,Manufacturing
1.8443,9.8708,Services
1.7968,12.321,Agriculture
3.2315,6.317,Services
4.3273,23.51,Agriculture
9.7638,12.367,Tech
8.9001,0.87632,Tech
7.7418,24.802,Agriculture
9.6592,19.978,Agriculture
2.9497,4.0868,Agriculture
6.0452,7.7099,Services
5.8285,1.3779,Services
4.7447,28.721,Tech
9.4319,18.208,Tech
7.8465,8.3946,Manufacturing
3.02,1.9351,Services
1.1207,8.8702,Manufacturing
4.7195,2.5442,Services
8.6851,19.833,Agriculture
6.4137,4.9349,Tech
8.2562,9.7325,Manufacturing
0.51063,8.7745,Manufacturing
9.4725,17.305,Tech
9.8344,13.419,Tech
4.9408,0.74599,Services
8.3665,22.205,Manufacturing
2.3545,5.5248,Tech
0.40694,13.415,Tech
0.79497,1.9661,Services
9.7765,9.7871,Services
9.5161,17.167,Services
8.1387,13.215,Services
4.6526,14.47,Agriculture
0.84759,15.906,Manufacturing
5.2824,3.3964,Manufacturing
8.1624,17.627,Tech
8.6301,9.3868,Agriculture
6.2192,18.726,Agriculture
2.6359,24.866,Tech
9.7361,26.392,Manufacturing
1.1961,17.007,Services
1.887,18.04,Agriculture
7.8551,9.5248,Services
4.5986,25.717,Tech
2.1028,4.7575,Services
4.5509,27.684,Tech
2.7854,3.9656,Services
6.8399,21.055,Agriculture
8.3546,10.792,Manufacturing
0.71227,17.537,Agriculture
0.97105,3.2447,Tech
0.48923,29.139,Agriculture
7.8706,12.348,Manufacturing
7.569,0.0063309,Services
4.7815,27.403,Tech
9.6122,10.283,Manufacturing
2.8593,16.136,Services
8.0516,27.143,Manufacturing
7.8706,12.528,Tech
4.8096,18.913,Tech
1.3563,4.7115,Agriculture
1.93,5.1622,Tech
7.0352,26.191,Manufacturing
1.4532,22.134,Manufacturing
2.1946,6.9726,Manufacturing
3.1014,8.1171,Manufacturing
3.5712,26.378,Tech
2.3452,5.7689,Agriculture
0.38166,23.825,Tech
6.9213,24.072,Manufacturing
8.6101,0.36957,Services
7.1977,16.441,Agriculture
0.30548,23.553,Tech
8.9277,15.328,Manufacturing
1.7493,27.916,Tech
4.5261,13.611,Services
4.6834,0.91025,Services
7.6436,7.3718,Agriculture
9.3396,11.682,Services
4.6732,20.201,Tech
6.5492,17.502,Services
7.755,12.695,Agriculture
1.3916,26.456,Agriculture
2.9988,28.428,Tech
2.3308,15.337,Tech
4.5493,22.191,Agriculture
5.7043,10.616,Services
2.1225,6.8252,Tech
3.7703,24.809,Tech
4.134,4.6941,Manufacturing
6.2643,6.0119,Tech
9.6383,28.894,Tech
3.4733,12.061,Manufacturing
6.5496,12.422,Agriculture
8.5461,1.8761,Agriculture
3.5926,6.4455,Tech
5.0255,23.61,Tech
5.896,2.8365,Manufacturing
2.0741,8.1965,Agriculture
2.6302,25.463,Tech
4.9101,14.509,Tech
9.4867,26.559,Agriculture
8.5938,12.45,Manufacturing
2.2002,6.6065,Tech
0.34461,8.5303,Services
9.5572,13.279,Tech
3.4032,13.822,Services
4.6297,13.29,Manufacturing
2.0463,7.4939,Agriculture
4.7063,1.8715,Manufacturing
0.26183,14.962,Tech
5.0701,15.043,Agriculture
6.9775,28.038,Manufacturing
6.2417,24.18,Manufacturing
7.8823,27.265,Manufacturing
4.0737,20.577,Tech
8.4709,0.51579,Agriculture
0.099891,15.921,Services
5.4932,19.46,Manufacturing
8.1288,0.033655,Services
4.0538,1.8065,Services
5.432,12.15,Tech
7.9671,4.2145,Tech
6.9845,9.115,Manufacturing
7.835,20.541,Manufacturing
2.7359,24.48,Tech
3.6978,4.1411,Manufacturing
3.2266,4.0054,Services
1.9846,9.5336,Services
3.5939,23.526,Tech
1.4512,5.423,Tech
8.5566,3.8192,Services
0.028681,23.998,Tech
9.9355,26.832,Manufacturing
6.2378,2.3326,Tech
4.5861,0.31427,Agriculture
0.53402,10.032,Services
1.5021,29.772,Manufacturing
9.0899,11.602,Tech
4.2315,19.817,Tech
2.0589,19.045,Agriculture
8.3619,2.7135,Agriculture
6.4073,3.1276,Manufacturing
1.0186,6.7378,Agriculture
6.9662,2.4331,Manufacturing
0.013231,15.36,Manufacturing
6.3298,8.2391,Agriculture
6.9499,4.7619,Tech
4.4542,29.871,Manufacturing
5.4822,11.161,Agriculture
4.4796,14.655,Services
1.1655,16.38,Services
0.8046,17.039,Services
7.3548,7.7283,Services
9.7424,15.775,Tech
7.6383,13.515,Services
9.5349,28.847,Tech
1.9302,8.2335,Agriculture
0.058306,11.46,Agriculture
7.1068,3.2378,Manufacturing
0.18452,12.901,Tech
3.6673,6.1214,Services
8.83,6.194,Agriculture
2.7254,10.664,Services
8.6225,21.789,Manufacturing
0.81308,23.513,Manufacturing
0.0073165,28.774,Tech
9.1028,7.0909,Manufacturing
3.8524,17.709,Services
1.0799,14.339,Tech
9.5901,10.763,Agriculture
2.0685,1.4321,Manufacturing
7.6584,18.408,Agriculture
4.5124,0.99444,Services
9.1272,28.764,Manufacturing
8.6115,22.949,Manufacturing
8.4014,4.9858,Tech
0.64052,8.8681,Manufacturing
3.5112,13.377,Agriculture
1.3531,0.30837,Manufacturing
5.4671,18.903,Services
7.9623,10.593,Tech
5.1247,16.367,Services
9.2253,22.793,Agriculture
8.4861,4.63,Agriculture
2.9386,17.436,Services
6.744,16.934,Agriculture
0.64406,1.6173,Services
9.5991,13.981,Agriculture
9.2868,13.468,Tech
4.9492,3.01,Tech
4.0953,10.057,Services
0.80379,23.926,Manufacturing
6.5173,10.558,Tech
7.5472,24.9,Manufacturing
4.1125,5.8975,Agriculture
3.2539,24.849,Manufacturing
7.0777,27.604,Tech
5.5922,9.3041,Manufacturing
1.0325,10.667,Agriculture
5.1327,11.77,Manufacturing
4.157,8.2061,Services
2.2812,2.6799,Tech
4.4932,4.3599,Manufacturing
6.9118,16.389,Tech
8.9552,11.005,Manufacturing
0.10481,13.925,Manufacturing
9.1144,4.082,Services
2.6726,21.542,Manufacturing
2.3793,14.739,Manufacturing
6.2704,7.3827,Services
1.2668,2.9149,Agriculture
1.8645,23.108,Manufacturing
6.8582,17.21,Manufacturing
8.8558,14.173,Services
4.0072,15.496,Manufacturing
4.6562,4.6562,Manufacturing
6.4629,26.701,Manufacturing
1.7487,13.666,Tech
2.8937,11.07,Services
6.3911,12.815,Services
6.0971,10.45,Agriculture
1.1976,28.078,Tech
5.9451,3.2776,Tech
1.103,18.342,Tech
9.5518,16.879,Manufacturing
6.4495,6.1626,Agriculture
9.6395,14.745,Tech
8.2524,2.4355,Tech
3.8286,14.809,Tech
4.3576,7.912,Manufacturing
7.6106,10.56,Tech
2.4428,20.627,Manufacturing
6.4906,0.54368,Services
6.3082,11.894,Manufacturing
6.3632,24.102,Tech
7.0302,1.6093,Agriculture
4.623,7.341,Agriculture
7.7281,24.753,Manufacturing
0.3994,10.401,Agriculture
5.096,11.626,Manufacturing
7.385,25.215,Agriculture
4.9962,29.873,Tech
9.1969,3.0117,Services
0.40132,11.224,Manufacturing
0.077351,15.104,Manufacturing
6.853,12.11,Manufacturing
9.5218,28.175,Agriculture
3.462,6.6182,Agriculture
0.11445,29.001,Tech
4.6712,19.662,Manufacturing
7.3905,13.229,Manufacturing
1.5811,0.96491,Services
4.7696,13.896,Agriculture
4.0914,15.43,Services
3.0027,1.2724,Services
8.0504,7.9144,Manufacturing
3.8577,17.127,Services
7.2382,15.071,Tech
4.9585,20.471,Manufacturing
0.8945,25.647,Agriculture
7.6907,11.928,Manufacturing
3.653,7.4457,Tech
3.2857,20.917,Agriculture
4.4151,17.345,Manufacturing
0.33691,14.549,Manufacturing
5.0777,11.785,Manufacturing
1.3331,0.45457,Agriculture
3.1894,7.1634,Tech
6.0634,24.262,Agriculture
0.48016,0.59177,Agriculture
6.5797,9.982,Services
7.9496,2.5893,Agriculture
7.9502,9.6876,Manufacturing
0.77232,3.9842,Tech
0.71773,17.273,Manufacturing
5.9,2.3213,Services
0.73087,9.669,Services
2.5932,8.1607,Services
3.5196,12.815,Manufacturing
7.8385,19.458,Services
9.3183,24.66,Agriculture
5.0661,8.6744,Agriculture
4.5636,8.8385,Manufacturing
3.503,25.233,Tech
7.4267,16.37,Manufacturing
8.0819,17.404,Manufacturing
6.3636,17.118,Tech
1.4915,16.798,Services
0.96266,8.5739,Agriculture
1.7107,29.879,Tech
6.9841,29.585,Tech
2.9046,16.88,Services
0.41302,25.683,Manufacturing
5.4569,27.793,Agriculture
2.7629,7.1208,Manufacturing
1.6608,25.235,Tech
8.8352,29.62,Manufacturing
8.8786,21.832,Agriculture
7.8164,4.8959,Services
4.6165,26.028,Tech
8.9495,3.0666,Tech
8.0363,24.378,Agriculture
6.9015,15.805,Tech
8.1897,12.842,Tech
5.8992,13.4,Manufacturing
9.0245,2.6445,Agriculture
1.8391,19.507,Tech
8.5712,6.0977,Agriculture
3.6158,8.0591,Services
3.1157,5.826,Services
2.8871,28.676,Tech
4.3533,1.0619,Tech
0.19133,27.761,Tech
6.9762,6.5685,Services
2.8506,27.317,Agriculture
2.6128,29.127,Tech
3.9623,18.549,Manufacturing
7.1252,11.205,Manufacturing
5.5749,8.8789,Services
6.6839,24.906,Agriculture
1.802,13.379,Services
8.7486,19.625,Agriculture
1.6107,13.218,Services
0.31822,18.249,Services
9.6417,15.362,Tech
9.4006,9.9735,Agriculture
8.7953,11.584,Manufacturing
2.7991,12.507,Agriculture
1.3776,29.767,Manufacturing
1.3109,3.1687,Services
0.32559,4.8138,Tech
9.4564,4.0822,Manufacturing
1.5464,19.455,Services
4.7182,11.643,Services
5.2341,21.827,Manufacturing
6.5894,3.6288,Manufacturing
1.5761,16.342,Manufacturing
0.9817,5.8577,Tech
5.9158,0.77485,Manufacturing
6.3562,17.323,Manufacturing
2.4836,16.396,Manufacturing
7.5843,25.003,Agriculture
0.80078,15.033,Services
1.0662,2.0355,Services
6.1914,6.7423,Tech
0.67941,27.014,Agriculture
0.95491,14.943,Tech
5.9922,15.618,Manufacturing
1.5892,3.1031,Tech
4.01,14.916,Agriculture
2.1094,26.311,Manufacturing
2.1102,8.609,Services
7.6005,7.4886,Agriculture
5.9799,17.167,Services
0.86281,0.95362,Manufacturing
1.7853,5.1315,Manufacturing
2.2159,11.129,Manufacturing
4.7073,13.875,Manufacturing
4.104,14.701,Manufacturing
9.9272,1.6613,Services
8.006,25.997,Agriculture
6.9998,26.945,Tech
0.13072,1.5948,Tech
1.705,15.422,Tech
2.9177,5.4466,Agriculture
3.813,1.1006,Tech
5.4349,16.12,Agriculture
3.5971,18.286,Services
7.2971,15.378,Services
6.3451,7.3461,Agriculture
7.0168,19.823,Manufacturing
1.5845,2.4905,Agriculture
5.4574,6.213,Manufacturing
4.8229,14.292,Services
0.36277,2.8938,Services
9.9922,10.108,Manufacturing
1.559,0.40571,Agriculture
2.3528,18.782,Services
2.4254,16.586,Agriculture
3.582,16.518,Services
1.8955,9.7696,Services
7.1375,12.258,Agriculture
6.4294,14.925,Agriculture
0.47473,19.391,Agriculture
0.32051,5.5921,Tech
6.3214,13.877,Manufacturing
5.8781,9.5498,Tech
3.1689,5.1991,Agriculture
4.8065,29.483,Manufacturing
5.1864,6.7956,Manufacturing
6.9661,1.6949,Tech
9.8649,26.117,Agriculture
8.5044,11.485,Manufacturing
4.4718,23.036,Agriculture
7.9963,16.694,Agriculture
6.0997,0.74795,Manufacturing
6.9148,1.529,Agriculture
4.1913,9.7602,Services
7.4014,22.585,Tech
8.2881,12.364,Agriculture
0.13011,8.1263,Services
8.7905,6.5404,Agriculture
9.2153,1.7797,Services
6.7921,14.929,Services
0.20952,14.758,Tech
7.2074,0.84923,Services
4.5989,7.63,Services
7.2027,8.5671,Manufacturing
7.3388,2.395,Agriculture
8.4259,20.644,Tech
1.0631,25.481,Tech
2.6619,6.689,Services
1.2471,14.182,Services
7.1542,25.733,Manufacturing
4.5566,17.69,Tech
1.9313,8.8306,Tech
1.5768,10.163,Tech
2.3666,7.374,Services
4.5449,7.0385,Tech
7.1982,17.917,Tech
2.0547,24.379,Tech
8.1407,12.908,Agriculture
2.1776,7.8871,Agriculture
7.1045,11.893,Manufacturing
0.64017,0.04706,Services
6.8662,0.73694,Services
4.3711,14.206,Services
7.3497,29.172,Tech
7.0751,18.877,Services
9.2107,28.69,Tech
5.0902,6.8988,Services
5.6474,8.6683,Manufacturing
3.1609,29.514,Agriculture
4.9537,15.024,Agriculture
5.4259,4.177,Manufacturing
2.8931,27.259,Manufacturing
2.3883,17.731,Tech
0.44744,3.2943,Tech
6.4972,18.178,Services
4.9743,17.493,Services
5.379,17.702,Tech
1.2484,2.974,Services
7.729,28.384,Manufacturing
9.581,23.16,Manufacturing
8.836,28.758,Manufacturing
1.3977,13.021,Tech
7.6888,17.854,Agriculture
0.5855,8.122,Manufacturing
6.0047,7.136,Services
6.6103,21.05,Tech
6.8113,9.3715,Manufacturing
4.0498,24.3,Agriculture
1.193,10.062,Agriculture
9.0511,16.62,Tech
8.4359,26.705,Tech
3.8478,22.563,Manufacturing
0.56187,17.992,Tech
5.7004,5.1085,Agriculture
2.7021,26.896,Manufacturing
0.86605,17.942,Manufacturing
6.493,22.732,Agriculture
3.607,5.29,Agriculture
5.4891,27.05,Agriculture
6.7562,21.615,Tech
4.8378,8.3853,Manufacturing
5.2301,5.3735,Tech
4.9354,7.2213,Tech
9.5441,17.52,Agriculture
4.3657,9.1901,Manufacturing
4.4467,3.028,Services
1.0668,23.472,Tech
5.203,9.5144,Services
6.5624,11.907,Services
4.4374,14.191,Agriculture
5.9819,2.7872,Services
8.4277,8.3215,Services
4.9561,22.203,Manufacturing
6.9426,28.684,Tech
3.5499,24.401,Manufacturing
7.1998,17.78,Agriculture
0.36978,16.416,Tech
0.93729,9.2717,Tech
0.89629,18.045,Services
4.2066,16.28,Agriculture
2.5312,0.60001,Tech
8.3303,21.684,Manufacturing
3.9482,0.70396,Agriculture
3.8051,7.2661,Agriculture
9.2309,13.629,Services
5.9517,3.0365,Tech
9.1194,1.8907,Services
9.6647,23.586,Agriculture
2.2885,8.4538,Manufacturing
7.3873,19.993,Agriculture
7.9686,16.411,Agriculture
5.6101,17.349,Services
8.9283,3.4789,Manufacturing
3.4459,22.513,Manufacturing
9.0981,23.978,Tech
5.8397,0.29698,Services
2.7326,7.6819,Tech
4.6902,6.3569,Services
5.5306,13.229,Services
0.43012,16.869,Manufacturing
3.2483,6.2461,Tech
9.063,13.381,Services
1.2548,3.7416,Services
9.4543,17.545,Agriculture
8.7219,18.745,Agriculture
0.84739,8.9478,Services
1.6171,11.848,Services
9.9644,24.335,Agriculture
9.0229,18.072,Services
6.4242,14.367,Agriculture
6.57,19.462,Services
6.1726,4.9054,Manufacturing
8.6319,14.468,Manufacturing
8.9938,3.3072,Manufacturing
4.973,3.067,Services
1.0419,1.2678,Services
4.0278,25.043,Agriculture
4.8067,25.215,Tech
2.2317,10.4,Services
6.6217,29.575,Tech
1.4748,15.795,Tech
0.079339,15.319,Manufacturing
1.2322,3.3817,Manufacturing
6.698,0.69714,Services
2.827,28.529,Tech
2.7542,10.446,Services
0.067346,22.616,Agriculture
4.5665,25.462,Agriculture
0.61252,7.483,Agriculture
7.7212,26.756,Agriculture
0.89755,12.194,Tech
9.3825,2.5483,Agriculture
7.0817,22.995,Agriculture
5.6232,5.0625,Manufacturing
9.7466,1.6568,Tech
1.1303,20.354,Tech
5.8194,13.454,Manufacturing
2.2259,14.51,Agriculture
2.698,22.767,Agriculture
5.3081,10.226,Agriculture
7.5836,12.117,Services
1.161,3.1195,Tech
6.343,5.4744,Manufacturing
7.3155,10.48,Services
7.1177,16.582,Agriculture
5.8049,4.1558,Tech
4.2864,15.455,Manufacturing
8.7237,29.188,Agriculture
9.1591,12.595,Manufacturing
4.4401,13.48,Services
0.93869,0.81334,Agriculture
9.6236,12.572,Tech
2.3477,4.3356,Services
4.997,19.805,Manufacturing
6.2643,3.7219,Agriculture
3.2232,5.0811,Agriculture
7.8176,29.641,Agriculture
2.8073,2.7655,Services
0.32849,1.8541,Tech
4.3391,13.581,Services
1.1815,18.779,Tech
0.57755,18.806,Agriculture
2.8078,17.771,Services
6.5546,13.223,Manufacturing
4.7941,22.129,Tech
2.3182,13.096,Agriculture
9.6031,14.843,Tech
3.1195,10.928,Agriculture
8.6583,8.7977,Agriculture
4.8627,25.99,Tech
0.40235,2.1846,Services
5.5226,18.163,Manufacturing
9.7975,0.98137,Tech
3.3912,5.789,Services
8.1549,13.445,Agriculture
8.4074,21.937,Agriculture
9.2303,17.605,Manufacturing
7.1664,9.5484,Tech
8.6918,5.8068,Services
7.6811,11.637,Manufacturing
5.4384,5.178,Services
5.4057,23.374,Manufacturing
9.8175,4.2049,Agriculture
7.6507,2.8953,Agriculture
3.4758,3.1433,Manufacturing
1.4988,9.9955,Tech
6.933,29.443,Agriculture
4.7529,29.562,Tech
3.4213,14.325,Manufacturing
9.2661,10.438,Manufacturing
1.0106,28.535,Tech
9.0023,23.27,Tech
4.3096,29.115,Manufacturing
4.4764,18.057,Tech
4.0989,11.948,Manufacturing
8.0154,22.155,Agriculture
9.4749,6.6641,Services
8.7138,2.7933,Manufacturing
5.072,13.035,Tech
9.4403,8.9031,Manufacturing
1.3011,6.1338,Agriculture
4.4528,22.673,Manufacturing
2.6599,19.548,Agriculture
0.97075,14.642,Services
5.1334,11.769,Services
2.5638,0.50292,Services
6.1412,2.8335,Manufacturing
8.9824,10.758,Services
0.92312,22.436,Tech
8.1993,11.447,Manufacturing
0.9257,24.475,Agriculture
4.2703,26.33,Agriculture
8.5829,16.799,Services
3.662,28.769,Manufacturing
7.2792,28.304,Manufacturing
9.2563,7.3173,Tech
6.2995,18.676,Services
2.3883,12.514,Services
1.6366,9.4617,Tech
9.6145,14.234,Services
9.217,13.971,Manufacturing
9.8262,20.904,Agriculture
4.4979,24.837,Tech
6.5989,15.782,Agriculture
2.9437,26.993,Agriculture
0.15627,25.762,Agriculture
8.0199,11.544,Agriculture
4.2519,7.1396,Services
4.1043,11.234,Manufacturing
6.5764,13.985,Services
0.20438,5.6251,Services
8.5507,28.879,Agriculture
2.8543,22.143,Manufacturing
6.2103,18.379,Manufacturing
6.7698,18.902,Agriculture
0.69719,5.6592,Services
6.2208,10.334,Services
1.9927,26.622,Agriculture
6.6893,13.889,Tech
2.4202,21.093,Tech
2.2689,26.322,Agriculture
6.7404,14.709,Tech
4.3956,0.70839,Tech
3.7672,17.295,Services
3.0594,11.012,Tech
5.7421,3.2181,Services
9.4309,2.6512,Services
5.1334,3.3754,Manufacturing
9.9939,11.906,Services
5.1047,18.587,Manufacturing
3.3029,11.178,Services
7.3662,6.0043,Services
7.2122,14.794,Services
5.6247,5.7879,Tech
4.4867,26.863,Agriculture
8.1856,9.0895,Tech
7.896,27.469,Agriculture
5.221,10.463,Manufacturing
3.5748,24.19,Agriculture
4.9013,9.0649,Manufacturing
9.8022,0.7552,Agriculture
5.3423,9.8548,Agriculture
6.9944,8.718,Manufacturing
1.6343,2.332,Services
6.2019,10.743,Services
7.6385,21.069,Manufacturing
0.22698,15.257,Tech
8.5531,16.253,Tech
4.748,22.661,Agriculture
7.4501,27.416,Agriculture
4.2192,18.708,Services
5.5869,15.159,Tech
5.3477,3.3778,Services
7.5343,6.7696,Tech
9.8809,24.376,Tech
5.1721,9.1032,Services
8.7615,7.771,Agriculture
3.5793,9.1135,Services
7.3293,13.123,Services
8.4623,15.271,Tech
8.5359,18.818,Agriculture
4.7123,5.1461,Manufacturing
0.18145,8.6206,Manufacturing
1.9388,29.506,Tech
7.9824,19.233,Services
1.2954,22.159,Agriculture
4.8097,27.331,Agriculture
4.7758,12.777,Agriculture
8.7238,29.409,Manufacturing
0.94499,21.405,Tech
1.6004,15.085,Services
2.4628,13.097,Services
9.7576,20.069,Tech
8.4075,28.599,Tech
3.0524,24.643,Agriculture
0.61476,16.76,Services
9.7455,2.4288,Services
7.8437,3.6492,Tech
5.9466,26.144,Tech
8.2722,6.6701,Tech
9.3183,4.5478,Manufacturing
2.2726,8.6877,Manufacturing
6.5569,17.689,Tech
8.7539,15.399,Services
8.6077,8.0164,Agriculture
9.8001,3.8845,Manufacturing
0.58976,29.792,Manufacturing
7.071,22.984,Manufacturing
7.5009,9.4007,Tech
1.9938,12.301,Tech
1.8333,9.248,Tech
4.7918,13.329,Manufacturing
3.7272,18.807,Agriculture
6.6728,16.017,Agriculture
4.6518,10.725,Services
3.852,1.0674,Services
7.3637,22.351,Agriculture
6.1219,2.5975,Manufacturing
3.5567,29.97,Manufacturing
9.1399,23.041,Manufacturing
7.9349,3.0999,Agriculture
0.94275,14.202,Manufacturing
5.5524,16.227,Manufacturing
9.5549,20.573,Agriculture
0.46087,22.398,Manufacturing
6.5398,23.77,Manufacturing
2.8409,28.684,Agriculture
2.0753,7.1096,Manufacturing
0.21543,19.672,Manufacturing
7.3347,6.9928,Services
