region_index,income,sector
7.1005,12.848,Tech
2.3334,20.501,Manufacturing
5.7626,22.286,Services
7.448,26.385,Agriculture
9.5447,9.5877,Tech
2.0666,2.2418,Agriculture
7.0621,7.6063,Tech
6.4126,29.321,Manufacturing
4.1638,2.9298,Services
2.2956,13.165,Agriculture
0.61637,11.319,Tech
8.5501,5.9008,Agriculture
9.2995,26.699,Agriculture
3.8132,9.6786,Agriculture
5.1052,9.4615,Manufacturing
2.0173,0.30567,Tech
8.3096,7.0551,Manufacturing
3.7971,0.2665,Manufacturing
6.3325,20.037,Services
0.92096,19.397,Manufacturing
3.7434,9.2094,Tech
5.1016,25.018,Agriculture
5.1027,21.279,Services
1.2201,18.462,Agriculture
7.9684,16.289,Services
7.8263,10.553,Tech
2.7695,23.262,Services
8.4259,19.968,Manufacturing
0.78537,22.981,Services
6.203,13.525,Tech
0.46914,9.9344,Agriculture
1.6136,22.261,Agriculture
8.1085,16.37,Manufacturing
3.5489,14.691,Agriculture
6.6269,0.3791,Agriculture
8.8315,5.1124,Services
2.1022,14.913,Manufacturing
7.0244,5.4329,Agriculture
8.6173,18.744,Manufacturing
6.9658,23.461,Services
0.96408,3.6691,Tech
0.56033,0.23824,Agriculture
1.8474,12.661,Agriculture
1.1227,10.712,Tech
8.9776,28.445,Agriculture
0.57356,9.3782,Tech
0.86598,1.684,Agriculture
5.5372,18.007,Services
4.7651,21.412,Manufacturing
6.3388,0.63615,Manufacturing
4.8418,4.2959,Services
7.1512,20.199,Tech
1.0265,22.662,Tech
1.0205,3.7213,Tech
9.7155,13.195,Tech
9.9632,23.163,Services
1.2719,14.875,Agriculture
2.9347,9.671,Tech
1.9868,4.8872,Manufacturing
2.4212,13.653,Services
6.1767,15.426,Agriculture
3.6468,17.076,Tech
3.8283,22.445,Services
6.4588,2.0438,Agriculture
9.2667,22.269,Services
9.3922,19.29,Tech
4.5011,10.066,Manufacturing
0.98335,2.4846,Tech
6.5443,12.113,Services
1.3934,14.024,Services
7.641,11.256,Agriculture
5.7493,23.999,Services
5.8649,20.666,Services
7.6753,10.984,Manufacturing
4.7665,13.33,Tech
1.5958,5.1536,Manufacturing
1.1821,3.1435,Tech
8.5914,16.531,Tech
7.6356,23.66,Services
4.7669,0.92699,Tech
2.0567,11.882,Agriculture
3.5759,19.764,Manufacturing
9.7734,4.0111,Tech
3.8489,21.556,Tech
8.9269,17.305,Manufacturing
2.141,17.005,Agriculture
8.9332,13.945,Manufacturing
8.7152,1.3123,Agriculture
9.9325,23.047,Services
9.5558,13.793,Agriculture
0.081192,23.617,Tech
8.6948,27.836,Tech
7.2859,20.62,Manufacturing
4.2033,19.528,Tech
3.3848,6.8438,Manufacturing
1.1992,21.049,Services
9.4155,24.958,Agriculture
5.9315,12.092,Services
4.587,19.662,Tech
9.843,28.352,Agriculture
3.5216,14.898,Manufacturing
3.8694,22.263,Manufacturing
6.3828,22.702,Services
3.4262,7.3618,Tech
5.0452,21.563,Services
2.9805,25.838,Tech
1.2234,19.294,Manufacturing
6.2432,9.1453,Manufacturing
5.7428,23.661,Services
9.278,26.366,Agriculture
2.8683,26.638,Services
2.9375,18.275,Tech
2.4705,7.8958,Tech
7.6048,22.273,Services
6.7069,25.6,Services
4.0342,28.249,Tech
7.3474,24.53,Tech
2.1953,11.7,Manufacturing
6.0488,26.937,Manufacturing
8.3731,27.429,Tech
4.2193,23.469,Services
3.5693,13.368,Manufacturing
0.19612,21.987,Tech
6.1225,22.615,Services
3.1211,4.8644,Agriculture
1.0317,5.8337,Agriculture
4.3338,22.717,Tech
1.3281,10.079,Manufacturing
6.6486,23.368,Services
2.96,22.57,Services
7.1341,17.797,Agriculture
1.5876,23.025,Services
9.7459,15.766,Tech
5.6283,5.1375,Manufacturing
9.0219,22.982,Services
1.9659,25.627,Agriculture
5.8789,2.4867,Manufacturing
4.8374,20.787,Tech
7.5693,23.199,Services
7.2075,18.873,Agriculture
0.72937,23.72,Services
1.8405,13.722,Tech
2.3688,5.1403,Manufacturing
8.8925,11.092,Manufacturing
9.3296,1.6977,Tech
3.5369,18.082,Tech
9.5691,1.9193,Manufacturing
5.4763,11.125,Tech
6.5846,10.394,Agriculture
4.8134,24.317,Services
6.6652,21.586,Manufacturing
9.1229,22.186,Tech
1.8635,5.9311,Tech
1.4906,5.9388,Manufacturing
0.99538,3.9037,Manufacturing
6.6365,23.309,Manufacturing
8.5101,14.291,Agriculture
9.2466,8.1721,Manufacturing
0.23765,22.418,Agriculture
9.6267,22.106,Tech
9.3074,2.9162,Agriculture
3.9761,15.615,Agriculture
0.80911,23.853,Services
6.1325,24.255,Manufacturing
4.777,26.916,Tech
8.54,13.071,Tech
9.4624,1.6811,Manufacturing
8.1242,4.3492,Agriculture
6.6359,4.4337,Tech
1.9274,24.341,Services
4.8785,15.264,Manufacturing
4.793,24.331,Tech
6.3071,23.377,Services
7.2352,6.1985,Tech
6.532,9.9931,Manufacturing
6.4061,8.48,Tech
2.6001,24.443,Manufacturing
4.4419,21.866,Services
0.0058582,21.304,Tech
8.0005,16.103,Manufacturing
8.8941,8.7656,Manufacturing
5.9426,15.521,Agriculture
6.8203,24.944,Agriculture
7.2939,25.518,Agriculture
5.2325,19.391,Tech
4.1147,8.6025,Tech
5.8855,4.7762,Agriculture
4.6306,13.191,Tech
1.4573,28.486,Manufacturing
2.785,23.375,Services
5.7944,22.211,Services
1.4482,22.204,Manufacturing
2.2249,24.191,Services
6.165,24.371,Services
4.5018,18.31,Services
7.6105,8.413,Tech
3.7732,6.1305,Agriculture
3.8197,8.6463,Tech
1.6394,13.435,Agriculture
4.9396,6.4585,Agriculture
7.7019,22.7,Agriculture
1.7711,24.201,Services
8.3275,26.034,Agriculture
4.1336,18.978,Tech
7.3976,6.4571,Tech
7.7733,0.59549,Manufacturing
4.3067,22.68,Services
1.4786,21.065,Services
3.0718,10.14,Tech
0.22173,10.693,Tech
0.98138,27.098,Tech
4.07,7.3717,Tech
3.4349,5.4934,Agriculture
2.1269,22.963,Services
7.3983,18.603,Agriculture
0.26646,2.614,Tech
5.8514,1.936,Tech
8.6323,13.108,Agriculture
5.1835,12.281,Manufacturing
7.0321,22.847,Services
7.6805,7.5883,Agriculture
9.909,23.611,Manufacturing
9.4088,21.081,Manufacturing
6.8912,23.637,Tech
9.3293,6.4787,Tech
1.2941,5.8068,Manufacturing
1.7953,5.393,Manufacturing
6.3779,22.029,Services
7.4761,14.345,Tech
1.9764,19.145,Manufacturing
5.5589,26.441,Tech
9.3483,16.454,Services
7.6279,6.116,Manufacturing
8.6216,22.109,Services
4.8149,21.973,Tech
5.6194,20.372,Services
7.5851,23.683,Manufacturing
4.6204,27.477,Services
0.99062,28.737,Tech
1.4703,12.145,Manufacturing
6.7066,13.062,Manufacturing
3.0358,16.241,Manufacturing
2.3826,13.059,Tech
7.7788,22.402,Services
7.4972,13.755,Manufacturing
8.8673,1.2632,Agriculture
0.020124,19.621,Manufacturing
1.9855,0.25182,Agriculture
0.74001,15.496,Tech
9.9143,21.052,Services
9.3436,23.658,Services
0.022762,3.9714,Manufacturing
9.604,6.13,Agriculture
2.7797,21.095,Services
7.4798,13.798,Manufacturing
8.0698,9.4795,Agriculture
1.8919,7.579,Agriculture
2.7005,16.384,Agriculture
0.74681,2.5795,Services
5.1643,27.738,Manufacturing
7.7068,26.421,Manufacturing
3.8447,3.4758,Tech
0.99969,18.901,Tech
9.2488,20.497,Manufacturing
8.6224,18.102,Agriculture
3.5678,25.097,Tech
4.005,9.0744,Tech
0.40088,7.8075,Tech
0.032202,14.364,Manufacturing
1.3537,5.274,Manufacturing
5.8165,24.526,Tech
6.4686,21.042,Services
7.6245,4.7012,Agriculture
7.4248,9.0185,Tech
9.5882,4.8815,Manufacturing
5.0683,6.1598,Tech
4.0002,13.301,Manufacturing
1.4838,23.83,Services
7.6326,12.506,Tech
4.8568,24.053,Services
9.9308,1.8937,Manufacturing
5.9673,13.773,Tech
3.6548,6.796,Agriculture
9.7125,13.749,Agriculture
8.6556,23.091,Services
8.1723,12.421,Manufacturing
2.8417,29.955,Agriculture
3.7506,12.382,Agriculture
3.8229,2.6459,Tech
4.1472,21.475,Tech
4.1048,11.856,Agriculture
5.6773,27.589,Tech
4.0816,17.588,Manufacturing
5.0331,6.1444,Tech
3.5426,23.794,Services
3.1322,4.2826,Tech
4.1237,2.7308,Tech
0.93278,9.2182,Manufacturing
5.9594,13.146,Agriculture
8.5974,1.5592,Manufacturing
9.7074,22.239,Services
9.4512,18.514,Tech
5.6571,22.548,Services
5.3861,1.8343,Manufacturing
6.1203,24.122,Services
7.7999,23.491,Services
7.5853,26.732,Manufacturing
6.1593,28.48,Tech
8.5119,1.1746,Manufacturing
7.9928,1.4048,Manufacturing
4.5796,6.2556,Agriculture
4.9627,3.6745,Services
5.8596,12.669,Agriculture
9.3049,4.8345,Tech
2.4854,22.114,Services
3.8759,6.1691,Manufacturing
3.1986,4.5291,Tech
2.8455,17.573,Manufacturing
9.8172,24.431,Services
8.8716,24.044,Services
7.0711,6.9489,Services
0.48917,25.464,Services
8.2801,17.054,Services
5.073,29.37,Manufacturing
8.2057,8.2215,Tech
3.3259,0.62635,Tech
9.9811,13.036,Tech
4.4898,24.866,Services
8.9286,22.233,Agriculture
5.1878,7.1419,Tech
9.3234,10.57,Manufacturing
1.4531,24.177,Agriculture
9.2805,28.471,Manufacturing
5.3095,23.789,Services
0.37399,4.5841,Tech
0.44375,2.8358,Manufacturing
0.87625,19.996,Agriculture
8.4878,8.8134,Manufacturing
2.8737,2.4397,Agriculture
7.8905,23.568,Services
6.3997,8.5023,Services
8.5065,5.3302,Tech
7.7387,12.338,Services
2.5165,23.374,Tech
6.0305,20.927,Services
7.6935,12.639,Agriculture
5.4231,26.846,Tech
6.106,26.08,Services
0.74043,8.4029,Manufacturing
7.2557,12.136,Manufacturing
8.189,8.1971,Agriculture
4.1845,23.579,Manufacturing
6.9147,10.494,Services
7.8899,3.1755,Manufacturing
9.2634,8.0138,Agriculture
0.43737,1.2252,Manufacturing
5.4087,12.852,Manufacturing
5.6561,29.005,Manufacturing
9.4816,16.511,Manufacturing
8.5222,27.704,Agriculture
0.87864,14.211,Services
0.92435,4.5809,Agriculture
1.1047,20.534,Agriculture
9.5317,2.5012,Tech
7.8388,21.163,Services
0.60843,11.349,Manufacturing
7.6043,11.948,Services
9.3913,22.388,Manufacturing
9.0555,18.486,Agriculture
5.0867,23.628,Services
7.0888,7.2835,Services
3.3687,17.356,Tech
7.2469,10.023,Manufacturing
2.7389,28.367,Tech
2.8173,12.664,Manufacturing
5.3223,7.5872,Agriculture
1.6622,19.781,Agriculture
7.2843,25.202,Services
0.85278,25.01,Manufacturing
5.9846,5.4672,Services
3.003,24.25,Services
7.6614,21.473,Services
0.35953,26.837,Manufacturing
9.4711,20.581,Services
0.30193,20.173,Agriculture
3.8719,20.154,Tech
5.6381,11.972,Agriculture
8.122,23.799,Services
5.3331,28.802,Services
7.6059,0.12466,Tech
2.5001,4.9644,Agriculture
8.7084,24.569,Services
8.8327,8.034,Manufacturing
6.7972,10.156,Agriculture
5.9384,19.992,Agriculture
0.45846,5.6212,Tech
0.78554,14.261,Manufacturing
9.0679,25.382,Agriculture
4.8467,2.7706,Tech
9.5777,7.2459,Tech
9.561,26.015,Agriculture
8.0386,16.751,Agriculture
1.1596,6.5522,Services
9.1485,22.942,Services
5.0855,24.309,Services
7.0354,7.1708,Tech
9.463,2.2055,Agriculture
5.2921,21.265,Services
3.3994,29.2,Manufacturing
3.7057,6.4028,Agriculture
8.0095,17.346,Agriculture
9.8927,25.391,Services
8.9464,17.635,Agriculture
3.7026,26.268,Agriculture
8.8798,6.6961,Manufacturing
7.8839,22.088,Tech
1.9977,25.378,Manufacturing
2.0488,13.921,Tech
8.5745,6.8907,Tech
5.3544,22.226,Services
7.0613,18.947,Tech
6.1074,24.702,Agriculture
3.7939,24.84,Manufacturing
7.1745,24.227,Services
6.2558,6.0622,Tech
7.7382,21.232,Manufacturing
7.0944,20.148,Manufacturing
1.9659,23.261,Services
5.3509,28.419,Tech
2.6172,24.637,Manufacturing
8.421,23.236,Services
2.3829,24.674,Services
4.5212,6.926,Manufacturing
6.3092,19.271,Tech
8.3823,19.697,Tech
8.9009,24.627,Manufacturing
6.7605,15.487,Tech
4.8703,11.3,Agriculture
8.1043,23.921,Manufacturing
2.4128,8.9361,Services
0.84308,22.9,Tech
3.713,3.6306,Agriculture
5.8141,26.667,Services
2.5284,22.519,Agriculture
7.7056,24.598,Services
7.9717,16.816,Tech
4.3721,20.919,Manufacturing
5.5068,20.74,Agriculture
6.8972,5.2015,Services
2.5411,15.546,Agriculture
3.7289,27.724,Tech
8.7961,5.4422,Agriculture
5.1584,23.326,Services
4.1666,14.592,Manufacturing
8.4853,14.16,Tech
5.7969,27.666,Tech
7.3784,15.895,Tech
1.5289,24.247,Manufacturing
6.4632,25.959,Services
8.1935,4.3283,Manufacturing
6.7097,6.8081,Agriculture
7.6737,13.537,Manufacturing
6.1055,12.957,Tech
3.8022,5.3255,Agriculture
4.5314,6.4942,Tech
5.0853,27.339,Agriculture
9.6329,8.778,Manufacturing
0.90848,14.024,Tech
9.4824,20.308,Agriculture
7.8661,7.0775,Services
8.0034,21.91,Tech
5.9816,4.1287,Tech
9.0214,16.836,Manufacturing
5.2902,28.153,Tech
9.5287,0.44556,Tech
2.9945,13.471,Services
5.47,21.269,Manufacturing
7.2308,12.389,Agriculture
6.5815,3.613,Tech
8.3154,15.818,Tech
2.7281,25.306,Manufacturing
4.7131,3.3197,Services
3.0396,6.7699,Agriculture
9.3758,2.3707,Tech
3.9334,21.818,Services
8.3477,2.4188,Agriculture
2.2934,7.7707,Manufacturing
4.2497,7.7967,Tech
7.7883,13.338,Agriculture
3.826,23.704,Services
0.66357,21.615,Services
1.8098,6.0528,Manufacturing
6.3323,1.7198,Services
7.9292,3.5622,Manufacturing
7.6485,8.4036,Manufacturing
1.3583,22.823,Manufacturing
1.3403,18.35,Manufacturing
4.4191,24.115,Services
9.0498,5.3709,Services
7.7897,22.064,Manufacturing
2.2573,22.541,Agriculture
6.701,6.8472,Manufacturing
0.44298,29.105,Agriculture
1.1858,6.8605,Manufacturing
7.1806,7.3887,Manufacturing
3.3827,24.741,Services
2.9087,11.58,Agriculture
3.7965,22.801,Services
5.0419,18.795,Manufacturing
8.0898,15.32,Manufacturing
9.9239,25.056,Services
8.7093,5.4531,Manufacturing
4.481,13.874,Agriculture
4.7328,24.551,Services
5.0757,13.237,Manufacturing
8.8975,25.536,Tech
3.0869,4.8043,Agriculture
7.5643,27.992,Services
6.485,22.921,Services
4.9128,0.36159,Tech
9.4814,10.061,Tech
7.9069,14.49,Agriculture
5.5915,16.78,Services
6.993,1.5775,Manufacturing
4.4022,23.901,Agriculture
2.6896,5.7849,Manufacturing
6.7267,25.801,Tech
4.5889,3.6476,Tech
8.5296,0.34494,Tech
3.6994,2.6519,Tech
5.1267,19.732,Manufacturing
2.9813,22.558,Services
9.0859,15.974,Tech
4.9504,23.099,Tech
3.0376,16.295,Tech
6.8377,16.575,Agriculture
3.2751,9.4925,Agriculture
6.5076,19.263,Tech
1.1398,5.0174,Services
2.8032,22.537,Services
5.1326,16.434,Agriculture
7.1869,26.421,Tech
8.6943,2.5369,Tech
4.5493,14.2,Agriculture
5.0138,18.806,Manufacturing
1.8497,28.741,Manufacturing
1.8995,25.901,Tech
3.0439,11.437,Services
7.6219,1.3946,Manufacturing
6.1119,12.525,Agriculture
2.1853,29.372,Manufacturing
3.9617,28.124,Tech
6.6069,12.183,Services
8.1601,1.3846,Agriculture
2.7734,15.24,Agriculture
0.20656,9.997,Tech
3.4873,27.852,Agriculture
4.23,27.619,Tech
2.2396,16.695,Agriculture
8.2975,20.576,Manufacturing
7.1452,5.17,Agriculture
4.5905,6.717,Manufacturing
2.9885,16.312,Tech
1.7172,27.352,Tech
9.2643,15.376,Manufacturing
2.8399,19.807,Manufacturing
8.2717,23.104,Services
2.543,9.7701,Tech
7.5226,22.423,Services
9.8686,7.0883,Services
3.3001,11.94,Tech
3.3586,22.187,Services
5.5223,24.129,Agriculture
5.2073,17.999,Manufacturing
0.66249,9.4993,Agriculture
1.3932,16.054,Manufacturing
0.28266,14.572,Tech
7.0848,19.418,Agriculture
4.6635,11.733,Manufacturing
3.2354,8.8097,Tech
7.8166,1.4777,Tech
7.8024,21.005,Tech
0.22684,0.25393,Tech
8.1694,0.66717,Agriculture
0.68131,12.508,Agriculture
5.3311,22.669,Services
6.4274,23.218,Services
6.9202,25.477,Manufacturing
2.3083,23.341,Services
9.199,1.7172,Manufacturing
9.5455,15.103,Manufacturing
5.9693,5.0274,Agriculture
1.1906,22.926,Services
0.093434,7.6669,Agriculture
5.3991,29.061,Manufacturing
6.3006,7.0344,Agriculture
7.5814,17.726,Agriculture
3.0251,26.891,Manufacturing
2.6864,17.225,Agriculture
4.6983,28.737,Manufacturing
9.7022,22.943,Services
6.017,26.098,Manufacturing
2.3951,27.569,Tech
9.0295,3.0196,Services
8.8399,20.755,Tech
4.6677,11.706,Manufacturing
3.1969,26.297,Agriculture
2.9711,20.91,Services
0.10933,22.692,Services
3.9791,2.0368,Tech
9.8243,14.374,Tech
6.3923,23.174,Services
7.469,23.953,Tech
5.1486,27.407,Tech
2.0907,4.859,Tech
7.6016,0.61759,Services
9.33,21.684,Services
7.0524,3.2779,Services
6.5689,26.869,Manufacturing
5.288,7.6082,Tech
9.9921,27.66,Agriculture
4.2177,21.1,Services
4.8345,10.796,Tech
3.6257,5.1962,Agriculture
8.6577,22.266,Manufacturing
4.3715,21.508,Services
2.3108,28.227,Agriculture
8.3056,28.409,Agriculture
4.7292,28.374,Agriculture
2.1131,24.464,Tech
9.4865,10.114,Agriculture
2.5076,14.604,Tech
2.1348,22.279,Manufacturing
4.4114,14.696,Agriculture
8.5256,17.587,Manufacturing
1.0364,7.95,Tech
7.8338,12.727,Tech
0.054502,22.939,Services
0.54154,12.833,Tech
9.8849,21.56,Services
3.811,25.089,Services
0.24156,9.1544,Tech
9.706,22.093,Services
9.5514,21.747,Agriculture
5.2208,8.3595,Agriculture
2.2189,17.019,Services
2.6537,27.27,Manufacturing
6.4069,7.3508,Manufacturing
8.6032,14.96,Agriculture
6.7251,24.263,Tech
1.3456,9.438,Services
9.698,9.8971,Tech
9.1304,0.98376,Manufacturing
5.9281,22.894,Services
4.1346,19.34,Agriculture
9.8378,6.4884,Tech
8.9828,21.735,Services
6.8329,20.618,Tech
2.1544,22.473,Agriculture
6.4586,12.376,Agriculture
7.2651,16.399,Agriculture
8.3829,21.02,Manufacturing
8.5165,21.617,Services
1.984,22.693,Services
4.4225,28.577,Agriculture
2.2446,23.858,Agriculture
2.8372,22.116,Services
6.7922,13.646,Tech
0.23546,8.701,Tech
4.8603,20.719,Services
9.3195,21.838,Services
9.707,12.42,Agriculture
7.6926,20.336,Manufacturing
4.3481,13.04,Agriculture
9.5888,18.36,Tech
3.4868,13.531,Agriculture
1.8198,29.467,Agriculture
3.6795,7.1889,Agriculture
3.6672,28.383,Manufacturing
2.0291,15.436,Tech
6.9584,27.344,Tech
3.6924,26.252,Manufacturing
8.3284,12.923,Tech
5.2213,1.1646,Agriculture
0.86031,24.304,Services
7.6844,19.04,Tech
2.3438,17.377,Tech
1.3972,0.61747,Manufacturing
6.5549,29.181,Agriculture
4.9699,3.1605,Manufacturing
6.693,22.606,Agriculture
4.3035,24.549,Services
1.5952,13.406,Manufacturing
0.79939,23.476,Services
4.9753,7.6686,Agriculture
6.5771,23.229,Services
9.6653,23.349,Services
0.10366,22.267,Services
6.5554,2.2623,Manufacturing
4.6403,23.546,Services
1.0257,24.151,Services
9.7307,10.539,Tech
4.1286,29.227,Tech
1.8361,0.87311,Agriculture
7.2356,15.896,Agriculture
4.7935,7.1627,Services
4.4768,29.083,Manufacturing
4.8191,1.1492,Manufacturing
9.5107,3.298,Services
5.8813,22.76,Services
0.9976,21.598,Services
7.7194,23.398,Services
9.2521,9.632,Manufacturing
8.761,2.4272,Agriculture
4.8039,9.0387,Agriculture
9.1125,6.4119,Services
1.3055,15.969,Services
2.8705,10.884,Manufacturing
8.5818,26.573,Tech
1.9241,3.6139,Tech
7.3306,5.4096,Manufacturing
1.3129,1.2082,Tech
8.918,20.383,Tech
7.6814,1.5614,Agriculture
3.6393,11.462,Tech
1.5344,25.879,Services
9.4536,8.3808,Manufacturing
7.3798,27.934,Manufacturing
2.8409,23.608,Services
5.2162,10.319,Agriculture
3.3235,6.4552,Tech
9.1717,2.3751,Manufacturing
1.0031,14.227,Manufacturing
2.0771,27.785,Manufacturing
2.9574,4.9027,Tech
7.829,5.1775,Services
5.9492,12.478,Agriculture
4.4451,23.238,Services
5.5264,23.837,Services
3.9211,3.0932,Manufacturing
