study_hours,test_score,grade_level
3.28437,24.0836,ninth
4.67151,8.56814,ninth
1.69727,25.0493,ninth
1.25914,23.1796,ninth
8.99185,11.8206,ninth
7.94684,10.1951,ninth
6.79179,15.6408,ninth
4.42386,14.7452,ninth
2.47968,22.4362,ninth
2.34061,10.1306,ninth
3.1145,9.55015,ninth
5.58112,8.76366,ninth
6.94542,8.08209,ninth
6.49663,20.4518,ninth
3.35945,13.9416,ninth
8.92764,16.1003,ninth
7.13765,7.95145,ninth
5.62342,9.28688,ninth
6.0967,17.0893,ninth
4.5117,19.45,ninth
3.09378,19.6619,ninth
3.98677,15.8097,ninth
7.30223,14.1038,ninth
1.16875,15.9862,ninth
2.0076,28.8032,ninth
1.42952,28.0537,ninth
1.38601,23.7649,ninth
8.10755,7.20076,ninth
6.85518,14.8274,ninth
4.96193,7.65377,ninth
1.85713,11.3387,ninth
5.10583,9.57781,ninth
4.95614,13.9038,ninth
2.47892,25.2846,ninth
4.62928,18.888,ninth
4.33766,19.7783,ninth
6.13076,13.3633,ninth
6.28952,10.4262,ninth
1.42376,17.8125,ninth
4.14055,25.6568,ninth
6.21334,8.82069,ninth
5.20087,22.322,ninth
8.11604,11.3971,ninth
6.48422,10.974,ninth
2.39421,23.4923,ninth
1.63219,18.0223,ninth
6.34996,17.7968,ninth
1.26872,26.522,ninth
5.88265,11.9545,ninth
8.8069,8.58546,ninth
5.79766,17.671,ninth
4.2524,24.0479,ninth
6.35713,7.80854,ninth
4.83059,14.9657,ninth
5.55134,15.451,ninth
8.81708,11.6409,ninth
4.23535,8.51082,ninth
8.97982,11.807,ninth
8.51914,15.6738,ninth
2.66528,10.316,ninth
1.62223,16.3369,ninth
1.88142,26.9373,ninth
1.20033,15.3987,ninth
1.82915,28.6929,ninth
6.68481,10.6371,ninth
1.63731,12.5528,ninth
3.68155,23.1241,ninth
8.02022,10.0308,ninth
1.24199,23.4026,ninth
7.76936,7.68891,ninth
3.3753,19.5641,ninth
2.02486,12.8898,ninth
6.79808,9.60638,ninth
6.23878,24.2319,ninth
8.28914,8.27669,ninth
7.11434,14.3023,ninth
7.67872,7.66766,ninth
3.37679,23.518,ninth
2.51388,12.1779,ninth
7.24257,19.7931,ninth
7.70639,8.90596,ninth
9.22167,7.41538,ninth
4.4541,7.44077,ninth
4.11915,10.8793,ninth
7.45541,10.5308,ninth
3.86163,14.0177,ninth
8.72875,14.4196,ninth
8.13191,9.61866,ninth
4.5892,10.7238,ninth
7.24469,10.9442,ninth
7.27498,16.15,ninth
1.90077,12.6277,ninth
8.49606,9.10724,ninth
5.21833,7.93601,ninth
7.86827,15.8474,ninth
3.69041,17.165,ninth
8.43807,12.3191,ninth
4.26091,23.3081,ninth
1.13941,26.7236,ninth
8.5194,10.3478,ninth
1.80312,26.8392,ninth
3.68434,12.1198,ninth
8.88801,8.54738,ninth
8.89251,7.48201,ninth
5.78086,7.59006,ninth
6.26266,12.8944,ninth
4.74968,22.7234,ninth
3.46899,8.61595,ninth
3.76148,11.2215,ninth
6.59828,11.8729,ninth
7.25709,15.2242,ninth
7.58053,7.89157,ninth
7.56435,10.8041,ninth
1.80245,11.5946,ninth
5.12897,7.62928,ninth
1.52486,30.4312,ninth
5.58361,23.1905,ninth
4.69263,9.38166,ninth
8.37356,17.7371,ninth
3.94505,17.7008,ninth
2.0158,24.4866,ninth
2.22968,17.6029,ninth
7.33246,12.1352,ninth
6.1503,13.697,ninth
1.88426,23.3541,ninth
1.74388,14.3484,ninth
6.833,8.83704,ninth
1.65029,15.8907,ninth
7.83035,14.2074,ninth
6.8765,7.15958,ninth
1.72113,24.0287,ninth
1.74991,29.8398,ninth
9.18978,9.3133,ninth
4.13773,19.5759,ninth
4.1078,16.368,ninth
7.7556,16.7219,ninth
8.8648,7.79454,ninth
9.18451,11.0606,ninth
7.26537,16.1216,ninth
4.15414,23.2133,ninth
1.73888,23.0978,ninth
7.46146,9.60676,ninth
5.65684,15.3132,ninth
4.54983,19.741,ninth
8.52742,10.3911,ninth
1.96738,11.1472,ninth
5.11416,21.2261,ninth
1.14367,25.1493,ninth
4.91645,19.0754,ninth
1.5145,13.293,ninth
2.03025,21.4406,ninth
2.01959,16.68,ninth
6.40598,13.93,ninth
7.20487,7.4952,ninth
5.86279,15.8331,ninth
8.98792,16.7827,ninth
4.14268,8.267,ninth
3.40712,26.5945,ninth
8.21594,8.24784,ninth
2.89467,24.8269,ninth
8.99659,13.5123,ninth
1.15027,23.775,ninth
9.0515,10.7281,ninth
1.40607,23.7072,ninth
8.40193,7.56471,ninth
5.40353,13.0232,ninth
9.24196,12.1984,ninth
1.65882,25.8966,ninth
5.6193,17.7541,ninth
9.04675,14.3436,ninth
5.36556,11.7104,ninth
6.24254,18.8958,ninth
6.78993,7.51888,ninth
4.79996,17.0368,ninth
6.22735,7.04321,ninth
5.87059,10.5252,ninth
8.48455,8.79174,ninth
1.42493,18.5869,ninth
3.36795,18.7025,ninth
8.89089,7.94485,ninth
8.39468,7.66679,ninth
4.80917,9.59552,ninth
6.16609,10.6296,ninth
3.33839,11.4593,ninth
2.602,12.2231,ninth
4.87551,16.7024,ninth
3.96516,19.3464,ninth
5.86516,14.978,ninth
1.69131,19.5797,ninth
9.08876,7.54491,ninth
9.18624,13.2856,ninth
6.80983,11.2285,ninth
5.4728,13.1235,ninth
3.6036,7.87692,ninth
7.76381,8.40514,ninth
6.69903,9.12819,ninth
2.39159,18.1327,ninth
8.56515,10.5607,ninth
7.83593,10.8329,ninth
8.88585,11.2411,ninth
7.03719,15.9058,ninth
6.11068,18.9212,ninth
4.50051,19.2561,ninth
8.74501,17.026,ninth
8.19503,8.77635,ninth
1.42305,12.087,ninth
1.26753,11.719,ninth
4.15582,20.3796,ninth
7.73706,18.4335,ninth
9.19503,8.21871,ninth
2.29094,28.2394,ninth
5.95158,8.31836,ninth
4.19235,24.0146,ninth
9.05179,7.4368,ninth
7.99748,9.2055,ninth
7.96621,10.2672,ninth
4.91672,11.8393,ninth
4.47226,11.4603,ninth
3.30561,13.4,ninth
1.5151,25.794,ninth
8.18396,10.8526,ninth
7.75643,9.23749,ninth
9.29767,8.67821,ninth
9.27225,10.8755,ninth
5.63231,8.04405,ninth
7.39415,8.55279,ninth
8.84432,7.1602,ninth
8.05959,8.34453,ninth
3.09062,22.7639,ninth
4.76699,9.67564,ninth
2.11557,20.1699,ninth
8.92092,12.7298,ninth
6.05094,8.55462,ninth
2.9363,20.4719,ninth
6.59153,7.55925,ninth
6.14956,21.8925,ninth
4.00484,14.6824,ninth
1.98685,23.2103,ninth
6.59048,13.9193,ninth
5.34254,9.38781,ninth
7.42163,11.988,ninth
5.34135,21.1595,ninth
8.0805,12.7751,ninth
5.60323,17.9674,ninth
5.67774,22.4143,ninth
8.28239,9.39103,ninth
4.37873,11.2359,ninth
2.15563,20.8941,ninth
1.28746,19.8338,ninth
7.27988,16.3702,ninth
6.16755,19.7309,ninth
6.85866,9.00561,ninth
2.80695,12.286,ninth
2.17506,25.1974,ninth
1.16999,16.2343,ninth
3.94235,21.8998,ninth
5.91682,10.5702,ninth
4.28601,15.7458,ninth
4.65917,7.68449,ninth
8.50931,14.0185,ninth
3.92311,16.4719,ninth
5.29041,15.697,ninth
7.51514,9.07535,ninth
4.32148,20.0374,ninth
6.18222,19.8887,ninth
8.1645,7.26553,ninth
8.88355,9.29347,ninth
2.26336,11.3985,ninth
8.69435,12.0084,ninth
5.10996,16.9103,ninth
3.18052,18.4778,ninth
4.83787,10.8841,ninth
9.13527,8.51687,ninth
5.1141,15.7254,ninth
3.7622,15.9153,ninth
6.27556,21.4515,ninth
3.0312,13.1728,ninth
1.67587,22.1015,ninth
2.11326,15.8768,ninth
2.10638,18.2767,ninth
2.3032,23.0271,ninth
2.19532,22.8977,ninth
6.33722,21.5835,ninth
2.55051,11.6879,ninth
3.90176,11.0953,ninth
8.4485,11.1104,ninth
4.96018,15.1183,ninth
6.55735,7.89896,ninth
2.47164,9.2314,ninth
2.63638,10.8349,ninth
1.38717,29.6375,ninth
2.44371,13.2981,ninth
3.34837,14.4366,ninth
2.51034,12.278,ninth
1.7818,16.5528,ninth
2.04525,11.2708,ninth
4.85142,14.8413,ninth
2.75225,12.0695,ninth
4.05523,22.258,ninth
5.20319,8.17693,ninth
6.74576,12.7957,ninth
1.37433,28.0086,ninth
7.64514,14.3919,ninth
6.23018,15.1132,ninth
1.72451,15.6161,ninth
8.25702,8.94602,ninth
8.6472,10.2099,ninth
1.55389,28.8891,ninth
3.33424,20.8349,ninth
7.70116,12.4412,ninth
7.22314,15.0591,ninth
2.5723,17.5989,ninth
2.77713,10.5385,ninth
4.10639,16.2178,ninth
5.04731,25.3036,ninth
6.1506,8.0484,ninth
4.09354,19.7614,ninth
4.86591,11.9009,ninth
7.21664,11.6622,ninth
1.35264,13.1169,ninth
3.1326,16.3698,ninth
6.93513,15.8643,ninth
8.43546,7.91841,ninth
5.27134,14.5065,ninth
5.43994,21.0747,ninth
1.93417,25.6336,ninth
4.74115,9.96351,ninth
5.44409,11.5823,ninth
3.05038,12.2764,ninth
3.27126,24.4122,ninth
4.16259,24.2473,ninth
1.21559,23.9774,ninth
3.70715,21.2727,ninth
2.79445,18.8503,ninth
3.75185,18.1089,ninth
2.03804,12.5985,ninth
8.39685,13.6957,ninth
5.94714,7.84885,ninth
6.65259,18.3868,ninth
7.56066,17.6879,ninth
5.16215,17.8994,ninth
1.76709,12.4412,ninth
5.48113,8.75344,ninth
5.89144,7.76595,ninth
7.19988,9.08591,ninth
4.61119,9.6311,ninth
2.10254,27.6696,ninth
3.39115,17.8618,ninth
4.04543,12.697,ninth
6.37882,9.0253,ninth
5.75892,13.1696,ninth
3.9878,19.1622,ninth
9.18875,7.52177,ninth
6.04764,19.907,ninth
3.00712,18.1618,ninth
1.88971,28.0607,ninth
2.31109,25.2827,ninth
3.07915,15.0524,ninth
2.37562,26.3851,ninth
2.58918,11.2459,ninth
3.40204,22.1883,ninth
2.48033,17.5037,ninth
8.44831,15.5797,ninth
1.71193,25.8626,ninth
5.37722,21.1113,ninth
4.43577,22.4837,ninth
9.15462,8.1762,ninth
1.97432,9.80417,ninth
4.33231,15.1916,ninth
9.04813,7.45487,ninth
8.19043,13.8735,ninth
7.79084,7.93411,ninth
3.1777,27.2504,ninth
2.45982,19.8771,ninth
6.56631,18.7549,ninth
8.71735,9.07537,ninth
5.64329,18.9552,ninth
5.7658,20.5044,ninth
3.35983,17.911,ninth
7.39832,12.7515,ninth
2.59311,24.0428,ninth
3.72035,13.2492,ninth
4.55985,13.5257,ninth
5.23779,14.3638,ninth
3.04988,11.5874,ninth
1.9974,16.0868,ninth
6.08762,7.20653,ninth
3.4312,8.44116,ninth
5.84522,7.79226,ninth
2.32349,27.1991,ninth
5.01941,17.3095,ninth
5.44386,20.5534,ninth
1.47754,19.1708,ninth
3.82699,11.6657,ninth
2.15892,19.8323,ninth
1.57284,20.2199,ninth
9.21717,7.464,ninth
3.70942,16.158,ninth
7.73146,7.40526,ninth
3.15079,20.339,ninth
6.6724,15.0885,ninth
7.32188,8.03901,ninth
5.96402,9.39313,ninth
4.9405,20.6037,ninth
4.44769,16.2476,ninth
3.92816,7.51526,ninth
8.71862,17.8425,ninth
7.90261,7.4517,ninth
9.01147,11.4849,ninth
2.07545,28.5454,ninth
7.07966,9.20633,ninth
8.79131,9.13108,ninth
2.54517,11.8793,ninth
1.59859,15.3566,ninth
7.16425,7.19351,ninth
5.7894,17.6188,ninth
7.99509,8.83389,ninth
2.20312,20.1822,ninth
7.61096,19.8595,ninth
2.71343,21.9585,ninth
2.40016,20.1515,ninth
2.40519,16.8279,ninth
7.77024,11.156,ninth
6.53788,12.0493,ninth
5.36529,13.2626,ninth
4.01035,10.5486,ninth
8.2869,15.9148,ninth
4.28767,14.1811,ninth
7.78695,8.61446,ninth
4.67286,14.878,ninth
4.15979,15.6402,ninth
4.86711,20.8519,ninth
3.53637,20.2665,ninth
7.21778,14.8582,ninth
5.19744,8.87045,ninth
2.96575,16.958,ninth
8.47149,10.3019,ninth
4.2171,8.04347,ninth
5.53431,7.63498,ninth
8.52839,14.8102,ninth
6.19996,8.24747,ninth
2.01441,19.6967,ninth
8.80362,9.38034,ninth
6.22859,7.21997,ninth
3.81297,15.6523,ninth
2.19899,28.5136,ninth
7.60071,15.5885,ninth
6.1656,21.6428,ninth
5.45105,14.7448,ninth
8.42461,7.65437,ninth
7.55593,13.4715,ninth
2.30132,18.5073,ninth
3.62171,23.6875,ninth
3.10004,11.31,ninth
7.18756,11.351,ninth
1.32664,15.3549,ninth
5.75159,9.50995,ninth
7.34028,14.4093,ninth
8.28332,7.51181,ninth
3.87217,14.7753,ninth
7.82537,9.04832,ninth
1.96271,19.4258,ninth
8.03323,16.8126,ninth
2.10178,26.4297,ninth
4.32762,24.7351,ninth
7.62769,14.1907,ninth
2.28682,15.2889,ninth
2.94132,22.2262,ninth
7.00858,11.2454,ninth
6.9903,8.02412,ninth
6.33947,18.4943,ninth
6.77507,8.14549,ninth
5.52748,20.5765,ninth
3.12734,18.0758,ninth
3.90199,19.593,ninth
2.54818,22.1176,ninth
8.54472,16.0078,ninth
5.86298,15.6927,ninth
4.35702,16.9469,ninth
4.86155,7.90125,ninth
8.86509,9.14819,ninth
2.31515,13.3232,ninth
5.8864,16.8285,ninth
5.22358,11.9065,ninth
6.0945,17.4061,ninth
1.19941,12.031,ninth
8.24502,9.22072,ninth
8.73998,13.2424,ninth
5.71235,8.39681,ninth
6.79737,7.22285,ninth
8.66062,8.04993,ninth
6.88472,20.5896,ninth
2.30845,21.6767,ninth
5.80438,12.133,ninth
6.0554,9.56049,ninth
4.54908,12.2258,ninth
7.12566,16.2738,ninth
8.75853,9.25923,ninth
8.68594,8.0696,ninth
4.76942,7.91239,ninth
1.98421,10.7192,ninth
9.17494,8.86326,ninth
7.97091,15.8688,ninth
2.07847,14.4328,ninth
8.64695,9.32132,ninth
8.22664,8.48617,ninth
5.33041,20.4683,ninth
5.92802,8.09596,ninth
4.34177,22.0425,ninth
1.50178,22.4176,ninth
3.81538,13.7918,ninth
7.67354,8.56928,ninth
1.08821,14.8246,ninth
3.80137,20.0089,ninth
4.33489,22.4063,ninth
5.48351,16.0037,ninth
8.63881,7.63613,ninth
3.90735,7.68329,ninth
3.91236,25.1613,ninth
7.13439,15.3641,ninth
4.7808,10.1173,ninth
2.90299,27.1198,ninth
4.78263,16.7676,ninth
2.21207,20.7214,ninth
2.50519,22.2739,ninth
5.16153,19.7074,ninth
4.50613,17.152,ninth
8.59748,8.74622,ninth
4.03975,14.5388,ninth
5.83985,18.7521,ninth
6.26618,8.87569,ninth
1.15803,16.8264,ninth
6.52418,10.1396,ninth
2.5188,17.5057,ninth
8.97883,8.41889,ninth
2.27647,25.9622,ninth
4.47065,9.63029,ninth
1.75413,13.3835,ninth
9.27421,8.56792,ninth
5.19311,20.4189,ninth
5.96193,15.8991,ninth
1.60338,15.6848,ninth
7.23717,16.3366,ninth
2.78172,26.7791,ninth
8.45895,16.8221,ninth
2.7424,24.3118,ninth
2.62317,15.0617,ninth
1.35153,26.171,ninth
4.94455,12.6389,ninth
5.70994,20.6132,ninth
1.5921,26.1713,ninth
7.4481,14.2594,ninth
4.78963,16.6905,ninth
5.37622,9.43564,ninth
4.68629,16.286,ninth
4.3563,25.0755,ninth
5.66703,21.8265,ninth
2.33073,11.2502,ninth
2.55091,11.0189,ninth
8.15973,7.6608,ninth
8.85545,13.7986,ninth
4.1298,21.5052,ninth
3.28364,12.236,ninth
6.363,10.674,ninth
4.42206,22.3318,ninth
1.25944,25.6342,ninth
2.33826,19.6776,ninth
6.95677,14.4099,ninth
6.48612,11.9541,ninth
1.27354,17.7676,ninth
2.88127,18.0502,ninth
2.95637,21.3522,ninth
6.59312,18.54,ninth
1.21261,23.5575,ninth
1.9089,23.9513,ninth
7.64931,9.11282,ninth
2.52299,18.9889,ninth
6.43516,8.78923,ninth
3.01501,11.3969,ninth
1.87039,25.9334,ninth
3.05617,28.3275,ninth
7.0087,8.81146,ninth
8.1095,8.60264,ninth
7.89931,14.6897,ninth
4.32676,10.7268,ninth
6.5617,13.4254,ninth
2.74112,22.2467,ninth
3.46847,18.2897,ninth
8.44477,9.39215,ninth
1.15727,17.222,ninth
1.75545,24.0557,ninth
2.76506,19.189,ninth
1.26889,10.977,ninth
2.54684,24.1669,ninth
5.86009,8.94976,ninth
4.52675,19.1379,ninth
8.41454,9.01047,ninth
7.79391,18.9095,ninth
3.86999,14.6748,ninth
3.19024,14.5737,ninth
4.18246,10.5454,ninth
5.91993,10.2106,ninth
3.26153,22.7757,ninth
6.19923,22.651,ninth
4.42765,14.2673,ninth
5.60439,11.8064,ninth
4.64804,19.2551,ninth
3.47934,24.8962,ninth
8.87474,9.7195,ninth
7.34975,10.1264,ninth
2.20593,20.4723,ninth
8.21486,11.9536,ninth
5.07131,9.2892,ninth
8.43006,11.5407,ninth
7.64881,8.5667,ninth
4.55801,20.3781,ninth
1.23537,15.2144,ninth
3.26659,17.4542,ninth
5.51848,14.277,ninth
6.2762,14.3829,ninth
3.17757,11.8491,ninth
2.19969,23.0494,ninth
7.93817,10.0152,ninth
9.17132,8.24298,ninth
5.38694,16.8975,ninth
2.46635,21.4942,ninth
3.29654,22.8592,ninth
1.20172,16.739,ninth
8.59297,12.3042,ninth
2.02145,19.4624,ninth
5.80626,7.46459,ninth
3.31096,8.86242,ninth
5.62197,12.3672,ninth
6.42422,15.9262,ninth
7.89537,14.6126,ninth
2.75298,23.1736,ninth
1.14072,20.9267,ninth
2.17931,19.1241,ninth
8.47515,8.25482,ninth
8.25959,8.44369,ninth
5.97866,13.0091,ninth
6.00426,7.87075,ninth
6.53655,9.03384,ninth
2.49681,19.1984,ninth
8.5939,12.0069,ninth
4.50486,27.9558,ninth
4.21089,25.2173,ninth
5.33107,15.0395,ninth
1.43747,17.4615,ninth
2.42184,21.8846,ninth
7.13878,16.935,ninth
1.73309,13.7709,ninth
6.026,11.0298,ninth
3.07413,23.7537,ninth
4.26169,14.147,ninth
3.43172,18.5994,ninth
3.9843,15.2151,ninth
6.98213,8.85832,ninth
3.50125,13.5874,ninth
5.72284,10.685,ninth
4.97742,9.72717,ninth
6.52529,8.76361,ninth
8.77885,14.0471,ninth
7.09372,8.23171,ninth
2.82326,19.1029,ninth
1.30726,17.5602,ninth
3.21368,26.2199,ninth
5.95939,11.2016,ninth
1.47426,17.7825,ninth
5.14502,21.6766,ninth
5.97395,18.0858,ninth
3.80751,11.6041,ninth
7.41003,15.0378,ninth
1.92944,18.4074,ninth
1.66989,19.425,ninth
7.05756,9.3935,ninth
5.1378,7.96384,ninth
6.72932,14.4146,ninth
4.63733,15.2321,ninth
3.08282,15.7854,ninth
7.80759,12.6631,ninth
7.64518,14.8267,ninth
6.78125,7.71139,ninth
3.2952,22.3222,ninth
5.9194,7.08781,ninth
4.02803,19.0985,ninth
1.80555,22.0111,ninth
8.61784,18.161,ninth
2.17875,14.0003,ninth
8.88946,8.79684,ninth
4.72955,8.90238,ninth
5.51247,16.7458,tenth
6.79555,7.44465,tenth
6.84271,7.32507,tenth
2.46647,27.5007,tenth
